Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,DP,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Liam,5,D. Carr QB - LV ,35.82,M. Ingram RB - NO ,-1.50,M. Gordon RB - LAC ,15.50,R. Cobb WR - GB ,0.00,Q. Enunwa WR - NYJ ,15.30,T. Kelce TE - KC ,16.10,J. Hill RB - CIN ,13.30,B. McManus K - DEN ,9.00,Bengals DEF ,3.00,V. Miller LB - DEN ,5.00,A. Brown WR - PIT ,0.00,D. Martin RB - TB ,0.00,K. Davis RB - KC ,0.80,J. McKinnon RB - MIN ,0.00,J. Howard RB - CHI ,26.20,J. Tucker K - BAL ,0.00,111.52,Oliver,74.70
Liam WHYTE,4,A. Rodgers QB - GB ,33.84,M. Gillislee RB - BUF ,15.40,M. Jones RB - WAS ,0.00,J. Edelman WR - NE ,9.70,W. Fuller WR - HOU ,2.30,Z. Miller TE - CHI ,8.80,B. Marshall WR - NYJ ,6.80,A. Vinatieri K - IND ,2.00,Cardinals DEF ,3.00,L. Kuechly LB - CAR ,9.00,T. Pryor WR - CLE ,13.10,J. Crowder WR - WAS ,16.70,T. Gurley RB - LA ,0.00,S. Diggs WR - MIN ,13.60,H. Henry TE - LAC ,1.40,-,-,90.84,Kevin,75.30
Adam,6,M. Ryan QB - ATL ,24.42,J. White RB - NE ,2.90,D. Booker RB - DEN ,12.40,J. Nelson WR - GB ,15.40,T. Hilton WR - IND ,2.00,R. Gronkowski TE - NE ,16.90,M. Jones WR - DET ,3.30,S. Gostkowski K - NE ,13.00,Jets DEF ,4.00,K. Alexander LB - TB ,15.00,R. Jennings RB - NYG ,0.00,L. McCoy RB - BUF ,0.00,T. Benjamin WR - LAC ,11.40,T. West RB - BAL ,0.00,C. Hyde RB - SF ,0.00,M. Mariota QB - TEN ,19.90,109.32,Kevin,110.50
Steven,9,C. Palmer QB - ARI ,22.52,L. Blount RB - NE ,10.30,D. Sproles RB - PHI ,13.30,M. Crabtree WR - LV ,10.80,E. Sanders WR - DEN ,6.80,D. Walker TE - TEN ,7.80,C. Beasley WR - DAL ,5.30,M. Bryant K - ATL ,9.00,Buccaneers DEF ,3.00,Z. Brown LB - BUF ,11.00,J. Witten TE - DAL ,7.60,R. Tannehill QB - MIA ,0.00,J. Landry WR - MIA ,0.00,W. Snead WR - NO ,5.60,T. Coleman RB - ATL ,0.00,D. Johnson LB - KC ,9.00,99.82,Todd,136.40
Oliver,10,D. Brees QB - NO ,20.70,L. Miller RB - HOU ,12.30,T. Yeldon RB - JAX ,5.60,J. Maclin WR - KC ,10.30,T. Montgomery RB - GB ,0.00,J. Graham TE - SEA ,4.40,L. Fitzgerald WR - ARI ,7.40,S. Hauschka K - SEA ,8.00,Raiders DEF ,2.00,C. Dunlap DL - CIN ,4.00,J. Flacco QB - BAL ,0.00,O. Beckham WR - NYG ,0.00,C. Meredith WR - CHI ,2.40,S. Shepard WR - NYG ,0.00,Panthers DEF ,19.00,-,-,74.70,Liam,111.52
Aaron,1,K. Cousins QB - WAS ,24.22,I. Crowell RB - CLE ,12.30,D. Johnson RB - ARI ,10.80,M. Evans WR - TB ,7.00,J. Matthews WR - PHI ,12.50,M. Bennett TE - NE ,3.50,R. Mathews RB - PHI ,7.10,D. Bailey K - DAL ,12.00,Vikings DEF ,2.00,A. Ogletree LB - LA ,0.00,B. Roethlisberger QB - PIT ,0.00,J. Reed TE - WAS ,15.90,L. Murray RB - LV ,7.10,K. Benjamin WR - CAR ,7.30,D. Prescott QB - DAL ,29.28,J. Lambo K - LAC ,1.00,91.42,Jackson ,120.70
Kevin,7,M. Stafford QB - DET ,13.60,D. Murray RB - TEN ,18.80,S. Ware RB - KC ,4.70,J. Jones WR - ATL ,2.90,M. Thomas WR - NO ,6.30,G. Olsen TE - CAR ,2.10,B. Cooks WR - NO ,10.40,C. Catanzaro K - ARI ,2.00,Patriots DEF ,2.00,K. Mack DL - LV ,12.50,T. Hightower RB - NO ,10.20,V. Green TE - DEN ,6.50,C. Newton QB - CAR ,12.78,M. Floyd WR - NE ,0.00,L. Bell RB - PIT ,0.00,Seahawks DEF ,10.00,75.30,Liam WHYTE,90.84
Todd,8,T. Brady QB - NE ,30.10,M. Forte RB - NYJ ,21.80,J. Rodgers RB - TB ,13.80,D. Bryant WR - DAL ,17.30,A. Green WR - CIN ,12.10,K. Rudolph TE - MIN ,3.10,C. Michael RB - GB ,10.20,D. Hopkins K - WAS ,9.00,Chiefs DEF ,11.00,P. Posluszny LB - JAX ,8.00,F. Gore RB - IND ,12.20,M. Wallace WR - BAL ,0.00,R. Wilson QB - SEA ,9.22,D. Johnson RB - CLE ,11.60,T. Williams WR - LAC ,1.40,Eagles DEF ,3.00,136.40,Steven,99.82
Jackson ,3,J. Winston QB - TB ,18.80,J. Stewart RB - CAR ,22.00,D. Freeman RB - ATL ,17.80,D. Thomas WR - DEN ,7.90,D. Baldwin WR - SEA ,5.10,T. Eifert TE - CIN ,17.20,D. Hopkins WR - HOU ,4.40,M. Nugent K ,3.00,Broncos DEF ,20.00,D. Jones LB - ATL ,4.50,G. Barnidge TE - CLE ,4.20,P. Rivers QB - LAC ,12.68,C. Ivory RB - JAX ,3.20,A. Jeffery WR - CHI ,12.30,T. Riddick RB - DET ,19.30,J. Brown WR - ARI ,10.90,120.70,Aaron,91.42
Kevin,2,A. Luck QB - IND ,19.40,G. Bernard RB - CIN ,12.60,E. Elliott RB - DAL ,14.80,A. Robinson WR - JAX ,7.00,A. Cooper WR - LV ,23.30,A. Gates TE - LAC ,9.30,C. Thompson RB - WAS ,4.10,S. Janikowski K - LV ,6.00,Lions DEF ,6.00,E. Kendricks LB - MIN ,8.00,A. Dalton QB - CIN ,19.46,C. Anderson RB - DEN ,0.00,D. Moncrief WR - IND ,11.00,C. Brate TE - TB ,8.20,S. Coates WR - PIT ,0.00,J. Ajayi RB - MIA ,0.00,110.50,Adam,109.32
