Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,DP,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Liam,8,B. Bortles QB - JAX ,18.70,M. Ingram RB - NO ,7.30,M. Gordon RB - LAC ,13.20,R. Cobb WR - GB ,3.10,A. Brown WR - PIT ,20.40,T. Kelce TE - KC ,5.10,J. Howard RB - CHI ,8.00,J. Tucker K - BAL ,8.00,Cardinals DEF ,6.00,V. Miller LB - DEN ,4.00,D. Martin RB - TB ,10.60,D. Adams WR - GB ,15.60,D. Carr QB - LV ,0.00,J. Hill RB - CIN ,10.60,Q. Enunwa WR - NYJ ,0.70,D. Henry RB - TEN ,3.10,93.80,Adam,99.68
Liam WHYTE,3,A. Rodgers QB - GB ,27.54,T. Gurley RB - LA ,7.20,R. Kelley RB - WAS ,9.50,T. Pryor WR - CLE ,4.80,R. Matthews WR - TEN ,12.30,K. Rudolph TE - MIN ,12.90,B. Marshall WR - NYJ ,1.50,J. Lambo K - LAC ,6.00,Rams DEF ,10.00,L. Kuechly LB - CAR ,10.50,J. Edelman WR - NE ,7.90,E. Ebron TE - DET ,0.00,J. Crowder WR - WAS ,10.40,S. Diggs WR - MIN ,16.40,M. Jones RB - WAS ,0.00,-,-,102.24,Oliver,96.92
Adam,4,M. Ryan QB - ATL ,12.68,R. Jennings RB - NYG ,10.90,D. Booker RB - DEN ,8.80,J. Nelson WR - GB ,18.60,J. Nelson WR - ARI ,1.90,R. Gronkowski TE - NE ,5.60,T. West RB - BAL ,7.70,C. Sturgis K - PHI ,10.00,Dolphins DEF ,17.00,K. Alexander LB - TB ,6.50,L. McCoy RB - BUF ,0.00,T. Benjamin WR - LAC ,0.00,T. Hilton WR - IND ,0.00,M. Jones WR - DET ,0.00,C. Hyde RB - SF ,1.40,M. Mariota QB - TEN ,27.80,99.68,Liam,93.80
Steven,9,R. Tannehill QB - MIA ,19.20,L. Blount RB - NE ,24.90,D. Sproles RB - PHI ,7.60,C. Beasley WR - DAL ,3.30,J. Landry WR - MIA ,5.30,D. Walker TE - TEN ,18.40,W. Snead WR - NO ,17.70,A. Franks K - MIA ,7.00,Buccaneers DEF ,24.00,D. Johnson LB - KC ,3.00,M. Crabtree WR - LV ,0.00,E. Sanders WR - DEN ,5.40,D. Williams RB - PIT ,0.00,C. Palmer QB - ARI ,14.64,T. Coleman RB - ATL ,0.00,Z. Brown LB - BUF ,0.00,130.40,Kevin,131.16
Oliver,10,D. Brees QB - NO ,22.02,L. Miller RB - HOU ,8.30,T. Yeldon RB - JAX ,5.90,L. Fitzgerald WR - ARI ,13.20,T. Montgomery RB - GB ,2.00,J. Graham TE - SEA ,4.80,O. Beckham WR - NYG ,16.70,S. Hauschka K - SEA ,16.00,Panthers DEF ,6.00,C. Dunlap DL - CIN ,2.00,C. Meredith WR - CHI ,12.00,S. Shepard WR - NYG ,10.20,Raiders DEF ,0.00,C. Graham DB - BUF ,0.00,-,-,-,-,96.92,Liam WHYTE,102.24
Aaron,1,D. Prescott QB - DAL ,18.76,I. Crowell RB - CLE ,6.30,D. Johnson RB - ARI ,23.10,M. Evans WR - TB ,6.60,K. Benjamin WR - CAR ,6.40,J. Reed TE - WAS ,4.10,B. LaFell WR - CIN ,0.90,D. Bailey K - DAL ,13.00,Vikings DEF ,3.00,A. Ogletree LB - LA ,11.50,K. Britt WR - LA ,10.90,R. Mathews RB - PHI ,27.90,J. Witten TE - DAL ,5.90,B. Roethlisberger QB - PIT ,28.42,L. Murray RB - LV ,0.00,J. Matthews WR - PHI ,8.30,93.66,Kevin,127.14
Kevin,5,C. Newton QB - CAR ,23.84,D. Murray RB - TEN ,26.00,L. Bell RB - PIT ,25.40,J. Jones WR - ATL ,14.50,M. Thomas WR - NO ,0.00,G. Olsen TE - CAR ,3.90,T. Hightower RB - NO ,5.50,C. Santos K - KC ,12.00,Patriots DEF ,2.00,K. Vaccaro DB - NO ,14.00,M. Stafford QB - DET ,0.00,M. Floyd WR - NE ,10.10,S. Ware RB - KC ,7.20,B. Cooks WR - NO ,15.80,Seahawks DEF ,6.00,K. Mack DL - LV ,0.00,127.14,Aaron,93.66
Todd,7,T. Brady QB - NE ,13.34,M. Forte RB - NYJ ,10.90,P. Barber RB - TB ,3.80,A. Green WR - CIN ,12.80,T. Williams WR - LAC ,18.50,Z. Miller TE - CHI ,3.20,M. Wallace WR - BAL ,5.90,D. Hopkins K - WAS ,16.00,Ravens DEF ,14.00,P. Posluszny LB - JAX ,4.50,D. Bryant WR - DAL ,17.60,F. Gore RB - IND ,0.00,R. Wilson QB - SEA ,26.52,C. Michael RB - GB ,2.60,D. Johnson RB - CLE ,3.10,Chiefs DEF ,13.00,102.94,Jackson ,89.14
Jackson ,6,P. Rivers QB - LAC ,17.04,D. Freeman RB - ATL ,8.10,J. White RB - NE ,3.70,D. Thomas WR - DEN ,14.70,D. Hopkins WR - HOU ,4.80,T. Eifert TE - CIN ,9.60,A. Jeffery WR - CHI ,4.70,B. McManus K - DEN ,14.00,Broncos DEF ,9.00,B. Wagner LB - SEA ,3.50,J. Stewart RB - CAR ,3.90,G. Barnidge TE - CLE ,0.80,D. Baldwin WR - SEA ,23.90,T. Riddick RB - DET ,0.00,J. Brown WR - ARI ,4.00,T. Rawls RB - SEA ,0.00,89.14,Todd,102.94
Kevin,2,A. Dalton QB - CIN ,11.66,J. Ajayi RB - MIA ,8.00,E. Elliott RB - DAL ,38.90,S. Smith WR - BAL ,12.00,A. Robinson WR - JAX ,18.70,A. Gates TE - LAC ,12.30,G. Bernard RB - CIN ,3.60,C. Catanzaro K - ARI ,11.00,Jets DEF ,7.00,L. Collins DB - NYG ,8.00,A. Luck QB - IND ,0.00,C. Thompson RB - WAS ,1.60,C. Anderson RB - DEN ,0.00,S. Coates WR - PIT ,0.00,A. Cooper WR - LV ,0.00,S. Janikowski K - LV ,0.00,131.16,Steven,130.40
