Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,DP,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Liam,6,D. Carr QB - LV ,9.80,M. Gordon RB - LAC ,9.40,J. Howard RB - CHI ,10.00,R. Cobb WR - GB ,11.30,A. Brown WR - PIT ,4.50,T. Kelce TE - KC ,3.20,E. Lacy RB - GB ,7.10,J. Tucker K - BAL ,11.00,Titans DEF ,6.00,V. Miller LB - DEN ,8.00,D. Jackson WR - WAS ,5.50,D. Pitta TE - BAL ,3.60,D. Martin RB - TB ,0.00,T. Austin WR - LA ,2.60,J. McKinnon RB - MIN ,0.00,Q. Enunwa WR - NYJ ,4.20,80.30,Jackson ,83.86
Liam WHYTE,3,A. Rodgers QB - GB ,12.46,T. Gurley RB - LA ,9.70,M. Jones RB - WAS ,19.50,J. Edelman WR - NE ,3.80,T. Pryor WR - CLE ,19.84,Z. Miller TE - CHI ,3.60,B. Marshall WR - NYJ ,7.00,A. Vinatieri K - IND ,11.00,Cardinals DEF ,12.00,L. Kuechly LB - CAR ,8.50,D. Sproles RB - PHI ,2.40,A. Hurns WR - JAX ,7.40,D. Parker WR - MIA ,2.80,J. Crowder WR - WAS ,10.30,S. Diggs WR - MIN ,0.00,W. Fuller WR - HOU ,0.00,107.40,Steven,71.62
Adam,2,M. Mariota QB - TEN ,27.76,T. West RB - BAL ,24.30,C. Hyde RB - SF ,5.20,J. Nelson WR - GB ,4.80,T. Hilton WR - IND ,5.90,R. Gronkowski TE - NE ,22.20,L. McCoy RB - BUF ,34.20,S. Gostkowski K - NE ,9.00,Texans DEF ,5.00,V. Burfict LB - CIN ,8.00,M. Ryan QB - ATL ,21.60,R. Jennings RB - NYG ,3.50,T. Benjamin WR - LAC ,-0.30,M. Jones WR - DET ,7.30,C. Sims RB - TB ,0.00,K. Alexander LB - TB ,0.00,146.36,Aaron,93.06
Steven,8,C. Palmer QB - ARI ,16.42,L. Blount RB - NE ,13.00,T. Coleman RB - ATL ,1.70,E. Sanders WR - DEN ,4.00,J. Landry WR - MIA ,9.10,J. Witten TE - DAL ,5.20,W. Snead WR - NO ,5.70,G. Gano K - CAR ,6.00,Giants DEF ,2.00,Z. Brown LB - BUF ,8.50,J. Charles RB - KC ,10.70,M. Crabtree WR - LV ,1.00,D. Walker TE - TEN ,2.10,R. Tannehill QB - MIA ,10.38,C. Beasley WR - DAL ,17.80,D. Johnson LB - KC ,8.00,71.62,Liam WHYTE,107.40
Oliver,7,D. Brees QB - NO ,32.60,M. Ingram RB - NO ,6.00,L. Miller RB - HOU ,29.80,O. Beckham WR - NYG ,32.20,S. Shepard WR - NYG ,3.50,Z. Ertz TE - PHI ,2.20,L. Fitzgerald WR - ARI ,4.90,S. Hauschka K - SEA ,8.00,Panthers DEF ,-1.00,C. Dunlap DL - CIN ,0.00,J. Flacco QB - BAL ,12.28,J. Maclin WR - KC ,4.90,J. Graham TE - SEA ,8.90,J. Hill RB - CIN ,4.10,-,-,-,-,118.20,Kevin,109.58
Aaron,1,B. Roethlisberger QB - PIT ,9.56,I. Crowell RB - CLE ,3.60,D. Johnson RB - ARI ,31.80,K. Benjamin WR - CAR ,8.60,J. Matthews WR - PHI ,7.50,J. Reed TE - WAS ,0.00,R. Mathews RB - PHI ,6.00,D. Bailey K - DAL ,12.00,Ravens DEF ,7.00,A. Ogletree LB - LA ,7.00,J. Thomas TE - JAX ,2.80,A. Jeffery WR - CHI ,9.30,L. Murray RB - LV ,0.00,M. Evans WR - TB ,0.00,D. Prescott QB - DAL ,18.48,Vikings DEF ,0.00,93.06,Adam,146.36
Kevin,9,C. Newton QB - CAR ,26.98,D. Murray RB - TEN ,12.50,L. Bell RB - PIT ,12.80,J. Jones WR - ATL ,19.90,M. Floyd WR - NE ,8.20,G. Olsen TE - CAR ,9.40,T. Williams WR - LAC ,2.80,C. Catanzaro K - ARI ,4.00,Patriots DEF ,5.00,K. Mack DL - LV ,8.00,T. Hightower RB - NO ,0.00,M. Stafford QB - DET ,28.20,S. Ware RB - KC ,22.30,B. Cooks WR - NO ,23.50,M. Thomas WR - NO ,13.80,Seahawks DEF ,8.00,109.58,Oliver,118.20
Todd,10,T. Brady QB - NE ,27.24,M. Forte RB - NYJ ,2.20,F. Gore RB - IND ,10.80,A. Green WR - CIN ,8.80,M. Wallace WR - BAL ,9.70,D. Allen TE - IND ,0.90,C. Michael RB - GB ,22.30,D. Hopkins K - WAS ,11.00,Bills DEF ,6.00,J. Ryan LB - GB ,3.50,D. Bryant WR - DAL ,0.00,K. Rudolph TE - MIN ,0.00,V. Cruz WR - NYG ,3.10,R. Wilson QB - SEA ,11.50,D. Johnson RB - CLE ,13.40,Chiefs DEF ,10.00,102.44,Kevin,89.18
Jackson ,4,T. Taylor QB - BUF ,19.96,J. Stewart RB - CAR ,20.50,D. Freeman RB - ATL ,5.00,D. Thomas WR - DEN ,1.50,D. Hopkins WR - HOU ,8.10,G. Barnidge TE - CLE ,5.90,J. Brown WR - ARI ,5.40,M. Nugent K ,5.00,Broncos DEF ,7.00,D. Bucannon LB - ARI ,5.50,A. Foster RB - MIA ,1.50,P. Rivers QB - LAC ,11.12,C. Ivory RB - JAX ,9.50,D. Baldwin WR - SEA ,3.10,T. Riddick RB - DET ,0.00,J. Langford RB - CHI ,0.00,83.86,Liam,80.30
Kevin,5,A. Luck QB - IND ,23.38,C. Anderson RB - DEN ,7.10,E. Elliott RB - DAL ,17.40,A. Robinson WR - JAX ,4.90,A. Cooper WR - LV ,12.90,A. Gates TE - LAC ,1.60,G. Bernard RB - CIN ,9.40,S. Janikowski K - LV ,4.00,Rams DEF ,0.00,J. Casillas LB - NYG ,8.50,A. Dalton QB - CIN ,21.86,T. Smith WR - SF ,13.60,D. Moncrief WR - IND ,0.00,C. Brate TE - TB ,0.00,S. Coates WR - PIT ,0.00,J. Ajayi RB - MIA ,32.70,89.18,Todd,102.44
