Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,DP,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Liam,8,D. Carr QB - LV ,4.98,M. Gordon RB - LAC ,0.50,J. Howard RB - CHI ,11.00,A. Brown WR - PIT ,8.80,D. Adams WR - GB ,16.40,T. Kelce TE - KC ,10.10,D. Martin RB - TB ,14.50,J. Tucker K - BAL ,13.00,Lions DEF ,5.00,V. Miller LB - DEN ,6.50,R. Cobb WR - GB ,3.30,M. Ingram RB - NO ,2.30,D. Inman WR - LAC ,14.10,J. Hill RB - CIN ,20.20,Q. Enunwa WR - NYJ ,3.90,D. Henry RB - TEN ,4.70,90.78,Liam WHYTE,90.84
Liam WHYTE,4,A. Rodgers QB - GB ,21.24,T. Gurley RB - LA ,14.30,R. Kelley RB - WAS ,14.80,J. Edelman WR - NE ,7.30,B. Marshall WR - NYJ ,3.30,C. Brate TE - TB ,5.70,J. Crowder WR - WAS ,3.70,A. Vinatieri K - IND ,5.00,Bengals DEF ,9.00,J. Casillas LB - NYG ,6.50,K. Rudolph TE - MIN ,12.00,T. Pryor WR - CLE ,0.30,R. Matthews WR - TEN ,2.60,C. Michael RB - GB ,3.60,S. Diggs WR - MIN ,5.50,L. Kuechly LB - CAR ,0.00,90.84,Liam,90.78
Adam,1,M. Ryan QB - ATL ,21.48,L. McCoy RB - BUF ,16.80,C. Hyde RB - SF ,26.00,J. Nelson WR - GB ,16.10,T. Hilton WR - IND ,17.50,Z. Ertz TE - PHI ,11.20,G. Tate WR - DET ,5.70,M. Prater K - DET ,10.00,Ravens DEF ,6.00,K. Alexander LB - TB ,7.50,M. Bennett TE - NE ,13.00,D. Lewis RB - NE ,1.90,D. Allen TE - IND ,0.00,T. West RB - BAL ,2.60,M. Mariota QB - TEN ,9.32,D. Booker RB - DEN ,1.10,138.28,Steven,91.60
Steven,10,R. Tannehill QB - MIA ,19.80,D. Sproles RB - PHI ,10.00,T. Coleman RB - ATL ,17.50,M. Crabtree WR - LV ,2.10,J. Landry WR - MIA ,9.30,D. Walker TE - TEN ,3.80,C. Beasley WR - DAL ,4.10,B. McManus K - DEN ,4.00,Buccaneers DEF ,11.00,Z. Brown LB - BUF ,10.00,L. Blount RB - NE ,13.90,E. Sanders WR - DEN ,16.00,V. Davis TE - WAS ,0.10,C. Palmer QB - ARI ,12.30,W. Snead WR - NO ,9.50,D. Johnson LB - KC ,1.00,91.60,Adam,138.28
Oliver,9,D. Brees QB - NO ,4.48,L. Miller RB - HOU ,18.20,T. Yeldon RB - JAX ,9.00,D. Jackson WR - WAS ,16.20,L. Fitzgerald WR - ARI ,1.20,J. Graham TE - SEA ,1.60,O. Beckham WR - NYG ,17.40,S. Hauschka K - SEA ,4.00,Panthers DEF ,18.00,C. Graham DB - BUF ,7.00,J. Maclin WR - KC ,1.60,D. Johnson RB - CLE ,5.50,C. Meredith WR - CHI ,13.20,S. Shepard WR - NYG ,3.90,Raiders DEF ,7.00,C. Dunlap DL - CIN ,1.00,97.08,Aaron,62.10
Aaron,2,D. Prescott QB - DAL ,6.70,L. Murray RB - LV ,16.30,D. Johnson RB - ARI ,13.10,M. Evans WR - TB ,4.20,K. Benjamin WR - CAR ,2.10,J. Reed TE - WAS ,1.00,K. Britt WR - LA ,8.20,D. Bailey K - DAL ,1.00,Vikings DEF ,5.00,A. Ogletree LB - LA ,4.50,R. Mathews RB - PHI ,7.00,B. LaFell WR - CIN ,2.20,J. Witten TE - DAL ,3.60,B. Roethlisberger QB - PIT ,2.60,I. Crowell RB - CLE ,11.80,H. Henry TE - LAC ,7.30,62.10,Oliver,97.08
Kevin,5,M. Stafford QB - DET ,16.42,L. Bell RB - PIT ,47.80,S. Ware RB - KC ,6.30,B. Cooks WR - NO ,6.10,M. Thomas WR - NO ,0.00,G. Olsen TE - CAR ,8.70,T. Hightower RB - NO ,3.90,C. Santos K - KC ,3.00,Patriots DEF ,6.00,K. Mack DL - LV ,6.50,D. Murray RB - TEN ,15.20,J. Jones WR - ATL ,0.00,C. Newton QB - CAR ,11.50,M. Floyd WR - NE ,1.80,T. Hill WR - KC ,11.80,-,-,104.72,Todd,91.24
Todd,6,T. Brady QB - NE ,26.14,M. Forte RB - NYJ ,0.80,F. Gore RB - IND ,14.40,D. Bryant WR - DAL ,0.00,T. Williams WR - LAC ,7.80,C. Fiedorowicz TE - HOU ,3.20,T. Rawls RB - SEA ,8.40,D. Hopkins K - WAS ,3.00,Chiefs DEF ,11.00,S. Lee LB - DAL ,16.50,J. Starks RB - GB ,0.30,A. Green WR - CIN ,0.00,M. Wallace WR - BAL ,6.20,K. Cousins QB - WAS ,15.96,R. Wilson QB - SEA ,5.50,S. Watkins WR - BUF ,11.40,91.24,Kevin,104.72
Jackson ,7,P. Rivers QB - LAC ,7.44,J. Stewart RB - CAR ,12.60,D. Freeman RB - ATL ,1.80,D. Thomas WR - DEN ,12.60,D. Baldwin WR - SEA ,4.60,T. Eifert TE - CIN ,16.80,D. Hopkins WR - HOU ,3.30,M. Bryant K - ATL ,6.00,Broncos DEF ,6.00,L. Collins DB - NYG ,7.00,G. Barnidge TE - CLE ,2.70,T. Taylor QB - BUF ,15.32,A. Peterson RB - MIN ,0.00,C. Ivory RB - JAX ,0.00,T. Riddick RB - DET ,0.00,J. Matthews WR - PHI ,7.90,78.14,Kevin,59.90
Kevin,3,A. Dalton QB - CIN ,16.90,J. Ajayi RB - MIA ,9.30,E. Elliott RB - DAL ,10.70,S. Smith WR - BAL ,5.70,D. Parker WR - MIA ,1.40,C. Uzomah TE - CIN ,0.00,A. Cooper WR - LV ,2.90,S. Janikowski K - LV ,7.00,Seahawks DEF ,-3.00,P. Posluszny LB - JAX ,9.00,A. Gates TE - LAC ,6.10,A. Luck QB - IND ,16.24,A. Robinson WR - JAX ,1.70,D. Moncrief WR - IND ,0.00,Chargers DEF ,4.00,V. Burfict LB - CIN ,1.00,59.90,Jackson ,78.14
