Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,DP,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Liam,4,D. Carr QB - LV ,23.76,M. Gordon RB - LAC ,17.90,J. Howard RB - CHI ,13.20,D. Jackson WR - WAS ,0.50,A. Brown WR - PIT ,18.40,T. Kelce TE - KC ,8.30,Q. Enunwa WR - NYJ ,6.00,J. Tucker K - BAL ,7.00,Cowboys DEF ,4.00,V. Miller LB - DEN ,4.00,R. Cobb WR - GB ,0.00,D. Williams RB - PIT ,6.90,D. Martin RB - TB ,0.00,T. Austin WR - LA ,0.80,E. Lacy RB - GB ,0.00,J. McKinnon RB - MIN ,15.50,103.06,Steven,95.52
Liam WHYTE,6,T. Siemian QB - DEN ,6.72,T. Gurley RB - LA ,8.20,M. Jones RB - WAS ,20.80,T. Pryor WR - CLE ,10.00,S. Diggs WR - MIN ,4.60,Z. Miller TE - CHI ,9.10,B. Marshall WR - NYJ ,15.90,C. Santos K - KC ,2.00,Cardinals DEF ,5.00,L. Kuechly LB - CAR ,14.50,J. Edelman WR - NE ,1.70,A. Rodgers QB - GB ,0.00,D. Sproles RB - PHI ,0.00,A. Hurns WR - JAX ,10.70,D. Parker WR - MIA ,2.00,J. Crowder WR - WAS ,2.10,96.82,Adam,61.44
Adam,8,E. Manning QB - NYG ,8.44,C. Hyde RB - SF ,13.90,C. Sims RB - TB ,2.50,T. Benjamin WR - LAC ,3.80,T. Hilton WR - IND ,10.20,E. Ebron TE - DET ,4.20,M. Jones WR - DET ,7.40,S. Gostkowski K - NE ,0.00,Jets DEF ,2.00,K. Alexander LB - TB ,9.00,J. Nelson WR - GB ,0.00,R. Jennings RB - NYG ,0.00,L. McCoy RB - BUF ,16.80,S. Bradford QB - MIN ,15.08,R. Gronkowski TE - NE ,1.10,V. Cruz WR - NYG ,5.00,61.44,Liam WHYTE,96.82
Steven,7,C. Palmer QB - ARI ,11.52,L. Blount RB - NE ,5.80,T. Coleman RB - ATL ,3.30,E. Sanders WR - DEN ,14.80,J. Landry WR - MIA ,6.10,J. Witten TE - DAL ,4.70,M. Crabtree WR - LV ,26.80,G. Gano K - CAR ,8.00,Texans DEF ,10.00,D. Johnson LB - KC ,4.50,J. Charles RB - KC ,0.70,D. Walker TE - TEN ,4.40,K. Aiken WR - BAL ,0.90,R. Tannehill QB - MIA ,7.56,C. Beasley WR - DAL ,7.30,W. Snead WR - NO ,2.30,95.52,Liam,103.06
Oliver,9,D. Brees QB - NO ,11.88,M. Ingram RB - NO ,16.50,L. Miller RB - HOU ,10.80,O. Beckham WR - NYG ,2.30,S. Shepard WR - NYG ,3.00,J. Graham TE - SEA ,11.30,L. Fitzgerald WR - ARI ,6.30,S. Hauschka K - SEA ,11.00,Panthers DEF ,7.00,C. Dunlap DL - CIN ,12.50,J. Flacco QB - BAL ,22.02,J. Maclin WR - KC ,7.80,Z. Ertz TE - PHI ,0.00,Chargers DEF ,2.00,-,-,-,-,92.58,Jackson ,108.94
Aaron,1,B. Bortles QB - JAX ,25.88,J. Hill RB - CIN ,7.10,D. Johnson RB - ARI ,12.40,M. Evans WR - TB ,5.90,K. Benjamin WR - CAR ,9.90,J. Reed TE - WAS ,19.30,I. Crowell RB - CLE ,20.20,D. Bailey K - DAL ,6.00,Vikings DEF ,8.00,N. Bowman LB - SF ,9.50,R. Mathews RB - PHI ,0.00,J. Thomas TE - JAX ,0.00,B. Roethlisberger QB - PIT ,33.90,A. Jeffery WR - CHI ,4.60,L. Murray RB - LV ,2.40,J. Matthews WR - PHI ,0.00,124.18,Kevin,98.54
Kevin,5,C. Newton QB - CAR ,15.60,D. Murray RB - TEN ,25.90,L. Bell RB - PIT ,17.80,J. Jones WR - ATL ,36.00,M. Floyd WR - NE ,9.60,G. Olsen TE - CAR ,15.60,M. Thomas WR - NO ,12.40,C. Catanzaro K - ARI ,7.00,Seahawks DEF ,11.00,K. Mack DL - LV ,7.00,T. Hightower RB - NO ,1.10,M. Stafford QB - DET ,9.22,S. Ware RB - KC ,7.60,B. Cooks WR - NO ,3.10,K. White WR - CHI ,5.50,J. Richard RB - LV ,2.00,157.90,Todd,109.66
Todd,10,R. Wilson QB - SEA ,23.86,M. Forte RB - NYJ ,4.30,F. Gore RB - IND ,15.50,A. Green WR - CIN ,23.30,M. Wallace WR - BAL ,6.70,K. Rudolph TE - MIN ,11.50,C. Michael RB - GB ,15.00,D. Hopkins K - WAS ,7.00,Chiefs DEF ,-2.00,L. David LB - TB ,4.50,D. Amendola WR - NE ,2.00,D. Bryant WR - DAL ,0.00,T. Brady QB - NE ,0.00,D. Johnson RB - CLE ,5.60,T. Rawls RB - SEA ,0.00,M. Crosby K - GB ,0.00,109.66,Kevin,157.90
Jackson ,2,P. Rivers QB - LAC ,22.84,T. Riddick RB - DET ,5.80,D. Freeman RB - ATL ,12.40,D. Thomas WR - DEN ,15.40,D. Hopkins WR - HOU ,2.40,G. Barnidge TE - CLE ,5.70,D. Baldwin WR - SEA ,5.40,M. Nugent K ,16.00,Broncos DEF ,15.00,E. Kendricks LB - MIN ,8.00,J. Stewart RB - CAR ,0.00,C. Ivory RB - JAX ,2.90,K. Cousins QB - WAS ,19.32,J. Brown WR - ARI ,14.40,J. Langford RB - CHI ,0.00,W. Fuller WR - HOU ,14.10,108.94,Oliver,92.58
Kevin,3,A. Dalton QB - CIN ,18.64,C. Anderson RB - DEN ,11.20,E. Elliott RB - DAL ,21.70,A. Robinson WR - JAX ,11.50,A. Cooper WR - LV ,4.80,A. Gates TE - LAC ,0.00,G. Bernard RB - CIN ,4.20,S. Janikowski K - LV ,4.00,Rams DEF ,17.00,J. Casillas LB - NYG ,5.50,T. Smith WR - SF ,0.30,A. Luck QB - IND ,19.66,D. Moncrief WR - IND ,0.00,C. Brate TE - TB ,6.70,J. Ajayi RB - MIA ,4.60,C. Coleman WR - CLE ,0.00,98.54,Aaron,124.18
