Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,DP,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Liam,4,P. Mahomes QB - KC ,33.00,T. Coleman RB - ATL ,3.10,N. Chubb RB - CLE ,13.20,O. Beckham WR - NYG ,16.46,S. Diggs WR - MIN ,4.90,T. Kelce TE - KC ,26.80,D. Martin RB - LV ,10.70,H. Butker K - KC ,12.00,Rams DEF ,9.00,D. Leonard LB - IND ,6.50,J. Landry WR - CLE ,10.30,C. Hyde RB - JAX ,2.70,L. Fournette RB - JAX ,0.00,T. Cohen RB - CHI ,24.64,M. Williams WR - LAC ,5.20,L. Jackson QB - BAL ,18.50,135.66,Kevin,71.28
Liam WHYTE,9,C. Newton QB - CAR ,15.30,J. Conner RB - PIT ,19.40,M. Breida RB - SF ,5.70,T. Hill WR - KC ,5.00,C. Kirk WR - ARI ,7.70,R. Gronkowski TE - NE ,2.60,S. Ware RB - KC ,12.20,M. Crosby K - GB ,5.00,Dolphins DEF ,9.00,K. Alonso LB - MIA ,9.50,L. McCoy RB - BUF ,6.40,A. Jeffery WR - PHI ,3.10,D. Henry RB - TEN ,10.50,D. Cook RB - MIN ,10.60,M. Mack RB - IND ,3.30,Ravens DEF ,15.00,91.40,Kevin,102.64
Adam,8,K. Cousins QB - MIN ,8.04,T. Yeldon RB - JAX ,6.50,S. Michel RB - NE ,7.00,A. Brown WR - PIT ,21.40,M. Thomas WR - NO ,6.00,D. Njoku TE - CLE ,0.80,L. Fitzgerald WR - ARI ,4.80,W. Lutz K - NO ,4.00,Texans DEF ,18.00,L. Vander Esch LB - DAL ,8.00,M. Ingram RB - NO ,2.80,M. Mariota QB - TEN ,23.58,M. Gordon RB - LAC ,0.00,A. Hooper TE - ATL ,10.40,N. Hines RB - IND ,5.50,Vikings DEF ,2.00,84.54,Oliver,113.36
Steven,5,P. Rivers QB - LAC ,23.96,F. Gore RB - MIA ,3.10,E. Elliott RB - DAL ,19.50,D. Thomas WR - HOU ,3.20,K. Allen WR - LAC ,22.80,E. Ebron TE - IND ,5.20,K. Drake RB - MIA ,10.40,J. Tucker K - BAL ,14.00,Broncos DEF ,14.00,L. Kuechly LB - CAR ,8.00,J. Cook TE - LV ,17.00,R. Wilson QB - SEA ,24.80,J. Howard RB - CHI ,8.00,K. Johnson RB - DET ,0.00,J. Elliott K - PHI ,8.00,Steelers DEF ,1.00,124.16,Todd,79.58
Oliver,3,J. Winston QB - TB ,22.76,A. Kamara RB - NO ,7.20,P. Lindsay RB - DEN ,27.90,A. Thielen WR - MIN ,8.80,K. Golladay WR - DET ,5.00,G. Kittle TE - SF ,7.00,G. Edwards RB - BAL ,8.20,S. Gostkowski K - NE ,6.00,Chiefs DEF ,8.00,T. Smith LB - JAX ,12.50,L. Murray RB - MIN ,1.40,T. Lockett WR - SEA ,12.20,C. Wentz QB - PHI ,21.84,M. Trubisky QB - CHI ,0.00,C. Ridley WR - ATL ,2.20,C. Littleton LB - LA ,6.00,113.36,Adam,84.54
Aaron,7,A. Luck QB - IND ,9.52,T. Gurley RB - LA ,28.50,C. McCaffrey RB - CAR ,23.10,M. Evans WR - TB ,4.80,B. Cooks WR - LA ,6.20,K. Rudolph TE - MIN ,3.80,A. Ekeler RB - LAC ,4.30,R. Succop K - TEN ,8.00,Redskins DEF ,1.00,D. Trevathan LB - CHI ,9.00,T. Brady QB - NE ,14.94,J. Brown WR - BAL ,0.00,A. Cooper WR - DAL ,6.60,N. Agholor WR - PHI ,5.60,R. Freeman RB - DEN ,2.80,C. Herndon TE - NYJ ,4.10,98.22,Jackson ,102.06
Kevin,10,J. Goff QB - LA ,8.08,L. Miller RB - HOU ,11.50,J. White RB - NE ,11.80,A. Green WR - CIN ,0.70,J. Smith-Schuster WR - PIT ,4.90,V. McDonald TE - PIT ,2.80,J. Edelman WR - NE ,7.00,C. Parkey K - CHI ,9.00,Chargers DEF ,8.00,D. James DB - LAC ,7.50,A. Rodgers QB - GB ,15.32,D. Baldwin WR - SEA ,8.20,A. Collins RB - BAL ,0.00,W. Smallwood RB - PHI ,0.00,D. Foreman RB - HOU ,0.00,R. Penny RB - SEA ,12.50,71.28,Liam,135.66
Todd,6,D. Brees QB - NO ,9.28,I. Crowell RB - NYJ ,10.70,J. Mixon RB - CIN ,9.50,E. Sanders WR - DEN ,1.90,T. Boyd WR - CIN ,9.70,J. Smith TE - TEN ,2.90,D. Hopkins WR - HOU ,9.10,K. Fairbairn K - HOU ,19.00,Packers DEF ,3.00,L. Collins DB - NYG ,4.50,T. Riddick RB - DET ,5.80,A. Robinson WR - CHI ,7.90,T. Burton TE - CHI ,0.00,T. Williams WR - LAC ,1.40,K. Hunt RB ,0.00,Jaguars DEF ,17.00,79.58,Steven,124.16
Jackson ,1,D. Watson QB - HOU ,15.96,D. Johnson RB - ARI ,7.20,P. Barber RB - TB ,8.50,J. Jones WR - ATL ,1.80,D. Adams WR - GB ,15.30,G. Olsen TE - CAR ,1.30,J. Adams RB - PHI ,9.00,G. Zuerlein K - LA ,12.00,Bears DEF ,5.00,B. Wagner LB - SEA ,26.00,D. Jackson WR - TB ,0.00,L. Blount RB - DET ,6.10,G. Tate WR - PHI ,16.50,D. Lewis RB - TEN ,5.40,C. Thompson RB - WAS ,4.10,M. Davis RB - SEA ,1.00,102.06,Aaron,98.22
Kevin,2,B. Roethlisberger QB - PIT ,17.24,A. Jones RB - GB ,11.20,S. Barkley RB - NYG ,14.60,T. Hilton WR - IND ,7.70,R. Woods WR - LA ,13.80,Z. Ertz TE - PHI ,8.30,C. Carson RB - SEA ,10.80,M. Bryant K - ATL ,4.00,Patriots DEF ,10.00,M. Foster LB - WAS ,5.00,M. Ryan QB - ATL ,7.64,A. Peterson RB - WAS ,15.80,J. Gordon WR - NE ,11.80,J. Reed TE - WAS ,2.10,S. Shepard WR - NYG ,2.80,C. Davis WR - TEN ,11.40,102.64,Liam WHYTE,91.40
