Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,DP,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Liam,6,P. Mahomes QB - KC ,20.06,L. Fournette RB - JAX ,22.90,N. Chubb RB - CLE ,33.90,J. Landry WR - CLE ,2.20,O. Beckham WR - NYG ,19.30,T. Kelce TE - KC ,4.60,T. Coleman RB - ATL ,6.30,H. Butker K - KC ,9.00,Rams DEF ,5.00,D. Leonard LB - IND ,7.00,D. Martin RB - LV ,9.20,S. Watkins WR - KC ,0.00,S. Diggs WR - MIN ,0.00,O. Howard TE - TB ,1.50,E. Engram TE - NYG ,4.60,T. Cohen RB - CHI ,10.40,130.26,Steven,132.92
Liam WHYTE,7,C. Newton QB - CAR ,14.72,J. Conner RB - PIT ,13.30,M. Mack RB - IND ,5.80,M. Jones WR - DET ,5.50,T. Hill WR - KC ,25.70,R. Gronkowski TE - NE ,0.00,M. Breida RB - SF ,25.20,M. Crosby K - GB ,7.00,Jets DEF ,-3.00,K. Alonso LB - MIA ,4.00,L. McCoy RB - BUF ,23.80,D. Bryant WR - NO ,0.00,A. Jeffery WR - PHI ,4.80,D. Henry RB - TEN ,17.80,D. Cook RB - MIN ,0.00,Ravens DEF ,0.00,98.22,Oliver,106.10
Adam,5,R. Fitzpatrick QB - TB ,15.74,M. Gordon RB - LAC ,22.50,S. Michel RB - NE ,3.10,A. Brown WR - PIT ,15.60,M. Thomas WR - NO ,19.00,J. Doyle TE - IND ,3.60,D. Funchess WR - CAR ,3.20,W. Lutz K - NO ,16.00,Chiefs DEF ,10.00,L. Vander Esch LB - DAL ,16.00,J. Cook TE - LV ,5.20,M. Ingram RB - NO ,22.20,L. Fitzgerald WR - ARI ,5.00,K. Cousins QB - MIN ,0.00,T. Yeldon RB - JAX ,6.30,Vikings DEF ,0.00,124.74,Jackson ,132.22
Steven,9,P. Rivers QB - LAC ,15.02,F. Gore RB - MIA ,10.20,E. Elliott RB - DAL ,30.70,K. Allen WR - LAC ,12.70,C. Kupp WR - LA ,3.90,E. Ebron TE - IND ,25.10,K. Drake RB - MIA ,3.80,J. Elliott K - PHI ,10.00,Steelers DEF ,15.00,L. Kuechly LB - CAR ,6.50,D. Thomas WR - HOU ,0.00,R. Wilson QB - SEA ,26.24,J. Howard RB - CHI ,3.20,K. Johnson RB - DET ,18.90,J. Tucker K - BAL ,0.00,Broncos DEF ,0.00,132.92,Liam,130.26
Oliver,3,C. Wentz QB - PHI ,21.10,A. Kamara RB - NO ,22.20,N. Hines RB - IND ,2.20,T. Lockett WR - SEA ,14.50,C. Ridley WR - ATL ,6.00,G. Kittle TE - SF ,8.30,K. Golladay WR - DET ,16.80,S. Gostkowski K - NE ,6.00,Falcons DEF ,1.00,C. Littleton LB - LA ,8.00,M. Lynch RB - LV ,0.00,L. Murray RB - MIN ,0.00,A. Thielen WR - MIN ,0.00,D. Njoku TE - CLE ,1.80,M. Trubisky QB - CHI ,36.00,P. Lindsay RB - DEN ,0.00,106.10,Liam WHYTE,98.22
Aaron,8,A. Luck QB - IND ,21.20,T. Gurley RB - LA ,22.00,C. McCaffrey RB - CAR ,33.80,M. Evans WR - TB ,5.10,B. Cooks WR - LA ,16.90,C. Herndon TE - NYJ ,3.90,A. Cooper WR - DAL ,7.50,R. Succop K - TEN ,10.00,Saints DEF ,9.00,A. Williamson LB - NYJ ,11.00,K. Rudolph TE - MIN ,0.00,T. Brady QB - NE ,10.76,J. Brown WR - BAL ,0.00,N. Agholor WR - PHI ,8.30,A. Ekeler RB - LAC ,6.90,R. Freeman RB - DEN ,0.00,140.40,Kevin,152.52
Kevin,10,J. Goff QB - LA ,21.02,J. White RB - NE ,2.60,W. Smallwood RB - PHI ,3.40,J. Edelman WR - NE ,10.64,J. Smith-Schuster WR - PIT ,16.30,J. Graham TE - GB ,1.40,D. Baldwin WR - SEA ,3.90,C. Parkey K - CHI ,2.00,Chargers DEF ,13.00,D. James DB - LAC ,8.00,A. Green WR - CIN ,0.00,A. Rodgers QB - GB ,18.06,L. Miller RB - HOU ,0.00,A. Collins RB - BAL ,0.00,D. Foreman RB - HOU ,0.00,Eagles DEF ,4.00,82.26,Todd,88.30
Todd,4,D. Brees QB - NO ,28.90,K. Hunt RB ,9.60,J. Mixon RB - CIN ,9.50,T. Williams WR - LAC ,4.60,T. Boyd WR - CIN ,6.50,T. Burton TE - CHI ,6.00,I. Crowell RB - NYJ ,9.70,M. Badgley K - LAC ,8.00,Jaguars DEF ,1.00,J. Smith LB - DAL ,4.50,E. Sanders WR - DEN ,0.00,A. Dalton QB - CIN ,6.92,D. Hopkins WR - HOU ,0.00,A. Robinson WR - CHI ,25.30,D. Bailey K - MIN ,0.00,L. Collins DB - NYG ,8.00,88.30,Kevin,82.26
Jackson ,1,A. Smith QB - WAS ,12.72,D. Lewis RB - TEN ,6.80,D. Johnson RB - ARI ,31.30,J. Jones WR - ATL ,16.70,D. Adams WR - GB ,17.70,G. Olsen TE - CAR ,4.00,M. Davis RB - SEA ,14.00,G. Zuerlein K - LA ,12.00,Bears DEF ,12.00,J. Hicks LB - PHI ,5.00,D. Jackson WR - TB ,6.70,G. Tate WR - PHI ,1.90,C. Thompson RB - WAS ,0.00,L. Bell RB - PIT ,0.00,P. Barber RB - TB ,6.60,D. Watson QB - HOU ,0.00,132.22,Adam,124.74
Kevin,2,B. Roethlisberger QB - PIT ,37.82,A. Peterson RB - WAS ,6.90,A. Jones RB - GB ,29.20,R. Woods WR - LA ,10.60,C. Davis WR - TEN ,18.50,Z. Ertz TE - PHI ,26.50,S. Barkley RB - NYG ,10.00,C. Catanzaro K - CAR ,3.00,Patriots DEF ,1.00,M. Foster LB - WAS ,9.00,M. Ryan QB - ATL ,22.50,T. Hilton WR - IND ,7.70,J. Gordon WR - NE ,8.10,J. Reed TE - WAS ,5.10,S. Shepard WR - NYG ,9.60,C. Carson RB - SEA ,0.00,152.52,Aaron,140.40
