Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,DP,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Liam,6,M. Ryan QB - ATL ,9.64,P. Lindsay RB - DEN ,6.80,K. Ballage RB - MIA ,2.60,W. Fuller WR - HOU ,14.00,D. Samuel WR - SF ,11.00,G. Kittle TE - SF ,18.90,N. Hines RB - IND ,6.10,J. Lambo K - JAX ,8.00,Raiders DEF ,2.00,L. David LB - TB ,8.50,S. Watkins WR - KC ,0.00,D. Johnson RB - ARI ,0.00,A. Hooper TE - ATL ,0.00,M. Mack RB - IND ,0.00,J. Smith-Schuster WR - PIT ,0.00,K. Murray QB - ARI ,0.00,87.54,Liam WHYTE,107.48
Liam WHYTE,5,D. Carr QB - LV ,4.18,J. Mixon RB - CIN ,7.90,S. Barkley RB - NYG ,6.00,D. Adams WR - GB ,12.30,D. Moore WR - CAR ,25.40,Z. Ertz TE - PHI ,15.10,D. Parker WR - MIA ,9.10,M. Prater K - DET ,10.00,49ers DEF ,11.00,L. Kuechly LB - CAR ,6.50,C. Wentz QB - PHI ,11.94,T. Boyd WR - CIN ,14.10,D. Cook RB - MIN ,0.00,C. Samuel WR - CAR ,4.90,D. Jones QB - NYG ,14.70,H. Butker K - KC ,0.00,107.48,Liam,87.54
Adam,4,L. Jackson QB - BAL ,38.26,J. Williams RB - IND ,18.10,B. Scarbrough RB - DET ,7.80,A. Robinson WR - CHI ,19.10,C. Godwin WR - TB ,30.40,G. Olsen TE - CAR ,4.40,D. Hopkins WR - HOU ,21.40,A. Seibert K - CLE ,11.00,Ravens DEF ,13.00,D. White LB - TB ,11.50,D. Fells TE - HOU ,2.40,D. Johnson RB - HOU ,3.00,S. Diggs WR - MIN ,0.00,B. Hill RB - ATL ,2.70,A. Ekeler RB - LAC ,0.00,M. Brown WR - BAL ,16.20,174.96,Steven,101.92
Steven,10,J. Garoppolo QB - SF ,18.22,T. Coleman RB - SF ,12.90,E. Elliott RB - DAL ,12.60,J. Landry WR - CLE ,26.80,C. Kupp WR - LA ,4.50,V. McDonald TE - PIT ,0.10,G. Tate WR - NYG ,9.30,J. Sanders K - MIA ,6.00,Lions DEF ,8.00,R. Smith LB - CHI ,3.50,E. Sanders WR - SF ,1.50,K. Allen WR - LAC ,0.00,C. Hyde RB - HOU ,7.70,M. Gordon RB - LAC ,0.00,T. Hill WR - KC ,0.00,Vikings DEF ,0.00,101.92,Adam,174.96
Oliver,8,J. Brissett QB - IND ,13.16,D. Henry RB - TEN ,28.50,K. Hunt RB - CLE ,10.60,J. Edelman WR - NE ,9.30,T. Lockett WR - SEA ,3.80,J. Cook TE - NO ,15.90,R. Cobb WR - DAL ,10.60,G. Zuerlein K - LA ,6.00,Bears DEF ,4.00,C. Littleton LB - LA ,8.00,D. Prescott QB - DAL ,6.88,J. McKissic RB - DET ,2.00,A. Tate WR - CIN ,1.00,T. Pollard RB - DAL ,2.80,-,-,-,-,109.86,Kevin,70.30
Aaron,2,B. Mayfield QB - CLE ,27.58,C. McCaffrey RB - CAR ,25.30,D. Singletary RB - BUF ,11.40,C. Ridley WR - ATL ,17.00,D. Metcalf WR - SEA ,3.50,J. Hollister TE - SEA ,2.20,M. Ingram RB - BAL ,23.80,M. Gay K - TB ,5.00,Steelers DEF ,12.00,J. Schobert LB - CLE ,15.00,A. Thielen WR - MIN ,0.00,O. Beckham WR - CLE ,14.40,J. Crowder WR - NYJ ,1.80,J. Howard RB - PHI ,0.00,P. Mahomes QB - KC ,0.00,M. Gallup WR - DAL ,5.50,142.78,Kevin,66.06
Kevin,7,R. Wilson QB - SEA ,10.50,A. Kamara RB - NO ,10.20,A. Jones RB - GB ,3.80,M. Evans WR - TB ,6.00,K. Golladay WR - DET ,6.10,M. Andrews TE - BAL ,4.50,R. Woods WR - LA ,9.70,J. Tucker K - BAL ,9.00,Panthers DEF ,3.00,B. Martinez LB - GB ,7.50,A. Green WR - CIN ,0.00,J. Goff QB - LA ,4.38,J. Williams RB - GB ,9.00,M. Breida RB - SF ,0.00,D. Guice RB - WAS ,3.80,B. Baker DB - ARI ,0.00,70.30,Oliver,109.86
Todd,3,D. Watson QB - HOU ,20.92,T. Gurley RB - LA ,1.90,C. Carson RB - SEA ,7.70,J. Brown WR - BUF ,9.90,D. Chark WR - JAX ,5.80,R. Griffin TE - NYJ ,7.30,A. Cooper WR - DAL ,1.00,W. Lutz K - NO ,10.00,Rams DEF ,-1.00,B. Wagner LB - SEA ,6.00,A. Peterson RB - WAS ,4.90,K. Cousins QB - MIN ,0.00,T. Kelce TE - KC ,0.00,J. Conner RB - PIT ,0.00,R. Jones RB - TB ,12.70,T. McLaurin WR - WAS ,7.20,69.52,Jackson ,113.14
Jackson ,1,D. Brees QB - NO ,22.44,L. Bell RB - NYJ ,10.80,L. Fournette RB - JAX ,27.90,M. Jones WR - DET ,5.60,M. Thomas WR - NO ,16.10,D. Waller TE - LV ,4.10,J. Samuels RB - PIT ,3.20,C. Boswell K - PIT ,10.00,Patriots DEF ,6.00,D. Leonard LB - IND ,7.00,T. Hilton WR - IND ,1.80,L. Murray RB - NO ,12.40,J. White RB - NE ,-0.10,R. Freeman RB - DEN ,2.90,S. Michel RB - NE ,8.50,M. Sanders RB - PHI ,8.60,113.14,Todd,69.52
Kevin,9,A. Rodgers QB - GB ,9.46,N. Chubb RB - CLE ,22.40,J. Jacobs RB - LV ,3.60,J. Jones WR - ATL ,6.80,C. Sutton WR - DEN ,2.70,O. Howard TE - TB ,1.00,D. Montgomery RB - CHI ,4.10,D. Carlson K - LV ,3.00,Saints DEF ,5.00,J. Smith LB - DAL ,8.00,A. Jeffery WR - PHI ,0.00,D. Williams RB - KC ,0.00,T. Williams WR - LV ,1.80,H. Henry TE - LAC ,0.00,J. Allen QB - BUF ,19.00,J. Myers K - SEA ,5.00,66.06,Aaron,142.78
