Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,DP,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Liam,9,B. Mayfield QB - CLE ,11.70,D. Johnson RB - ARI ,12.50,M. Mack RB - IND ,14.80,W. Fuller WR - HOU ,5.10,J. Smith-Schuster WR - PIT ,15.10,G. Kittle TE - SF ,7.70,P. Lindsay RB - DEN ,25.00,J. Elliott K - PHI ,6.00,Panthers DEF ,13.00,J. Schobert LB - CLE ,7.50,A. Green WR - CIN ,0.00,C. Hyde RB - HOU ,7.90,D. Westbrook WR - JAX ,5.00,T. Cohen RB - CHI ,2.40,M. Breida RB - SF ,8.80,T. Hockenson TE - DET ,0.10,118.40,Jackson ,111.52
Liam WHYTE,4,C. Wentz QB - PHI ,23.66,D. Henry RB - TEN ,10.60,S. Barkley RB - NYG ,3.70,T. Hilton WR - IND ,12.50,T. Boyd WR - CIN ,7.80,Z. Ertz TE - PHI ,6.40,D. Cook RB - MIN ,20.30,H. Butker K - KC ,9.00,Bills DEF ,11.00,L. Kuechly LB - CAR ,9.00,D. Jackson WR - PHI ,0.00,D. Johnson RB - HOU ,2.40,A. Miller WR - CHI ,1.50,D. Moore WR - CAR ,12.40,M. Valdes-Scantling WR - GB ,15.90,D. Goedert TE - PHI ,0.00,113.96,Kevin,162.44
Adam,8,L. Jackson QB - BAL ,21.28,P. Barber RB - TB ,5.50,A. Ekeler RB - LAC ,8.10,D. Hopkins WR - HOU ,6.70,M. Brown WR - BAL ,4.90,V. McDonald TE - PIT ,1.00,C. Godwin WR - TB ,5.00,R. Gould K - SF ,6.00,Ravens DEF ,0.00,J. Hicks LB - ARI ,8.00,D. Walker TE - TEN ,6.40,J. Gordon WR - SEA ,8.40,D. Williams RB - KC ,0.00,S. Diggs WR - MIN ,1.50,I. Smith RB - ATL ,0.00,R. Penny RB - SEA ,0.00,66.48,Steven,145.36
Steven,5,M. Ryan QB - ATL ,22.46,C. Thompson RB - WAS ,10.80,E. Elliott RB - DAL ,13.90,E. Sanders WR - SF ,1.00,K. Allen WR - LAC ,30.60,G. Olsen TE - CAR ,19.50,C. Kupp WR - LA ,23.10,S. Hauschka K - BUF ,7.00,Vikings DEF ,7.00,D. Jones LB - ATL ,10.00,M. Jones WR - DET ,16.10,J. Landry WR - CLE ,6.20,T. Coleman RB - SF ,0.00,M. Gordon RB - LAC ,0.00,T. Hill WR - KC ,0.00,K. Murray QB - ARI ,18.82,145.36,Adam,66.48
Oliver,7,D. Prescott QB - DAL ,22.54,J. Mixon RB - CIN ,15.40,S. Michel RB - NE ,7.10,T. Lockett WR - SEA ,21.40,J. Ross WR - CIN ,0.20,E. Engram TE - NYG ,17.30,L. Fitzgerald WR - ARI ,9.60,G. Zuerlein K - LA ,10.00,Bears DEF ,21.00,C. Littleton LB - LA ,5.50,L. McCoy RB - KC ,20.00,D. Adams WR - GB ,5.60,B. Cooks WR - LA ,13.00,D. Freeman RB - ATL ,9.50,M. Brown RB - LA ,0.70,-,-,130.04,Kevin,93.80
Aaron,1,P. Mahomes QB - KC ,29.86,M. Ingram RB - BAL ,31.50,C. McCaffrey RB - CAR ,24.80,A. Thielen WR - MIN ,17.60,O. Beckham WR - CLE ,5.60,J. Witten TE - DAL ,5.40,R. Mostert RB - SF ,7.90,J. Slye K - CAR ,8.00,Titans DEF ,1.00,R. Smith LB - CHI ,4.00,A. Robinson WR - CHI ,6.00,N. Agholor WR - PHI ,15.00,C. Ridley WR - ATL ,0.60,M. Sanders RB - PHI ,10.60,D. Singletary RB - BUF ,0.00,-,-,135.66,Todd,92.34
Kevin,2,R. Wilson QB - SEA ,41.34,A. Kamara RB - NO ,28.10,A. Jones RB - GB ,14.30,S. Watkins WR - KC ,6.40,M. Evans WR - TB ,37.00,M. Andrews TE - BAL ,1.50,R. Woods WR - LA ,5.80,J. Tucker K - BAL ,4.00,Packers DEF ,13.00,B. Martinez LB - GB ,11.00,J. White RB - NE ,0.00,K. Drake RB - ARI ,5.20,J. Goff QB - LA ,14.12,D. Robinson WR - KC ,10.30,K. Golladay WR - DET ,1.70,Chargers DEF ,4.00,162.44,Liam WHYTE,113.96
Todd,6,T. Brady QB - NE ,20.14,J. Conner RB - PIT ,3.70,C. Carson RB - SEA ,3.00,J. Brown WR - BUF ,5.50,A. Cooper WR - DAL ,20.80,T. Kelce TE - KC ,8.90,T. Gurley RB - LA ,5.30,K. Fairbairn K - HOU ,3.00,Rams DEF ,9.00,B. Wagner LB - SEA ,13.00,R. Burkhead RB - NE ,12.90,D. Watson QB - HOU ,27.84,C. Kirk WR - ARI ,5.90,T. McLaurin WR - WAS ,13.00,D. Metcalf WR - SEA ,6.70,D. Samuel WR - SF ,4.40,92.34,Aaron,135.66
Jackson ,3,J. Allen QB - BUF ,20.32,L. Bell RB - NYJ ,6.30,K. Johnson RB - DET ,10.30,J. Edelman WR - NE ,12.20,M. Thomas WR - NO ,11.40,D. Waller TE - LV ,14.10,F. Gore RB - BUF ,14.90,W. Lutz K - NO ,3.00,Patriots DEF ,14.00,L. Vander Esch LB - DAL ,5.00,A. Peterson RB - WAS ,3.40,L. Murray RB - NO ,0.20,L. Fournette RB - JAX ,9.20,M. Williams WR - LAC ,4.50,R. Freeman RB - DEN ,7.30,N. Hines RB - IND ,2.90,111.52,Liam,118.40
Kevin,10,A. Rodgers QB - GB ,13.30,N. Chubb RB - CLE ,13.10,J. Jacobs RB - LV ,4.40,J. Jones WR - ATL ,18.80,T. Williams WR - LV ,8.90,J. Cook TE - NO ,0.70,D. Montgomery RB - CHI ,8.10,S. Gostkowski K - NE ,6.00,Saints DEF ,14.00,P. Onwuasor LB - BAL ,6.50,D. Brees QB - NO ,0.00,A. Brown WR ,0.00,A. Jeffery WR - PHI ,0.00,J. Garoppolo QB - SF ,9.38,K. Hunt RB - CLE ,0.00,D. Henderson RB - LA ,0.00,93.80,Oliver,130.04
