Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,DP,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Liam,7,K. Murray QB - ARI ,26.76,D. Johnson RB - ARI ,0.00,M. Mack RB - IND ,10.20,J. Smith-Schuster WR - PIT ,7.40,A. Brown WR - TEN ,1.70,A. Hooper TE - ATL ,7.70,S. Watkins WR - KC ,5.10,A. Rosas K - NYG ,1.00,Cardinals DEF ,9.00,J. Hicks LB - ARI ,13.00,K. Drake RB - ARI ,4.10,W. Fuller WR - HOU ,0.00,G. Kittle TE - SF ,0.00,P. Lindsay RB - DEN ,0.00,K. Ballage RB - MIA ,4.50,M. Sanders RB - PHI ,0.00,81.86,Todd,135.22
Liam WHYTE,5,D. Jones QB - NYG ,32.32,D. Cook RB - MIN ,24.30,S. Barkley RB - NYG ,6.10,D. Adams WR - GB ,11.80,D. Moore WR - CAR ,12.00,T. Hockenson TE - DET ,4.70,G. Tate WR - NYG ,19.50,H. Butker K - KC ,14.00,49ers DEF ,19.00,L. Kuechly LB - CAR ,2.50,Z. Ertz TE - PHI ,0.00,D. Parker WR - MIA ,6.90,C. Wentz QB - PHI ,0.00,T. Boyd WR - CIN ,6.20,J. Mixon RB - CIN ,15.10,C. Samuel WR - CAR ,9.50,146.22,Kevin,112.48
Adam,9,L. Jackson QB - BAL ,33.42,F. Gore RB - BUF ,1.60,A. Ekeler RB - LAC ,10.80,A. Robinson WR - CHI ,8.60,C. Godwin WR - TB ,9.40,G. Olsen TE - CAR ,9.80,S. Diggs WR - MIN ,4.90,M. Gay K - TB ,12.00,Ravens DEF ,24.00,J. Smith LB - DAL ,10.00,M. Sanu WR - NE ,0.00,D. Hopkins WR - HOU ,0.00,D. Fells TE - HOU ,0.00,D. Johnson RB - HOU ,0.00,M. Brown WR - BAL ,14.00,J. Collins LB - NE ,0.00,124.52,Jackson ,86.08
Steven,8,J. Garoppolo QB - SF ,10.02,M. Gordon RB - LAC ,19.30,E. Elliott RB - DAL ,6.30,T. Hill WR - KC ,22.00,C. Kupp WR - LA ,0.00,M. Gesicki TE - MIA ,1.80,K. Allen WR - LAC ,9.60,M. Crosby K - GB ,6.00,Chiefs DEF ,5.00,D. Jones LB - ATL ,3.50,E. Sanders WR - SF ,2.40,J. Landry WR - CLE ,15.70,C. Hyde RB - HOU ,0.00,T. Coleman RB - SF ,7.20,Vikings DEF ,3.00,R. Smith LB - CHI ,9.00,83.52,Kevin,85.12
Oliver,6,D. Prescott QB - DAL ,25.88,D. Freeman RB - ATL ,4.80,D. Henry RB - TEN ,31.10,L. Fitzgerald WR - ARI ,7.10,T. Lockett WR - SEA ,2.90,J. Cook TE - NO ,7.40,J. McKissic RB - DET ,5.50,A. Vinatieri K - IND ,6.00,Bears DEF ,8.00,C. Littleton LB - LA ,15.00,J. Edelman WR - NE ,0.00,C. Conley WR - JAX ,0.00,E. Engram TE - NYG ,0.00,K. Hunt RB - CLE ,7.40,T. Pollard RB - DAL ,-0.40,G. Zuerlein K - LA ,4.00,113.68,Aaron,124.34
Aaron,3,P. Mahomes QB - KC ,29.84,C. McCaffrey RB - CAR ,20.10,D. Singletary RB - BUF ,5.00,Z. Pascal WR - IND ,3.60,M. Gallup WR - DAL ,13.60,G. Everett TE - LA ,6.80,M. Ingram RB - BAL ,9.40,J. Slye K - CAR ,6.00,Steelers DEF ,25.00,E. Kendricks LB - MIN ,5.00,M. Stafford QB - DET ,0.00,A. Thielen WR - MIN ,0.00,O. Beckham WR - CLE ,5.70,J. Howard RB - PHI ,0.00,C. Ridley WR - ATL ,4.70,D. Metcalf WR - SEA ,5.00,124.34,Oliver,113.68
Kevin,4,R. Wilson QB - SEA ,16.58,A. Kamara RB - NO ,7.40,A. Jones RB - GB ,27.30,M. Evans WR - TB ,8.20,K. Golladay WR - DET ,11.70,M. Andrews TE - BAL ,17.30,M. Breida RB - SF ,2.50,J. Tucker K - BAL ,7.00,Colts DEF ,8.00,B. Martinez LB - GB ,6.50,M. Ryan QB - ATL ,14.58,A. Green WR - CIN ,0.00,R. Woods WR - LA ,10.50,J. Goff QB - LA ,3.72,J. Williams RB - GB ,6.30,Packers DEF ,8.00,112.48,Liam WHYTE,146.22
Todd,1,J. Winston QB - TB ,18.32,C. Carson RB - SEA ,16.10,R. Jones RB - TB ,14.60,J. Brown WR - BUF ,7.70,A. Cooper WR - DAL ,20.70,T. Kelce TE - KC ,13.50,T. Gurley RB - LA ,7.30,W. Lutz K - NO ,9.00,Rams DEF ,19.00,B. Wagner LB - SEA ,9.00,T. Brady QB - NE ,0.00,A. Peterson RB - WAS ,0.00,J. Conner RB - PIT ,0.00,D. Watson QB - HOU ,0.00,D. Chark WR - JAX ,0.00,T. McLaurin WR - WAS ,0.00,135.22,Liam,81.86
Jackson ,2,D. Brees QB - NO ,11.48,L. Bell RB - NYJ ,12.80,J. Samuels RB - PIT ,4.00,M. Jones WR - DET ,7.70,M. Thomas WR - NO ,15.20,D. Waller TE - LV ,4.00,T. Johnson RB - DET ,1.90,C. Boswell K - PIT ,5.00,Giants DEF ,1.00,D. Leonard LB - IND ,23.00,T. Hilton WR - IND ,0.00,L. Murray RB - NO ,1.90,L. Fournette RB - JAX ,0.00,R. Freeman RB - DEN ,0.00,S. Michel RB - NE ,0.00,Patriots DEF ,0.00,86.08,Adam,124.52
Kevin,10,A. Rodgers QB - GB ,10.02,N. Chubb RB - CLE ,12.10,J. Jacobs RB - LV ,16.10,J. Jones WR - ATL ,7.90,T. Williams WR - LV ,2.50,H. Henry TE - LAC ,10.00,D. Montgomery RB - CHI ,6.00,J. Myers K - SEA ,9.00,Saints DEF ,3.00,T. Edmunds LB - BUF ,8.50,A. Brown WR ,0.00,A. Jeffery WR - PHI ,0.00,D. Williams RB - KC ,8.90,C. Sutton WR - DEN ,0.00,M. Walton RB ,0.00,Seahawks DEF ,18.00,85.12,Steven,83.52
