Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,DP,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Liam,4,J. Fields QB - NYJ ,23.70,D. Montgomery RB - DET ,20.00,J. Gibbs RB - DET ,9.10,M. Evans WR - TB ,3.40,A. Brown WR - PHI ,17.60,B. Bowers TE - LV ,7.10,R. Dowdle RB - CAR ,5.50,J. Bates K - DET ,18.00,Seahawks DEF ,2.00,E. Speed LB - HOU ,5.00,R. Mostert RB - LV ,0.00,T. Johnson RB - BUF ,3.40,D. Metcalf WR - PIT ,4.80,M. Pittman WR - IND ,9.50,K. Pitts TE - ATL ,7.00,Z. Charbonnet RB - SEA ,3.50,111.40,Liam WHYTE,78.66
Liam WHYTE,8,K. Murray QB - ARI ,11.96,J. Williams RB - DAL ,1.60,J. Cook RB - BUF ,0.00,J. Williams WR - DET ,14.70,G. Wilson WR - NYJ ,16.70,M. Andrews TE - BAL ,12.60,K. Coleman WR - BUF ,2.60,T. Bass K - BUF ,5.00,Eagles DEF ,6.00,T. Edwards LB - CHI ,7.50,A. Rodgers QB - NYJ ,19.76,E. Elliott RB - LAC ,1.70,C. Kupp WR - SEA ,0.00,A. Ekeler RB - WAS ,6.80,C. Akers RB - MIN ,-0.10,J. Jefferson WR - MIN ,0.00,78.66,Liam,111.40
Adam,7,J. Burrow QB - CIN ,19.82,A. Gibson RB - NE ,4.30,B. Hall RB - NYJ ,16.90,D. Samuel WR - WAS ,17.70,C. Olave WR - NO Q ,-1.50,S. LaPorta TE - DET ,11.20,D. Moore WR - CHI ,2.00,J. Tucker K - BAL ,12.00,Bills DEF ,6.00,F. Warner LB - SF ,11.50,J. Goff QB - DET ,25.10,C. Kirk WR - HOU Q ,4.90,A. Lazard WR - NYJ ,17.40,D. Singletary RB - NYG ,0.00,Z. White RB - LV ,0.00,D. Wicks WR - GB ,0.90,99.92,Todd,103.80
Steven,3,C. Stroud QB - HOU ,20.38,D. Henry RB - BAL ,25.20,A. Kamara RB - NO Q ,12.40,J. Chase WR - CIN ,7.20,B. Thomas WR - JAX ,2.70,T. Kraft TE - GB ,1.50,C. Sutton WR - DEN ,11.30,B. Aubrey K - DAL Q ,11.00,Texans DEF ,12.00,Z. Franklin LB - IND ,9.00,D. Hopkins WR - BAL ,5.40,T. Kelce TE - KC ,0.00,C. Ridley WR - TEN ,0.90,J. Waddle WR - MIA ,0.00,J. Wright RB - MIA ,0.00,Dolphins DEF ,0.00,112.68,Aaron,64.62
Oliver,1,G. Smith QB - LV ,12.48,K. Walker RB - SEA Q ,12.90,J. Mason RB - MIN Q ,8.20,T. Higgins WR - CIN ,7.70,C. Lamb WR - DAL ,9.10,C. Kmet TE - CHI ,19.00,J. Jacobs RB - GB ,9.00,B. Grupe K - NO ,9.00,Broncos DEF ,3.00,R. Spillane LB - NE ,7.50,N. Chubb RB - CLE Q ,0.00,A. Pierce WR - IND ,0.00,T. Dell WR - HOU Q ,11.70,A. Richardson QB - IND Q ,0.00,D. Achane RB - MIA ,0.00,M. Nabers WR - NYG ,0.00,97.88,Jackson ,97.62
Aaron,6,J. Love QB - GB ,25.62,J. Conner RB - ARI Q ,2.60,T. Etienne RB - JAX ,-0.10,D. Smith WR - PHI ,12.40,M. Harrison WR - ARI ,0.00,J. Ferguson TE - DAL ,1.10,Z. Moss RB - CIN Q ,-0.50,C. McLaughlin K - TB ,9.00,Bears DEF ,9.00,D. Williams LB - BUF ,5.50,A. Cooper WR - BUF ,4.20,C. McCaffrey RB - SF ,0.00,B. Mayfield QB - TB ,25.90,R. Stevenson RB - NE ,0.00,B. Irving RB - TB ,17.50,Vikings DEF ,0.00,64.62,Steven,112.68
Kevin,10,D. Prescott QB - DAL Q ,3.22,T. Pollard RB - TEN ,14.80,C. Hubbard RB - CAR ,10.30,D. Johnson WR - CLE ,13.80,G. Pickens WR - DAL ,5.30,G. Kittle TE - SF ,17.80,D. Swift RB - CHI ,17.90,B. Narveson K ,10.00,Packers DEF ,10.00,Q. Williams LB - NYJ ,4.00,T. Hill WR - MIA Q ,0.00,P. Mahomes QB - KC ,0.00,A. Mattison RB - MIA ,13.00,I. Likely TE - BAL ,2.70,T. Bigsby RB - JAX ,2.40,X. Worthy WR - KC ,0.00,107.12,Kevin,124.96
Todd,5,J. Allen QB - BUF ,24.40,N. Harris RB - LAC ,18.20,T. Sermon RB - PIT ,3.90,T. McLaurin WR - WAS ,17.30,B. Aiyuk WR - SF Q ,3.70,D. Kincaid TE - BUF ,5.10,A. St. Brown WR - DET ,9.70,Y. Koo K - ATL Q ,12.00,Ravens DEF ,3.00,N. Cross DB - IND ,6.50,C. Godwin WR - TB Q ,24.50,A. Jones RB - MIN ,0.00,T. Hockenson TE - MIN ,0.00,K. Williams RB - LAR ,0.00,Z. Flowers WR - BAL Q ,13.40,J. Daniels QB - WAS ,20.96,103.80,Adam,99.92
Jackson ,2,L. Jackson QB - BAL ,21.92,S. Barkley RB - PHI ,5.40,J. Ford RB - CLE ,1.40,D. London WR - ATL ,13.40,J. Smith-Njigba WR - SEA ,5.30,D. Goedert TE - PHI ,0.00,J. Mixon RB - HOU ,25.20,K. Fairbairn K - HOU ,11.00,49ers DEF ,7.00,L. Wilson LB - CIN Q ,7.00,K. Hunt RB - KC ,0.00,J. Taylor RB - IND ,0.00,N. Collins WR - HOU ,0.00,I. Pacheco RB - KC ,0.00,W. Robinson WR - NYG ,5.00,B. Purdy QB - SF ,24.10,97.62,Oliver,97.88
Kevin,9,J. Hurts QB - PHI ,23.86,J. Dobbins RB - LAC ,16.20,B. Robinson RB - ATL ,22.50,S. Diggs WR - NE Q ,13.70,J. Reed WR - GB Q ,8.80,T. McBride TE - ARI ,9.60,R. Shaheed WR - NO Q ,9.30,E. McPherson K - CIN Q ,5.00,Steelers DEF ,11.00,H. To'oTo'o LB - HOU ,5.00,K. Cousins QB - ATL ,12.50,D. Adams WR - LAR ,0.00,B. Robinson RB - WAS ,0.00,C. Brown RB - CIN Q ,12.40,P. Nacua WR - LAR ,0.00,B. Allen RB - NYJ ,0.80,124.96,Kevin,107.12
