Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,DP,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Liam,2,T. Tagovailoa QB - MIA Q ,16.66,D. Montgomery RB - DET ,13.92,J. Gibbs RB - DET ,19.30,T. Lockett WR - TEN ,0.90,A. Brown WR - PHI ,8.40,B. Bowers TE - LV ,5.80,R. Mostert RB - LV ,15.00,J. Bates K - DET ,12.00,Chiefs DEF ,8.00,K. Elliss LB - ATL ,9.00,M. Evans WR - TB ,0.00,D. Metcalf WR - PIT ,0.00,R. Dowdle RB - CAR ,0.00,K. Pitts TE - ATL ,21.10,J. Fields QB - NYJ ,0.00,Z. Charbonnet RB - SEA ,8.40,108.98,Todd,104.82
Liam WHYTE,6,K. Murray QB - ARI ,24.18,J. Williams RB - DAL ,5.20,J. Cook RB - BUF ,25.30,J. Jefferson WR - MIN ,11.50,K. Coleman WR - BUF ,13.00,M. Andrews TE - BAL ,9.60,G. Wilson WR - NYJ ,11.30,T. Bass K - BUF ,7.00,Eagles DEF ,6.00,Z. Baun LB - PHI ,12.00,A. Rodgers QB - NYJ ,19.32,C. Kupp WR - SEA ,11.10,A. Ekeler RB - WAS ,5.80,C. Akers RB - MIN ,0.00,J. Williams WR - DET ,0.00,T. Edwards LB - CHI ,8.00,125.08,Oliver,106.88
Adam,9,J. Goff QB - DET ,17.50,B. Hall RB - NYJ ,8.90,R. White RB - TB ,10.70,D. Moore WR - CHI ,3.40,D. Samuel WR - WAS ,8.60,J. Ferguson TE - DAL ,4.30,C. Olave WR - NO Q ,10.70,J. Tucker K - BAL ,6.00,Bills DEF ,9.00,F. Warner LB - SF ,7.50,K. Allen WR - CHI ,3.90,A. Lazard WR - NYJ ,0.00,J. Burrow QB - CIN ,12.86,K. Shakir WR - BUF ,10.90,S. LaPorta TE - DET ,10.80,D. Wicks WR - GB ,1.10,86.60,Jackson ,126.26
Steven,4,C. Stroud QB - HOU ,12.40,D. Henry RB - BAL ,13.70,A. Kamara RB - NO Q ,12.20,J. Chase WR - CIN ,11.40,B. Thomas WR - JAX ,12.00,T. Kraft TE - GB ,13.80,J. Waddle WR - MIA ,4.50,B. Aubrey K - DAL Q ,6.00,Texans DEF ,10.00,Z. Franklin LB - IND ,9.50,D. Hopkins WR - BAL ,2.90,T. Kelce TE - KC ,15.00,C. Ridley WR - TEN ,12.60,C. Sutton WR - DEN ,9.12,J. Sanders K - MIA ,11.00,Dolphins DEF ,0.00,105.50,Kevin,109.14
Oliver,3,G. Smith QB - LV ,8.08,K. Walker RB - SEA Q ,9.50,D. Achane RB - MIA ,20.70,C. Lamb WR - DAL ,27.60,M. Nabers WR - NYG ,7.10,E. Engram TE - DEN Q ,9.60,J. Mason RB - MIN Q ,1.80,B. Grupe K - NO ,6.00,Broncos DEF ,7.00,R. Spillane LB - NE ,9.50,N. Chubb RB - CLE Q ,5.20,J. Jacobs RB - GB ,24.50,C. Kmet TE - CHI ,3.40,T. Higgins WR - CIN ,0.00,A. Richardson QB - IND Q ,13.50,J. McMillan WR - TB ,5.20,106.88,Liam WHYTE,125.08
Aaron,8,J. Love QB - GB ,5.74,J. Conner RB - ARI Q ,12.90,R. Stevenson RB - NE ,20.50,D. Smith WR - PHI ,14.50,M. Harrison WR - ARI ,17.10,H. Henry TE - NE Q ,4.50,A. Cooper WR - BUF ,0.30,C. McLaughlin K - TB ,8.00,Vikings DEF ,1.00,D. Williams LB - BUF ,1.50,C. McCaffrey RB - SF ,0.00,B. Mayfield QB - TB ,24.30,Z. Moss RB - CIN Q ,5.90,D. Mooney WR - ATL Q ,14.60,T. Etienne RB - JAX ,0.00,B. Irving RB - TB ,8.40,86.04,Kevin,108.28
Kevin,10,P. Mahomes QB - KC ,18.18,T. Pollard RB - TEN ,11.70,D. Swift RB - CHI ,18.90,T. Hill WR - MIA Q ,7.20,G. Pickens WR - DAL ,7.40,G. Kittle TE - SF ,18.80,C. Hubbard RB - CAR ,7.10,C. Dicker K - LAC ,8.00,Packers DEF ,5.00,B. Branch DB - DET ,6.00,D. Prescott QB - DAL Q ,13.62,D. Johnson WR - CLE ,0.00,A. Mattison RB - MIA ,4.40,I. Likely TE - BAL ,4.70,T. Bigsby RB - JAX ,8.60,X. Worthy WR - KC ,9.70,108.28,Aaron,86.04
Todd,5,J. Allen QB - BUF ,20.82,A. Jones RB - MIN ,9.50,K. Williams RB - LAR ,17.60,T. McLaurin WR - WAS ,12.50,A. St. Brown WR - DET ,6.70,D. Kincaid TE - BUF ,9.10,N. Harris RB - LAC ,13.10,Y. Koo K - ATL Q ,7.00,Ravens DEF ,3.00,N. Cross DB - IND ,5.50,D. Njoku TE - CLE Q ,12.10,T. Hockenson TE - MIN ,0.00,Z. Flowers WR - BAL Q ,11.50,T. Dell WR - HOU Q ,9.50,S. Tucker RB - TB ,1.50,J. Daniels QB - WAS ,22.24,104.82,Liam,108.98
Jackson ,1,L. Jackson QB - BAL ,24.16,S. Barkley RB - PHI ,11.10,J. Taylor RB - IND ,17.70,D. London WR - ATL ,3.40,J. Smith-Njigba WR - SEA ,6.90,C. Otton TE - TB ,20.10,J. Mixon RB - HOU ,20.40,K. Fairbairn K - HOU ,11.00,49ers DEF ,6.00,L. Wilson LB - CIN Q ,5.50,K. Hunt RB - KC ,12.30,D. Goedert TE - PHI ,0.00,N. Collins WR - HOU ,0.00,I. Pacheco RB - KC ,0.00,W. Robinson WR - NYG ,3.00,B. Purdy QB - SF ,26.00,126.26,Adam,86.60
Kevin,7,J. Hurts QB - PHI ,35.14,J. Dobbins RB - LAC ,12.80,B. Robinson RB - ATL ,16.60,D. Adams WR - LAR ,5.40,S. Diggs WR - NE Q ,7.70,T. McBride TE - ARI ,12.40,B. Robinson RB - WAS ,7.60,E. McPherson K - CIN Q ,5.00,--empty--,-,R. Smith LB - BAL ,6.50,K. Cousins QB - ATL ,28.64,R. Shaheed WR - NO Q ,0.00,C. Brown RB - CIN Q ,9.40,J. Reed WR - GB Q ,5.50,P. Nacua WR - LAR ,11.10,B. Allen RB - NYJ ,9.20,109.14,Steven,105.50
