Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,DP,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Liam,4,T. Tagovailoa QB - MIA Q ,9.18,D. Montgomery RB - DET ,13.60,J. Gibbs RB - DET ,11.80,A. Brown WR - PHI ,10.90,J. Addison WR - MIN ,2.90,K. Pitts TE - ATL ,5.50,R. Dowdle RB - CAR ,5.60,J. Bates K - DET ,12.00,Commanders DEF ,6.00,K. Elliss LB - ATL ,7.00,M. Evans WR - TB ,0.00,R. Mostert RB - LV ,3.40,D. Metcalf WR - PIT ,0.00,J. Fields QB - NYJ ,0.00,Z. Charbonnet RB - SEA ,0.00,B. Bowers TE - LV ,0.00,84.48,Liam WHYTE,134.34
Liam WHYTE,6,K. Murray QB - ARI ,30.74,J. Cook RB - BUF ,14.50,T. Tracy RB - NYG ,15.40,C. Kupp WR - SEA ,8.00,J. Jefferson WR - MIN ,4.80,M. Andrews TE - BAL ,12.80,G. Wilson WR - NYJ ,4.10,T. Bass K - BUF ,12.00,Eagles DEF ,20.00,Z. Baun LB - PHI ,12.00,A. Rodgers QB - NYJ ,4.04,A. Ekeler RB - WAS ,17.10,J. Williams RB - DAL ,0.70,J. Williams WR - DET ,6.30,K. Coleman WR - BUF ,0.00,J. Brooks RB - CAR PUP ,0.00,134.34,Liam,84.48
Adam,10,J. Burrow QB - CIN ,33.72,B. Hall RB - NYJ ,8.30,R. White RB - TB ,13.00,K. Shakir WR - BUF ,5.80,J. Downs WR - IND ,9.20,J. Ferguson TE - DAL ,0.40,D. Samuel WR - WAS ,7.60,J. Tucker K - BAL ,3.00,Bills DEF ,19.00,F. Oluokun LB - JAX ,11.50,K. Allen WR - CHI ,4.40,J. Goff QB - DET ,7.80,D. Moore WR - CHI ,2.70,C. Olave WR - NO Q ,0.00,S. LaPorta TE - DET ,14.60,T. Spears RB - TEN Q ,5.10,111.52,Kevin,111.64
Steven,3,J. Herbert QB - LAC ,19.76,D. Henry RB - BAL ,13.10,A. Kamara RB - NO Q ,10.90,J. Chase WR - CIN ,44.40,B. Thomas WR - JAX ,1.20,T. Kelce TE - KC ,12.40,D. Hopkins WR - BAL ,5.60,B. Aubrey K - DAL Q ,6.00,Bears DEF ,4.00,Z. Franklin LB - IND ,7.50,C. Ridley WR - TEN ,20.40,C. Sutton WR - DEN ,13.00,J. Waddle WR - MIA ,5.60,T. Kraft TE - GB ,0.00,C. Stroud QB - HOU ,9.78,J. Sanders K - MIA ,15.00,124.86,Kevin,118.98
Oliver,2,S. Darnold QB - SEA ,6.44,J. Warren RB - PIT ,7.50,D. Achane RB - MIA ,5.20,C. Lamb WR - DAL ,2.40,M. Nabers WR - NYG ,4.80,E. Engram TE - DEN Q ,4.00,R. Odunze WR - CHI ,2.30,C. Boswell K - PIT ,4.00,Broncos DEF ,5.00,T. Edwards LB - CHI ,12.50,G. Smith QB - LV ,0.00,N. Chubb RB - CLE Q ,0.00,J. Jacobs RB - GB ,0.00,T. Higgins WR - CIN ,0.00,K. Walker RB - SEA Q ,0.00,J. Mason RB - MIN Q ,0.50,54.14,Aaron,90.04
Aaron,8,B. Mayfield QB - TB ,12.94,J. Conner RB - ARI Q ,17.30,R. Stevenson RB - NE ,7.70,D. Mooney WR - ATL Q ,9.60,D. Smith WR - PHI ,1.40,H. Henry TE - NE Q ,1.40,C. McCaffrey RB - SF ,10.70,C. McLaughlin K - TB ,8.00,Vikings DEF ,13.00,D. Williams LB - BUF ,8.00,A. Cooper WR - BUF ,0.00,Z. Moss RB - CIN Q ,0.00,J. Love QB - GB ,0.00,T. Etienne RB - JAX ,4.30,M. Harrison WR - ARI ,11.40,B. Irving RB - TB ,16.70,90.04,Oliver,54.14
Kevin,9,P. Mahomes QB - KC ,16.54,D. Swift RB - CHI ,6.50,C. Hubbard RB - CAR ,20.90,T. Hill WR - MIA Q ,8.70,G. Pickens WR - DAL ,16.50,G. Kittle TE - SF ,11.70,T. Pollard RB - TEN ,6.30,C. Dicker K - LAC ,9.00,Steelers DEF ,5.00,B. Branch DB - DET ,10.50,D. Johnson WR - CLE ,0.60,A. Mattison RB - MIA ,0.00,I. Likely TE - BAL ,0.00,T. Bigsby RB - JAX ,0.40,X. Worthy WR - KC ,1.10,Packers DEF ,0.00,111.64,Adam,111.52
Todd,5,J. Allen QB - BUF ,18.20,A. Jones RB - MIN ,10.10,K. Williams RB - LAR ,6.20,T. McLaurin WR - WAS ,11.30,A. St. Brown WR - DET ,13.00,T. Hockenson TE - MIN ,7.20,N. Harris RB - LAC ,11.30,Y. Koo K - ATL Q ,5.00,Ravens DEF ,4.00,J. Hawkins DB - NE ,2.50,D. Njoku TE - CLE Q ,0.00,T. Allgeier RB - ATL ,6.40,R. Doubs WR - GB Q ,0.00,Z. Flowers WR - BAL Q ,3.40,D. Kincaid TE - BUF ,2.40,J. Daniels QB - WAS ,8.58,88.80,Jackson ,113.90
Jackson ,1,L. Jackson QB - BAL ,32.90,J. Mixon RB - HOU ,15.00,S. Barkley RB - PHI ,8.80,D. London WR - ATL ,12.70,T. Dell WR - HOU Q ,4.30,C. Otton TE - TB ,3.50,J. Taylor RB - IND ,13.20,K. Fairbairn K - HOU ,13.00,49ers DEF ,3.00,F. Warner LB - SF ,7.50,K. Hunt RB - KC ,10.00,D. Goedert TE - PHI ,8.50,N. Collins WR - HOU ,0.00,I. Pacheco RB - KC ,0.00,B. Purdy QB - SF ,23.82,J. Smith-Njigba WR - SEA ,0.00,113.90,Todd,88.80
Kevin,7,J. Hurts QB - PHI ,29.68,B. Robinson RB - ATL ,26.40,C. Brown RB - CIN Q ,13.40,D. Adams WR - LAR ,3.10,P. Nacua WR - LAR ,10.80,T. McBride TE - ARI ,7.10,J. Dobbins RB - LAC ,5.50,E. McPherson K - CIN Q ,4.00,Chargers DEF ,8.00,R. Smith LB - BAL ,11.00,K. Cousins QB - ATL ,10.24,M. Pittman WR - IND ,0.00,B. Robinson RB - WAS ,0.00,J. Reed WR - GB Q ,0.00,B. Allen RB - NYJ ,3.40,L. McConkey WR - LAC ,5.20,118.98,Steven,124.86
