Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,DP,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Liam,4,J. Herbert QB - LAC ,14.76,D. Montgomery RB - DET ,5.00,J. Gibbs RB - DET ,28.00,A. Brown WR - PHI ,14.90,D. Metcalf WR - PIT ,15.90,B. Bowers TE - LV ,10.30,M. Evans WR - TB ,8.50,J. Bates K - DET ,7.00,Seahawks DEF ,16.00,K. Elliss LB - ATL ,6.50,R. Mostert RB - LV ,3.00,T. Johnson RB - BUF ,6.40,R. Dowdle RB - CAR ,0.00,K. Pitts TE - ATL ,6.50,J. Fields QB - NYJ ,0.00,Z. Charbonnet RB - SEA ,0.90,126.86,Aaron,95.90
Liam WHYTE,6,K. Murray QB - ARI ,20.20,J. Williams RB - DAL ,23.10,J. Cook RB - BUF ,9.20,J. Jefferson WR - MIN ,14.40,J. Williams WR - DET ,-0.40,M. Andrews TE - BAL ,16.10,G. Wilson WR - NYJ ,9.10,T. Bass K - BUF ,10.00,Eagles DEF ,15.00,Z. Baun LB - PHI ,5.00,A. Rodgers QB - NYJ ,13.04,C. Kupp WR - SEA ,0.00,A. Ekeler RB - WAS ,2.00,C. Akers RB - MIN ,0.00,K. Coleman WR - BUF ,12.50,T. Edwards LB - CHI ,0.00,121.70,Adam,88.24
Adam,8,J. Burrow QB - CIN ,14.94,D. Singletary RB - NYG ,2.10,B. Hall RB - NYJ ,20.10,A. Lazard WR - NYJ ,5.80,D. Samuel WR - WAS ,1.00,S. LaPorta TE - DET ,2.50,D. Wicks WR - GB ,10.80,J. Tucker K - BAL ,13.00,Bills DEF ,11.00,F. Warner LB - SF ,7.00,K. Allen WR - CHI ,0.00,J. Goff QB - DET ,20.80,D. Moore WR - CHI ,0.00,A. Gibson RB - NE ,1.30,Z. White RB - LV ,2.70,C. Olave WR - NO Q ,0.00,88.24,Liam WHYTE,121.70
Steven,3,C. Stroud QB - HOU ,5.34,D. Henry RB - BAL ,24.20,A. Kamara RB - NO Q ,2.40,J. Chase WR - CIN ,12.60,B. Thomas WR - JAX ,17.10,T. Kelce TE - KC ,1.70,C. Sutton WR - DEN ,0.00,J. Sanders K - MIA ,4.00,Dolphins DEF ,3.00,Z. Franklin LB - IND ,12.50,D. Hopkins WR - BAL ,-0.20,C. Ridley WR - TEN ,4.20,J. Waddle WR - MIA ,1.60,T. Kraft TE - GB ,9.30,B. Aubrey K - DAL Q ,0.00,Texans DEF ,9.00,82.84,Oliver,108.98
Oliver,1,G. Smith QB - LV ,19.78,K. Walker RB - SEA Q ,21.30,J. Mason RB - MIN Q ,6.90,T. Higgins WR - CIN ,14.20,M. Nabers WR - NYG ,4.10,E. Engram TE - DEN Q ,3.50,N. Chubb RB - CLE Q ,9.20,B. Grupe K - NO ,5.00,Broncos DEF ,20.00,R. Spillane LB - NE ,5.00,J. Jacobs RB - GB ,15.20,C. Kmet TE - CHI ,0.00,C. Lamb WR - DAL ,0.00,T. Dell WR - HOU Q ,0.00,A. Richardson QB - IND Q ,8.76,D. Achane RB - MIA ,8.50,108.98,Steven,82.84
Aaron,7,B. Mayfield QB - TB ,27.00,J. Conner RB - ARI Q ,18.20,R. Stevenson RB - NE ,2.50,A. Cooper WR - BUF ,12.60,D. Smith WR - PHI ,-0.20,H. Henry TE - NE Q ,9.20,M. Harrison WR - ARI ,2.10,C. McLaughlin K - TB ,5.00,Vikings DEF ,11.00,D. Williams LB - BUF ,8.50,C. McCaffrey RB - SF ,0.00,Z. Moss RB - CIN Q ,4.00,D. Mooney WR - ATL Q ,4.60,J. Love QB - GB ,16.80,T. Etienne RB - JAX ,0.00,B. Irving RB - TB ,13.70,95.90,Liam,126.86
Kevin,10,P. Mahomes QB - KC ,12.06,T. Pollard RB - TEN ,8.50,C. Hubbard RB - CAR ,11.20,T. Hill WR - MIA Q ,1.30,X. Worthy WR - KC ,2.40,G. Kittle TE - SF ,9.20,T. Bigsby RB - JAX ,23.80,H. Butker K - KC ,4.00,Packers DEF ,4.00,Q. Williams LB - NYJ ,5.00,D. Prescott QB - DAL Q ,0.00,D. Johnson WR - CLE ,1.70,A. Mattison RB - MIA ,12.30,D. Swift RB - CHI ,0.00,I. Likely TE - BAL ,1.70,G. Pickens WR - DAL ,17.10,81.46,Jackson ,146.44
Todd,5,J. Allen QB - BUF ,21.02,A. Jones RB - MIN ,17.60,K. Williams RB - LAR ,20.60,C. Godwin WR - TB Q ,7.50,T. McLaurin WR - WAS ,9.80,D. Kincaid TE - BUF ,5.20,A. St. Brown WR - DET ,17.20,Y. Koo K - ATL Q ,2.00,Ravens DEF ,6.00,N. Cross DB - IND ,7.00,T. Hockenson TE - MIN ,0.00,B. Aiyuk WR - SF Q ,2.30,N. Harris RB - LAC ,16.20,Z. Flowers WR - BAL Q ,4.00,S. Tucker RB - TB ,3.80,J. Daniels QB - WAS ,5.24,113.92,Kevin,100.66
Jackson ,2,L. Jackson QB - BAL ,36.44,K. Hunt RB - KC ,20.30,S. Barkley RB - PHI ,24.70,D. London WR - ATL ,12.30,J. Smith-Njigba WR - SEA ,2.30,D. Goedert TE - PHI ,0.00,J. Mixon RB - HOU ,24.40,K. Fairbairn K - HOU ,13.00,49ers DEF ,5.00,L. Wilson LB - CIN Q ,8.00,J. Taylor RB - IND ,0.00,N. Collins WR - HOU ,0.00,J. Ford RB - CLE ,0.00,I. Pacheco RB - KC ,0.00,W. Robinson WR - NYG ,2.30,B. Purdy QB - SF ,17.18,146.44,Kevin,81.46
Kevin,9,J. Hurts QB - PHI ,22.76,B. Robinson RB - WAS ,13.10,B. Robinson RB - ATL ,22.30,S. Diggs WR - NE Q ,2.30,J. Reed WR - GB Q ,1.00,T. McBride TE - ARI ,7.10,J. Dobbins RB - LAC ,6.60,E. McPherson K - CIN Q ,3.00,Steelers DEF ,6.00,R. Smith LB - BAL ,16.50,K. Cousins QB - ATL ,7.18,D. Adams WR - LAR ,4.00,R. Shaheed WR - NO Q ,0.00,C. Brown RB - CIN Q ,5.30,P. Nacua WR - LAR ,0.00,B. Allen RB - NYJ ,0.60,100.66,Todd,113.92
