Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,DP,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Liam,4,T. Tagovailoa QB - MIA Q ,25.20,D. Montgomery RB - DET ,12.40,J. Gibbs RB - DET ,8.40,A. Brown WR - PHI ,6.60,D. Metcalf WR - PIT ,6.60,B. Bowers TE - LV ,20.20,M. Evans WR - TB ,17.80,J. Bates K - DET ,11.00,Commanders DEF ,7.00,N. Dean LB - PHI Q ,7.50,R. Mostert RB - LV ,3.40,R. Dowdle RB - CAR ,18.30,K. Pitts TE - ATL ,0.00,J. Fields QB - NYJ ,0.70,J. Addison WR - MIN ,5.40,Z. Charbonnet RB - SEA ,10.10,122.70,Kevin,136.52
Liam WHYTE,7,B. Nix QB - DEN ,12.16,G. Edwards RB - LAC ,3.30,J. Cook RB - BUF ,18.00,C. Kupp WR - SEA ,1.70,J. Jefferson WR - MIN ,9.90,M. Andrews TE - BAL ,12.90,C. Watson WR - GB Q ,6.70,J. Elliott K - PHI ,6.00,Eagles DEF ,4.00,Z. Baun LB - PHI ,14.00,A. Ekeler RB - WAS ,0.00,K. Murray QB - ARI ,17.20,J. Williams RB - DAL ,6.40,J. Williams WR - DET ,4.60,G. Wilson WR - NYJ ,4.10,T. Tracy RB - NYG ,12.50,88.66,Oliver,128.06
Adam,10,J. Goff QB - DET ,16.94,B. Hall RB - NYJ ,6.00,R. White RB - TB ,7.80,K. Allen WR - CHI ,19.30,D. Moore WR - CHI ,15.70,J. Smith TE - MIA ,11.30,D. Samuel WR - WAS ,0.00,J. Tucker K - BAL ,9.00,Chiefs DEF ,6.00,F. Oluokun LB - JAX ,5.50,A. Abdullah RB - LV Q ,5.30,J. Meyers WR - LV ,9.70,K. Shakir WR - BUF ,3.00,K. Walker RB - SEA Q ,4.60,S. LaPorta TE - DET ,12.60,J. Downs WR - IND ,0.00,97.54,Steven,105.48
Steven,3,C. Stroud QB - HOU ,14.38,D. Henry RB - BAL ,11.10,A. Kamara RB - NO Q ,11.90,D. Hopkins WR - BAL ,9.00,C. Sutton WR - DEN ,10.20,T. Kelce TE - KC ,6.80,J. Chase WR - CIN ,14.60,J. Sanders K - MIA ,4.00,Lions DEF ,6.00,Z. Franklin LB - IND ,17.50,C. Ridley WR - TEN ,4.50,J. Waddle WR - MIA ,7.30,R. Johnson RB - CHI ,1.00,T. Kraft TE - GB ,7.80,B. Thomas WR - JAX ,14.70,B. Aubrey K - DAL Q ,9.00,105.48,Adam,97.54
Oliver,2,J. Burrow QB - CIN ,19.26,J. Jacobs RB - GB ,17.70,D. Achane RB - MIA ,13.00,T. Higgins WR - CIN ,13.90,C. Lamb WR - DAL ,3.90,Z. Ertz TE - WAS ,9.50,M. Nabers WR - NYG ,7.30,C. Boswell K - PIT ,16.00,Broncos DEF ,20.00,R. Smith LB - BAL ,7.50,G. Smith QB - LV ,12.44,M. Valdes-Scantling WR - SEA ,9.60,N. Chubb RB - CLE Q ,11.50,S. Darnold QB - SEA ,19.60,J. Mason RB - MIN Q ,7.80,C. Tillman WR - CLE Q ,0.00,128.06,Liam WHYTE,88.66
Aaron,8,B. Mayfield QB - TB ,12.20,J. Conner RB - ARI Q ,8.10,B. Irving RB - TB ,26.50,D. Mooney WR - ATL Q ,2.00,M. Harrison WR - ARI ,13.00,H. Henry TE - NE Q ,7.50,C. McCaffrey RB - SF ,6.70,W. Lutz K - DEN ,11.00,Vikings DEF ,5.00,E. Speed LB - HOU ,10.00,A. Cooper WR - BUF ,1.20,J. Jeudy WR - CLE ,31.50,J. Love QB - GB ,18.96,T. Etienne RB - JAX ,5.80,R. Stevenson RB - NE ,11.40,D. Smith WR - PHI ,0.00,102.00,Jackson ,125.98
Kevin,9,P. Mahomes QB - KC ,18.64,T. Pollard RB - TEN ,4.80,D. Swift RB - CHI ,7.40,T. Hill WR - MIA Q ,14.30,G. Pickens WR - DAL ,13.40,G. Kittle TE - SF ,1.70,C. Hubbard RB - CAR ,2.30,C. Dicker K - LAC ,11.00,Packers DEF ,8.00,N. Cross DB - IND ,11.00,A. Mattison RB - MIA ,0.00,J. Jennings WR - SF ,5.60,J. Ferguson TE - DAL ,0.00,T. Bigsby RB - JAX ,4.50,X. Worthy WR - KC ,5.40,B. Branch DB - DET ,5.50,92.54,Todd,125.82
Todd,5,J. Allen QB - BUF ,28.42,A. Jones RB - MIN ,6.80,K. Williams RB - LAR ,17.30,T. McLaurin WR - WAS ,19.30,A. St. Brown WR - DET ,7.30,T. Hockenson TE - MIN ,2.80,N. Harris RB - LAC ,18.90,C. McLaughlin K - TB ,16.00,Texans DEF ,3.00,B. Baker DB - ARI ,6.00,D. Njoku TE - CLE Q ,17.20,M. Pittman WR - IND ,4.20,J. Warren RB - PIT ,6.40,Z. Flowers WR - BAL Q ,7.10,J. Daniels QB - WAS ,27.64,Ravens DEF ,2.00,125.82,Kevin,92.54
Jackson ,1,L. Jackson QB - BAL ,27.38,J. Mixon RB - HOU ,17.90,S. Barkley RB - PHI ,19.70,N. Collins WR - HOU ,11.90,D. London WR - ATL ,8.30,C. Otton TE - TB ,3.00,J. Taylor RB - IND ,18.30,K. Fairbairn K - HOU ,13.00,Buccaneers DEF ,3.00,F. Warner LB - SF ,3.50,K. Hunt RB - KC ,1.50,D. Goedert TE - PHI ,9.50,I. Pacheco RB - KC ,4.90,B. Purdy QB - SF ,2.16,T. Dell WR - HOU Q ,2.30,J. Smith-Njigba WR - SEA ,7.90,125.98,Aaron,102.00
Kevin,6,J. Hurts QB - PHI ,19.62,B. Robinson RB - ATL ,19.50,C. Brown RB - CIN Q ,16.00,D. Adams WR - LAR ,12.60,P. Nacua WR - LAR ,12.30,T. McBride TE - ARI ,9.60,B. Robinson RB - WAS ,16.90,E. McPherson K - CIN Q ,8.00,Steelers DEF ,15.00,D. Henley LB - LAC Q ,7.00,K. Cousins QB - ATL ,2.10,T. Hill TE - NO Q ,4.70,J. Dobbins RB - LAC ,0.00,J. Reed WR - GB Q ,16.70,L. McConkey WR - LAC ,11.70,J. Moody K - SF ,4.00,136.52,Liam,122.70
