Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,DP,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Liam,5,J. Fields QB - PIT ,27.90,D. Henry RB - BAL ,23.38,N. Harris RB - PIT ,10.30,A. Brown WR - PHI Q ,29.50,D. Metcalf WR - SEA ,9.40,E. Engram TE - JAX ,7.90,M. Evans WR - TB ,4.00,B. McManus K - WAS ,13.00,49ers DEF ,2.00,J. Hicks LB - CLE ,9.00,M. Stafford QB - LA IA ,16.16,D. Hopkins WR - TEN ,6.30,D. Goedert TE - PHI ,2.50,K. Gainwell RB - PHI ,4.10,J. Addison WR - MIN ,0.00,Z. Charbonnet RB - SEA ,4.00,136.38,Oliver,65.24
Liam WHYTE,9,P. Mahomes QB - KC IA ,15.22,J. Conner RB - ARI ,5.60,A. Mattison RB - LV ,9.80,T. Hill WR - MIA ,7.20,D. Smith WR - PHI IA ,7.80,M. Andrews TE - BAL IR ,20.00,A. Kamara RB - NO IA ,8.40,H. Butker K - KC ,11.00,Jets DEF ,7.00,L. David LB - TB ,2.50,A. Cooper WR - CLE IA ,1.60,D. Johnson WR - CAR ,0.00,J. Williams WR - DET IA ,0.00,T. Palmer WR - TB ,6.60,N. Suh DL ,0.00,M. Milano LB - BUF IR ,11.00,94.52,Todd,151.76
Adam,6,B. Purdy QB - SF IA ,21.32,J. Jacobs RB - GB IA ,19.90,D. Achane RB - MIA ,24.00,S. Diggs WR - HOU ,30.00,C. Ridley WR - TEN ,9.80,L. Musgrave TE - GB ,0.10,J. Williams RB - DEN ,0.90,J. Elliott K - PHI ,16.00,Ravens DEF ,17.00,Z. Franklin LB - IND ,10.50,M. Thomas WR - NO IR ,5.30,D. Parham TE - LAC ,0.00,D. Montgomery RB - DET ,32.10,G. Davis WR - JAX Q ,12.10,T. Etienne RB - JAX ,7.20,T. Lawrence QB - JAX ,16.48,149.52,Kevin,90.88
Steven,4,J. Burrow QB - CIN IR ,4.70,R. Mostert RB - MIA IA ,2.50,T. Pollard RB - TEN ,6.00,T. Lockett WR - SEA ,5.40,D. Samuel WR - SF ,0.60,G. Kittle TE - SF Q ,0.90,A. Thielen WR - CAR ,8.20,Y. Koo K - ATL ,1.00,Dolphins DEF ,-2.00,T. Edwards LB - CHI ,8.00,G. Smith QB - SEA ,8.20,M. Breida RB - NYG ,7.80,C. Sutton WR - DEN Q ,8.70,A. Dillon RB - GB IA ,1.10,J. Waddle WR - MIA IA ,4.60,Commanders DEF ,2.00,35.30,Aaron,73.88
Oliver,10,C. Stroud QB - HOU ,21.84,J. Kelley RB - LAC ,6.50,J. Warren RB - PIT ,5.50,K. Allen WR - CHI IA ,9.20,T. Atwell WR - LA ,3.40,T. Hockenson TE - MIN IR ,2.40,T. Dell WR - HOU IR ,4.90,J. Moody K - SF ,5.00,Chiefs DEF ,5.00,T. Watt LB - PIT Q ,1.50,C. Kupp WR - LA IA ,0.00,A. Ekeler RB - WAS ,0.00,T. McLaurin WR - WAS ,16.60,T. Allgeier RB - ATL ,1.20,R. Shaheed WR - NO ,3.30,R. Johnson RB - CHI ,1.50,65.24,Liam,136.38
Aaron,3,T. Tagovailoa QB - MIA ,17.98,M. Sanders RB - CAR ,3.20,K. Walker RB - SEA ,13.90,J. Chase WR - CIN ,7.30,G. Pickens WR - PIT ,2.50,T. Higbee TE - LA IA ,6.40,J. Gibbs RB - DET ,5.10,J. Sanders K - MIA ,2.00,Eagles DEF ,5.00,R. Smith LB - BAL ,10.50,M. Brown WR - KC IR ,9.60,J. Hill RB - BAL ,3.30,G. Wilson WR - NYJ Q ,6.00,R. White RB - TB ,7.80,Z. Flowers WR - BAL IA ,5.00,A. Richardson QB - IND IR ,31.60,73.88,Steven,35.30
Kevin,8,J. Herbert QB - LAC IR ,23.38,Z. Moss RB - CIN ,9.00,B. Robinson RB - ATL ,13.70,J. Meyers WR - LV ,3.30,C. Olave WR - NO ,0.40,S. LaPorta TE - DET Q ,5.60,J. Ford RB - CLE ,4.50,J. Tucker K - BAL ,4.00,Bills DEF ,9.00,B. Wagner LB - WAS ,18.00,D. Waller TE - NYG ,2.10,S. Barkley RB - PHI ,0.00,J. Love QB - GB ,17.64,M. Pittman WR - IND ,3.50,D. London WR - ATL ,8.80,K. Miller RB - NO ,0.80,90.88,Adam,149.52
Todd,2,J. Hurts QB - PHI Q ,24.16,J. Mixon RB - HOU ,7.60,B. Robinson RB - WAS ,11.10,T. Higgins WR - CIN IA ,1.90,A. St. Brown WR - DET ,11.60,P. Freiermuth TE - PIT ,0.70,C. McCaffrey RB - SF IA ,41.70,T. Bass K - BUF ,14.00,Cowboys DEF ,27.00,F. Oluokun LB - JAX ,12.00,H. Henry TE - NE IR ,5.10,G. Edwards RB - LAC ,4.90,K. Herbert RB - CHI ,18.20,N. Collins WR - HOU ,30.80,C. Watson WR - GB IA ,9.50,I. Pacheco RB - KC ,21.80,151.76,Liam WHYTE,94.52
Jackson ,1,J. Allen QB - BUF ,36.50,A. Jones RB - MIN ,1.40,D. Swift RB - CHI IA ,13.90,D. Adams WR - LV ,7.50,J. Jefferson WR - MIN ,20.50,K. Pitts TE - ATL ,2.10,R. Stevenson RB - NE IR ,4.00,G. Joseph K - GB ,3.00,Broncos DEF ,13.00,E. Jones LB - LA IA ,9.50,K. Cousins QB - ATL IR ,11.56,K. Hunt RB - CLE ,1.20,C. Godwin WR - TB ,12.40,D. Moore WR - CHI ,19.10,C. Akers RB - MIN IR ,5.10,B. Hall RB - NYJ ,6.90,111.40,Kevin,133.64
Kevin,7,D. Prescott QB - DAL ,14.34,J. Cook RB - BUF ,13.70,K. Williams RB - LA IA ,24.70,C. Lamb WR - DAL ,10.80,P. Nacua WR - LA ,24.30,T. Kelce TE - KC IA ,7.00,B. Aiyuk WR - SF ,14.80,C. McLaughlin K - TB ,10.00,Steelers DEF ,-1.00,Q. Walker LB - GB ,15.00,J. Williams RB - NO ,0.00,L. Jackson QB - BAL IA ,30.14,J. Jeudy WR - CLE ,5.20,J. Taylor RB - IND ,0.00,D. Pierce RB - HOU ,10.80,J. Reed WR - GB ,7.50,133.64,Jackson ,111.40
