Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,DP,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Liam,6,J. Fields QB - PIT ,24.50,D. Henry RB - BAL ,20.38,N. Harris RB - PIT ,13.80,M. Evans WR - TB ,20.60,A. Brown WR - PHI Q ,8.00,E. Engram TE - JAX ,9.50,D. Metcalf WR - SEA ,11.60,C. Dicker K - LAC ,18.00,49ers DEF ,3.00,R. Blankenship DB - PHI Q ,5.00,R. Wilson QB - PIT ,25.52,D. Hopkins WR - TEN ,2.00,G. Everett TE - CHI Q ,4.20,B. Jordan TE - HOU ,2.70,I. Likely TE - BAL ,5.60,J. Addison WR - MIN ,1.20,134.38,Kevin,111.92
Liam WHYTE,5,P. Mahomes QB - KC IA ,18.70,J. Conner RB - ARI ,17.20,A. Kamara RB - NO IA ,4.00,A. Cooper WR - CLE IA ,40.50,D. Smith WR - PHI IA ,13.90,K. Pitts TE - ATL ,10.90,D. Johnson WR - CAR ,1.50,H. Butker K - KC ,2.00,Packers DEF ,1.00,F. Warner LB - SF ,10.00,T. Hill WR - MIA ,9.90,D. Foreman RB - CLE IA ,0.00,M. Andrews TE - BAL IR ,0.00,A. Mattison RB - LV ,-0.10,T. Lawrence QB - JAX ,9.34,Bills DEF ,5.00,119.70,Adam,90.38
Adam,8,J. Goff QB - DET ,14.28,J. Williams RB - DEN ,7.90,T. Etienne RB - JAX ,3.10,S. Diggs WR - HOU ,3.90,C. Ridley WR - TEN ,19.80,T. Kraft TE - GB ,6.00,D. Montgomery RB - DET ,12.90,J. Elliott K - PHI ,15.00,Bears DEF ,3.00,C. Mosley LB - NYJ ,4.50,J. Jacobs RB - GB IA ,0.00,P. Freiermuth TE - PIT ,0.00,Z. White RB - LV ,14.50,D. Kincaid TE - BUF ,0.70,D. Achane RB - MIA ,3.10,B. Cashman LB - MIN ,0.00,90.38,Liam WHYTE,119.70
Steven,4,J. Love QB - GB ,23.96,R. Mostert RB - MIA IA ,11.00,T. Chandler RB - MIN ,7.70,D. Samuel WR - SF ,5.40,J. Waddle WR - MIA IA ,5.20,G. Kittle TE - SF Q ,12.60,R. Rice WR - KC IA ,5.70,M. Gay K - IND ,4.00,Dolphins DEF ,7.00,A. Singleton LB - DEN ,12.00,A. Thielen WR - CAR ,9.40,T. Lockett WR - SEA ,8.10,C. Sutton WR - DEN Q ,0.00,T. Pollard RB - TEN ,4.30,B. Aubrey K - DAL ,8.00,T. Edwards LB - CHI ,5.50,94.56,Todd,123.24
Oliver,10,B. Mayfield QB - TB ,19.82,A. Jones RB - MIN ,13.50,B. Hall RB - NYJ ,31.10,O. Beckham WR - BAL IA ,1.30,C. Kupp WR - LA IA ,4.90,D. Njoku TE - CLE ,10.40,C. Hubbard RB - CAR ,11.10,D. Hopkins K - CLE IA ,2.00,Jets DEF ,6.00,A. Winfield DB - TB ,10.50,K. Allen WR - CHI IA ,0.00,T. Hill TE - NO ,0.20,A. Dillon RB - GB IA ,7.20,J. Warren RB - PIT ,5.40,T. Spears RB - TEN ,6.70,K. Mitchell RB - BAL IR ,0.00,110.62,-,-
Aaron,9,T. Tagovailoa QB - MIA ,17.52,R. White RB - TB ,13.70,J. Gibbs RB - DET ,20.00,J. Chase WR - CIN ,0.00,Z. Flowers WR - BAL IA ,13.20,T. McBride TE - ARI ,3.10,M. Sanders RB - CAR ,0.80,J. Sanders K - MIA ,22.00,Eagles DEF ,4.00,L. Wilson LB - CIN ,8.50,J. Hill RB - BAL ,5.70,T. McLaurin WR - WAS ,5.00,G. Pickens WR - PIT ,33.50,K. Walker RB - SEA ,5.60,C. Otton TE - TB ,0.70,C. Stroud QB - HOU ,0.00,102.82,-,-
Kevin,7,M. Stafford QB - LA IA ,20.72,S. Barkley RB - PHI ,16.40,B. Robinson RB - ATL ,12.20,J. Meyers WR - LV ,4.20,C. Olave WR - NO ,14.30,S. LaPorta TE - DET Q ,2.30,J. Ford RB - CLE ,8.30,J. Tucker K - BAL ,15.00,Chiefs DEF ,6.00,B. Wagner LB - WAS ,12.50,B. Cooks WR - DAL ,8.30,D. Schultz TE - HOU ,6.10,Z. Moss RB - CIN ,0.00,M. Pittman WR - IND ,0.00,Steelers DEF ,13.00,Q. Williams LB - NYJ ,12.00,111.92,Liam,134.38
Todd,1,J. Hurts QB - PHI Q ,25.44,J. Mixon RB - HOU ,7.00,I. Pacheco RB - KC ,6.60,T. Higgins WR - CIN IA ,20.00,A. St. Brown WR - DET ,17.10,J. Ferguson TE - DAL ,4.50,C. McCaffrey RB - SF IA ,20.10,T. Bass K - BUF ,6.00,Browns DEF ,7.00,F. Oluokun LB - JAX ,9.50,D. Goedert TE - PHI ,7.10,G. Edwards RB - LAC ,13.00,N. Collins WR - HOU ,9.80,C. Watson WR - GB IA ,0.00,B. Robinson RB - WAS ,0.00,Cowboys DEF ,1.00,123.24,Steven,94.56
Jackson ,3,J. Allen QB - BUF ,24.98,A. Ekeler RB - WAS ,8.60,D. Swift RB - CHI IA ,15.20,D. Moore WR - CHI ,1.80,J. Jefferson WR - MIN ,23.10,T. Hockenson TE - MIN IR ,5.80,E. Elliott RB - DAL ,12.00,J. Moody K - SF ,5.00,Saints DEF ,0.00,Z. Franklin LB - IND ,11.00,D. Adams WR - LV ,0.40,C. Kmet TE - CHI Q ,10.70,K. Herbert RB - CHI ,18.10,R. Stevenson RB - NE IR ,0.00,G. Wilson WR - NYJ Q ,6.80,B. Purdy QB - SF IA ,3.40,107.48,Kevin,107.68
Kevin,2,L. Jackson QB - BAL IA ,22.58,J. Taylor RB - IND ,10.30,K. Williams RB - LA IA ,16.40,C. Lamb WR - DAL ,19.20,B. Aiyuk WR - SF ,11.30,T. Kelce TE - KC IA ,4.40,J. Cook RB - BUF ,5.00,W. Lutz K - DEN ,1.00,Texans DEF ,7.00,L. David LB - TB ,10.50,D. Prescott QB - DAL ,18.62,D. Singletary RB - NYG ,8.80,J. Jeudy WR - CLE ,4.40,D. Pierce RB - HOU ,7.60,J. Reed WR - GB ,0.00,P. Nacua WR - LA ,24.00,107.68,Jackson ,107.48
