Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,DP,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Liam,6,J. Fields QB - PIT ,25.22,D. Henry RB - BAL ,4.20,N. Harris RB - PIT ,24.20,M. Evans WR - TB ,7.00,A. Brown WR - PHI Q ,5.30,E. Engram TE - JAX ,6.00,D. Metcalf WR - SEA ,10.60,C. Dicker K - LAC ,13.00,49ers DEF ,9.00,R. Blankenship DB - PHI Q ,9.00,R. Wilson QB - PIT ,0.00,D. Hopkins WR - TEN ,7.20,G. Everett TE - CHI Q ,3.70,B. Jordan TE - HOU ,7.90,I. Likely TE - BAL ,16.20,J. Addison WR - MIN ,2.80,113.52,Liam WHYTE,98.90
Liam WHYTE,5,P. Mahomes QB - KC IA ,12.00,J. Conner RB - ARI ,25.30,A. Kamara RB - NO IA ,4.90,T. Hill WR - MIA ,8.60,D. Smith WR - PHI IA ,3.00,K. Pitts TE - ATL ,0.50,D. Johnson WR - CAR ,7.60,H. Butker K - KC ,21.00,Packers DEF ,12.00,F. Warner LB - SF ,4.00,A. Cooper WR - CLE IA ,0.00,D. Foreman RB - CLE IA ,0.00,M. Andrews TE - BAL IR ,0.00,A. Mattison RB - LV ,3.00,T. Lawrence QB - JAX ,0.00,Bills DEF ,17.00,98.90,Liam,113.52
Adam,8,J. Goff QB - DET ,10.84,J. Williams RB - DEN ,5.80,T. Etienne RB - JAX ,23.80,S. Diggs WR - HOU ,3.10,C. Ridley WR - TEN ,3.90,T. Kraft TE - GB ,4.80,D. Montgomery RB - DET ,13.50,J. Elliott K - PHI ,7.00,Bears DEF ,11.00,C. Mosley LB - NYJ ,10.00,J. Jacobs RB - GB IA ,0.00,P. Freiermuth TE - PIT ,4.40,D. London WR - ATL ,7.60,Z. White RB - LV ,10.60,D. Kincaid TE - BUF ,8.70,D. Achane RB - MIA ,19.70,93.74,Kevin,91.18
Steven,4,J. Love QB - GB ,28.44,R. Mostert RB - MIA IA ,0.00,T. Chandler RB - MIN ,6.40,D. Samuel WR - SF ,13.20,J. Waddle WR - MIA IA ,0.00,G. Kittle TE - SF Q ,2.90,R. Rice WR - KC IA ,12.70,M. Gay K - IND ,11.00,Dolphins DEF ,-1.00,A. Singleton LB - DEN ,9.00,A. Thielen WR - CAR ,3.80,T. Lockett WR - SEA ,1.00,C. Sutton WR - DEN Q ,0.00,T. Pollard RB - TEN ,4.90,B. Aubrey K - DAL ,10.00,T. Edwards LB - CHI ,5.50,82.64,Jackson ,103.36
Oliver,10,B. Mayfield QB - TB ,16.26,A. Jones RB - MIN ,13.00,B. Hall RB - NYJ ,18.60,C. Kupp WR - LA IA ,9.20,R. Shaheed WR - NO ,1.40,D. Njoku TE - CLE ,11.40,C. Hubbard RB - CAR ,7.10,K. Fairbairn K - HOU ,16.00,Jets DEF ,12.00,A. Winfield DB - TB ,5.50,K. Allen WR - CHI IA ,0.00,T. Hill TE - NO ,9.54,A. Dillon RB - GB IA ,2.70,J. Warren RB - PIT ,15.80,T. Spears RB - TEN ,2.90,K. Mitchell RB - BAL IR ,0.00,110.46,-,-
Aaron,9,T. Tagovailoa QB - MIA ,14.88,R. White RB - TB ,4.60,J. Gibbs RB - DET ,4.30,J. Chase WR - CIN ,4.10,Z. Flowers WR - BAL IA ,16.60,T. McBride TE - ARI ,4.80,K. Walker RB - SEA ,15.50,J. Sanders K - MIA ,7.00,Eagles DEF ,5.00,L. Wilson LB - CIN ,3.50,J. Hill RB - BAL ,17.20,T. McLaurin WR - WAS ,13.10,M. Sanders RB - CAR ,2.20,A. Gibson RB - NE ,3.60,G. Pickens WR - PIT ,13.10,C. Stroud QB - HOU ,12.92,80.28,-,-
Kevin,7,M. Stafford QB - LA IA ,12.58,S. Barkley RB - PHI ,5.80,B. Robinson RB - ATL ,9.60,M. Pittman WR - IND ,6.60,C. Olave WR - NO ,2.60,S. LaPorta TE - DET Q ,9.40,J. Ford RB - CLE ,26.10,J. Tucker K - BAL ,8.00,Raiders DEF ,1.00,B. Wagner LB - WAS ,9.50,B. Cooks WR - DAL ,12.00,D. Schultz TE - HOU ,1.90,J. Meyers WR - LV ,5.60,Z. Moss RB - CIN ,0.00,Chiefs DEF ,7.00,Q. Williams LB - NYJ ,8.00,91.18,Adam,93.74
Todd,1,J. Hurts QB - PHI Q ,19.18,J. Mixon RB - HOU ,14.70,I. Pacheco RB - KC ,22.50,A. St. Brown WR - DET ,16.10,N. Collins WR - HOU ,8.70,J. Ferguson TE - DAL ,3.30,C. McCaffrey RB - SF IA ,9.10,T. Bass K - BUF ,9.00,Browns DEF ,13.00,F. Oluokun LB - JAX ,5.50,D. Goedert TE - PHI ,10.70,G. Edwards RB - LAC ,11.80,T. Higgins WR - CIN IA ,1.90,B. Robinson RB - WAS ,7.60,C. McLaughlin K - TB ,1.00,Cowboys DEF ,6.00,121.08,Kevin,144.40
Jackson ,3,J. Allen QB - BUF ,21.16,E. Elliott RB - DAL ,10.50,D. Swift RB - CHI IA ,6.60,D. Adams WR - LV ,24.60,J. Jefferson WR - MIN ,5.90,D. Waller TE - NYG ,5.10,A. Ekeler RB - WAS ,3.00,J. Moody K - SF ,9.00,Rams DEF ,8.00,Z. Franklin LB - IND ,9.50,D. Moore WR - CHI ,21.90,C. Kmet TE - CHI Q ,0.00,C. Edwards-Helaire RB - KC ,0.00,K. Herbert RB - CHI ,18.90,R. Stevenson RB - NE IR ,0.00,B. Purdy QB - SF IA ,17.60,103.36,Steven,82.64
Kevin,2,D. Prescott QB - DAL ,20.30,J. Cook RB - BUF ,4.40,K. Williams RB - LA IA ,28.10,C. Lamb WR - DAL ,28.20,B. Aiyuk WR - SF ,17.40,T. Kelce TE - KC IA ,1.60,J. Taylor RB - IND ,16.40,L. Havrisik K - CLE ,2.00,Jaguars DEF ,18.00,L. David LB - TB ,8.00,L. Jackson QB - BAL IA ,36.34,D. Singletary RB - NYG ,8.60,J. Jeudy WR - CLE ,5.40,D. Pierce RB - HOU ,2.10,J. Reed WR - GB ,20.90,P. Nacua WR - LA ,13.70,144.40,Todd,121.08
