Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,DP,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Liam,8,J. Fields QB - PIT ,14.54,D. Henry RB - BAL ,11.90,N. Harris RB - PIT ,3.30,A. Brown WR - PHI Q ,7.90,D. Metcalf WR - SEA ,10.70,E. Engram TE - JAX ,4.90,M. Evans WR - TB ,12.60,B. McManus K - WAS ,7.00,49ers DEF ,13.00,J. Hicks LB - CLE ,2.00,D. Hopkins WR - TEN ,8.50,C. Kmet TE - CHI Q ,4.40,A. Gibson RB - NE ,-0.10,K. Gainwell RB - PHI ,7.40,J. Addison WR - MIN ,12.10,Z. Charbonnet RB - SEA ,1.10,87.84,Liam WHYTE,122.24
Liam WHYTE,2,P. Mahomes QB - KC IA ,19.54,J. Conner RB - ARI ,7.00,A. Mattison RB - LV ,10.40,A. Cooper WR - CLE IA ,3.70,T. Hill WR - MIA ,33.50,I. Likely TE - BAL ,0.40,D. Smith WR - PHI IA ,10.70,H. Butker K - KC ,8.00,Jets DEF ,20.00,M. Milano LB - BUF IR ,9.00,A. Kamara RB - NO IA ,0.00,M. Andrews TE - BAL IR ,0.00,D. Johnson WR - CAR ,4.80,J. Williams WR - DET IA ,0.00,T. Palmer WR - TB ,6.80,N. Suh DL ,0.00,122.24,Liam,87.84
Adam,5,T. Lawrence QB - JAX ,17.74,J. Jacobs RB - GB IA ,7.10,T. Etienne RB - JAX ,16.40,S. Diggs WR - HOU ,16.20,C. Ridley WR - TEN ,16.10,D. Njoku TE - CLE ,2.40,J. Williams RB - DEN ,5.70,G. Gano K - NYG IR ,0.00,Ravens DEF ,11.00,N. Bosa DL - SF ,1.50,B. Cooks WR - DAL ,2.20,D. Prescott QB - DAL ,6.32,M. Thomas WR - NO IR ,6.10,M. Williams WR - NYJ IR ,4.50,D. Montgomery RB - DET ,13.40,G. Davis WR - JAX Q ,3.20,94.14,Kevin,66.46
Steven,7,J. Burrow QB - CIN IR ,3.18,N. Chubb RB - CLE IR ,12.70,T. Pollard RB - TEN ,20.20,D. Samuel WR - SF ,6.30,J. Waddle WR - MIA IA ,8.80,G. Kittle TE - SF Q ,1.90,R. Mostert RB - MIA IA ,11.00,Y. Koo K - ATL ,6.00,Commanders DEF ,11.00,T. Edwards LB - CHI ,10.00,G. Smith QB - SEA ,9.08,O. Beckham WR - BAL IA ,3.70,T. Lockett WR - SEA ,1.00,C. Sutton WR - DEN Q ,9.20,A. Dillon RB - GB IA ,3.60,Dolphins DEF ,2.00,91.08,Jackson ,101.84
Oliver,9,D. Watson QB - CLE IR ,22.66,D. Cook RB - BAL ,5.90,A. Ekeler RB - WAS ,22.40,C. Godwin WR - TB ,5.10,V. Jefferson WR - PIT ,2.40,T. Hockenson TE - MIN IR ,3.50,T. McLaurin WR - WAS ,4.10,J. Myers K - SEA ,7.00,Chiefs DEF ,4.00,C. Wilkins DL - LV ,2.00,K. Allen WR - CHI IA ,8.20,C. Kupp WR - LA IA ,0.00,D. Jones QB - NYG IR ,8.46,M. Brown WR - KC IR ,5.70,R. Stevenson RB - NE IR ,8.90,J. Smith-Njigba WR - SEA ,1.30,79.06,Todd,133.30
Aaron,3,T. Tagovailoa QB - MIA ,29.14,M. Sanders RB - CAR ,7.80,K. Walker RB - SEA ,6.70,J. Chase WR - CIN ,4.10,G. Wilson WR - NYJ Q ,9.40,J. Johnson TE - NO ,4.60,J. Gibbs RB - DET ,6.00,J. Sanders K - MIA ,12.00,Eagles DEF ,13.00,R. Smith LB - BAL ,15.00,J. McKinnon RB - KC IR ,1.00,D. Jackson RB - NYG ,-1.20,G. Pickens WR - PIT ,3.60,R. White RB - TB ,4.90,Z. Flowers WR - BAL IA ,9.70,A. Richardson QB - IND IR ,20.92,107.74,Kevin,96.66
Kevin,6,J. Herbert QB - LAC IR ,20.86,S. Barkley RB - PHI ,6.30,B. Robinson RB - ATL ,14.30,S. Moore WR - KC IR ,0.40,C. Olave WR - NO ,11.20,D. Goedert TE - PHI ,0.00,J. Meyers WR - LV ,20.10,J. Tucker K - BAL ,5.00,Bills DEF ,5.00,B. Wagner LB - WAS ,13.50,A. Rodgers QB - NYJ IA ,0.00,A. Thielen WR - CAR ,1.20,D. Waller TE - NYG ,4.60,J. Wilson RB - MIA ,0.00,D. London WR - ATL ,0.00,Q. Johnston WR - LAC ,0.90,96.66,Aaron,107.74
Todd,1,J. Hurts QB - PHI Q ,12.50,J. Mixon RB - HOU ,7.30,C. McCaffrey RB - SF IA ,24.90,T. Higgins WR - CIN IA ,0.00,A. St. Brown WR - DET ,13.10,P. Freiermuth TE - PIT ,7.30,J. Dobbins RB - LAC IR ,9.70,T. Bass K - BUF ,12.00,Cowboys DEF ,35.00,F. Oluokun LB - JAX ,11.50,R. Bateman WR - BAL ,3.50,K. Herbert RB - CHI ,8.40,C. Watson WR - GB IA ,0.00,I. Pacheco RB - KC ,5.40,J. Dotson WR - WAS ,4.00,B. Robinson RB - WAS ,12.60,133.30,Oliver,79.06
Jackson ,4,J. Allen QB - BUF ,11.04,A. Jones RB - MIN ,24.70,C. Akers RB - MIN IR ,8.90,D. Adams WR - LV ,6.60,J. Jefferson WR - MIN ,16.00,D. Schultz TE - HOU ,0.40,J. Williams RB - NO ,7.20,D. Carlson K - LV ,5.00,Packers DEF ,15.00,A. Singleton LB - DEN ,7.00,K. Cousins QB - ATL IR ,16.46,S. Perine RB - DEN ,7.80,J. Jeudy WR - CLE ,0.00,D. Swift RB - CHI IA ,0.30,K. Pitts TE - ATL ,4.40,B. Hall RB - NYJ ,14.70,101.84,Steven,91.08
Kevin,10,L. Jackson QB - BAL IA ,6.56,J. Cook RB - BUF ,6.30,D. Pierce RB - HOU ,4.70,C. Kirk WR - JAX IA ,0.90,C. Lamb WR - DAL ,7.70,T. Higbee TE - LA IA ,4.90,B. Aiyuk WR - SF ,24.90,E. McPherson K - CIN ,3.00,Patriots DEF ,6.00,L. Masterson LB - LV ,1.50,T. Kelce TE - KC IA ,0.00,D. Moore WR - CHI ,3.50,J. Taylor RB - IND ,0.00,E. Mitchell RB - SF ,1.00,T. Spears RB - TEN ,2.80,D. Achane RB - MIA ,0.00,66.46,Adam,94.14
