Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,DP,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Liam,8,M. Stafford QB - LA IA ,16.88,D. Henry RB - BAL ,6.20,N. Harris RB - PIT ,4.00,D. Hopkins WR - TEN ,14.00,A. Brown WR - PHI Q ,12.70,E. Engram TE - JAX ,2.80,J. Addison WR - MIN ,12.40,B. McManus K - WAS ,5.00,49ers DEF ,16.00,J. Hicks LB - CLE ,9.00,M. Evans WR - TB ,0.00,D. Goedert TE - PHI ,17.70,D. Metcalf WR - SEA ,0.00,J. Fields QB - PIT ,32.98,K. Gainwell RB - PHI ,2.40,Z. Charbonnet RB - SEA ,0.00,98.98,Aaron,106.32
Liam WHYTE,7,P. Mahomes QB - KC IA ,19.24,J. Conner RB - ARI ,4.60,A. Mattison RB - LV ,10.60,T. Hill WR - MIA ,24.10,D. Smith WR - PHI IA ,0.60,M. Andrews TE - BAL IR ,6.50,A. Kamara RB - NO IA ,15.70,H. Butker K - KC ,9.00,Jets DEF ,18.00,A. Singleton LB - DEN ,7.50,A. Cooper WR - CLE IA ,0.00,D. Johnson WR - CAR ,0.00,K. Pitts TE - ATL ,8.70,J. Williams WR - DET IA ,0.20,T. Palmer WR - TB ,0.00,M. Milano LB - BUF IR ,3.00,115.84,Kevin,79.24
Adam,2,J. Goff QB - DET ,27.44,J. Jacobs RB - GB IA ,14.90,D. Achane RB - MIA ,20.50,S. Diggs WR - HOU ,17.10,G. Davis WR - JAX Q ,16.00,D. Schultz TE - HOU ,12.50,D. Montgomery RB - DET ,18.90,J. Elliott K - PHI ,11.00,Ravens DEF ,6.00,Z. Franklin LB - IND ,10.50,C. Ridley WR - TEN ,13.60,N. Fant TE - SEA Q ,0.00,D. Parham TE - LAC ,0.00,J. Williams RB - DEN ,0.00,T. Etienne RB - JAX ,32.40,B. Purdy QB - SF IA ,26.08,154.84,Jackson ,115.86
Steven,4,J. Burrow QB - CIN IR ,23.38,R. Mostert RB - MIA IA ,13.80,T. Pollard RB - TEN ,4.40,D. Samuel WR - SF ,8.50,J. Waddle WR - MIA IA ,10.50,Z. Ertz TE - WAS Q ,7.00,A. Thielen WR - CAR ,16.70,B. Maher K - LA ,2.00,Dolphins DEF ,11.00,T. Edwards LB - CHI ,9.50,G. Smith QB - SEA ,0.00,T. Lockett WR - SEA ,0.00,G. Kittle TE - SF Q ,24.70,M. Breida RB - NYG ,2.40,C. Sutton WR - DEN Q ,1.30,A. Dillon RB - GB IA ,13.60,106.78,Todd,74.12
Oliver,10,C. Stroud QB - HOU ,14.16,T. Allgeier RB - ATL ,6.00,J. Warren RB - PIT ,7.90,C. Kupp WR - LA IA ,13.80,T. McLaurin WR - WAS ,4.90,T. Hockenson TE - MIN IR ,5.10,R. Doubs WR - GB Q ,0.40,J. Moody K - SF ,6.00,Chiefs DEF ,6.00,J. Holland DB - MIA ,5.00,K. Allen WR - CHI IA ,0.00,A. Ekeler RB - WAS ,0.00,C. Kirk WR - JAX IA ,8.40,T. Dell WR - HOU IR ,5.30,M. Wilson WR - ARI ,1.80,J. McLaughlin RB - DEN Q ,14.90,69.26,Kevin,115.38
Aaron,1,T. Tagovailoa QB - MIA ,16.92,J. Hill RB - BAL ,8.50,M. Sanders RB - CAR ,1.20,M. Brown WR - KC IR ,12.10,J. Chase WR - CIN ,37.20,T. Higbee TE - LA IA ,2.00,G. Wilson WR - NYJ Q ,6.40,J. Sanders K - MIA ,7.00,Eagles DEF ,5.00,R. Smith LB - BAL ,10.00,G. Pickens WR - PIT ,20.60,K. Walker RB - SEA ,0.00,R. White RB - TB ,0.00,Z. Flowers WR - BAL IA ,7.30,J. Gibbs RB - DET ,0.00,A. Richardson QB - IND IR ,4.42,106.32,Liam,98.98
Kevin,6,J. Love QB - GB ,4.98,Z. Moss RB - CIN ,31.50,B. Robinson RB - ATL ,9.80,M. Pittman WR - IND ,5.20,C. Olave WR - NO ,7.20,S. LaPorta TE - DET Q ,16.70,J. Meyers WR - LV ,13.50,J. Tucker K - BAL ,4.00,Bills DEF ,9.00,Q. Williams LB - NYJ ,13.50,D. Waller TE - NYG ,8.60,S. Barkley RB - PHI ,0.00,J. Herbert QB - LAC IR ,0.00,D. London WR - ATL ,8.68,J. Ford RB - CLE ,0.00,B. Wagner LB - WAS ,0.00,115.38,Oliver,69.26
Todd,5,J. Hurts QB - PHI Q ,27.32,J. Mixon RB - HOU ,9.40,B. Robinson RB - WAS ,4.30,N. Collins WR - HOU ,3.90,C. Watson WR - GB IA ,8.60,J. Ferguson TE - DAL ,2.80,C. McCaffrey RB - SF IA ,11.80,T. Bass K - BUF ,2.00,Cowboys DEF ,-1.00,F. Oluokun LB - JAX ,5.00,H. Henry TE - NE IR ,0.00,G. Edwards RB - LAC ,4.80,T. Higgins WR - CIN IA ,0.00,K. Herbert RB - CHI ,7.60,A. St. Brown WR - DET ,0.00,I. Pacheco RB - KC ,12.40,74.12,Steven,106.78
Jackson ,3,J. Allen QB - BUF ,27.76,D. Swift RB - CHI IA ,10.80,R. Stevenson RB - NE IR ,2.40,D. Adams WR - LV ,4.50,J. Jefferson WR - MIN ,2.80,C. Kmet TE - CHI Q ,12.20,B. Hall RB - NYJ ,25.40,G. Joseph K - GB ,8.00,Broncos DEF ,8.00,E. Jones LB - LA IA ,14.00,K. Cousins QB - ATL IR ,21.86,K. Hunt RB - CLE ,0.00,C. Godwin WR - TB ,0.00,A. Jones RB - MIN ,0.00,D. Moore WR - CHI ,41.00,C. Akers RB - MIN IR ,1.80,115.86,Adam,154.84
Kevin,9,L. Jackson QB - BAL IA ,10.44,J. Taylor RB - IND ,3.40,K. Williams RB - LA IA ,5.70,B. Aiyuk WR - SF ,5.80,P. Nacua WR - LA ,13.10,T. Kelce TE - KC IA ,12.70,J. Cook RB - BUF ,2.10,R. Patterson K - JAX ,6.00,Steelers DEF ,16.00,Q. Walker LB - GB ,4.00,D. Prescott QB - DAL ,4.32,J. Williams RB - NO ,0.00,C. Lamb WR - DAL ,4.90,J. Jeudy WR - CLE ,5.00,D. Pierce RB - HOU ,8.20,J. Reed WR - GB ,1.70,79.24,Liam WHYTE,115.84
