Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,DP,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Liam,4,K. Murray QB - ARI ,21.66,D. Henry RB - BAL ,4.40,N. Harris RB - PIT ,3.60,M. Evans WR - TB ,10.30,A. Brown WR - PHI Q ,1.80,E. Engram TE - JAX ,2.90,D. Metcalf WR - SEA ,15.40,C. Dicker K - LAC ,8.00,49ers DEF ,9.00,R. Blankenship DB - PHI Q ,7.50,D. Hopkins WR - TEN ,11.90,D. Goedert TE - PHI ,0.00,D. Henderson RB ,8.90,J. Fields QB - PIT ,21.16,T. Chandler RB - MIN ,12.00,J. Addison WR - MIN ,4.40,84.56,Adam,82.94
Liam WHYTE,3,P. Mahomes QB - KC IA ,16.88,J. Conner RB - ARI ,8.30,D. Foreman RB - CLE IA ,7.40,A. Cooper WR - CLE IA ,3.40,T. Hill WR - MIA ,20.60,M. Andrews TE - BAL IR ,4.30,D. Smith WR - PHI IA ,9.90,H. Butker K - KC ,5.00,Bills DEF ,21.00,F. Warner LB - SF ,14.50,M. Thomas WR - NO IR ,0.00,A. Kamara RB - NO IA ,0.00,D. Johnson WR - CAR ,1.60,A. Mattison RB - LV ,6.00,K. Pitts TE - ATL ,0.00,T. Lawrence QB - JAX ,32.18,111.28,Steven,94.84
Adam,5,J. Goff QB - DET ,13.74,J. Jacobs RB - GB IA ,5.10,T. Etienne RB - JAX ,5.90,S. Diggs WR - HOU ,2.70,C. Ridley WR - TEN ,24.10,D. Kincaid TE - BUF ,4.60,D. Montgomery RB - DET ,15.80,J. Elliott K - PHI ,3.00,Ravens DEF ,6.00,J. Brooks LB - MIA ,2.00,N. Brown WR - HOU IA ,0.00,G. Davis WR - JAX Q ,0.00,J. Williams RB - DEN ,5.30,J. Dotson WR - WAS ,8.30,D. Achane RB - MIA ,0.50,J. Sanborn LB - CHI ,5.50,82.94,Liam,84.56
Steven,7,J. Burrow QB - CIN IR ,8.74,R. Mostert RB - MIA IA ,9.30,T. Pollard RB - TEN ,14.00,D. Samuel WR - SF ,6.20,J. Waddle WR - MIA IA ,6.50,G. Kittle TE - SF Q ,14.90,R. Rice WR - KC IA ,4.20,B. Aubrey K - DAL ,9.00,Dolphins DEF ,12.00,T. Edwards LB - CHI ,10.00,A. Thielen WR - CAR ,7.40,T. Lockett WR - SEA ,6.10,C. Sutton WR - DEN Q ,12.60,S. Howell QB - SEA ,17.74,M. Gay K - IND ,0.00,Buccaneers DEF ,4.00,94.84,Liam WHYTE,111.28
Oliver,10,J. Dobbs QB - SF ,20.94,A. Jones RB - MIN ,1.70,B. Hall RB - NYJ ,13.30,K. Allen WR - CHI IA ,17.60,C. Kupp WR - LA IA ,1.10,D. Njoku TE - CLE ,5.60,T. Dell WR - HOU IR ,20.90,D. Hopkins K - CLE IA ,7.00,Jets DEF ,2.00,B. Okereke LB - NYG ,14.00,T. Hill TE - NO ,0.00,C. Kirk WR - JAX IA ,4.80,T. Allgeier RB - ATL ,0.00,J. Warren RB - PIT ,20.50,J. Downs WR - IND ,0.00,K. Mitchell RB - BAL IR ,4.10,104.14,Kevin,129.66
Aaron,8,T. Tagovailoa QB - MIA ,17.60,R. White RB - TB ,11.80,J. Gibbs RB - DET ,15.50,T. McLaurin WR - WAS ,5.30,J. Chase WR - CIN ,7.20,T. McBride TE - ARI ,4.30,K. Walker RB - SEA ,1.60,J. Sanders K - MIA ,10.00,Eagles DEF ,6.00,R. Smith LB - BAL ,7.00,J. Smith TE - MIA ,0.00,J. Hill RB - BAL ,0.70,M. Sanders RB - CAR ,5.20,G. Pickens WR - PIT ,3.70,Z. Flowers WR - BAL IA ,5.00,C. Stroud QB - HOU ,15.34,86.30,Jackson ,98.40
Kevin,9,J. Herbert QB - LAC IR ,27.70,S. Barkley RB - PHI ,26.00,J. Ford RB - CLE ,9.90,B. Cooks WR - DAL ,4.20,J. Meyers WR - LV ,4.90,D. Schultz TE - HOU ,9.20,K. Hunt RB - CLE ,3.70,J. Tucker K - BAL ,10.00,Steelers DEF ,7.00,Q. Williams LB - NYJ ,8.50,Z. Moss RB - CIN ,0.00,M. Pittman WR - IND ,0.00,D. London WR - ATL ,0.00,C. Olave WR - NO ,0.00,B. Robinson RB - ATL ,0.00,S. LaPorta TE - DET Q ,4.30,111.10,Todd,134.30
Todd,2,J. Hurts QB - PHI Q ,20.90,J. Mixon RB - HOU ,16.00,B. Robinson RB - WAS ,14.20,A. St. Brown WR - DET ,13.70,N. Collins WR - HOU ,6.50,J. Ferguson TE - DAL ,3.20,C. McCaffrey RB - SF IA ,16.30,T. Bass K - BUF ,16.00,Cowboys DEF ,21.00,F. Oluokun LB - JAX ,6.50,T. Boyd WR - CIN ,2.20,G. Edwards RB - LAC ,19.00,M. Brown WR - KC IR ,2.20,T. Higgins WR - CIN IA ,0.00,I. Pacheco RB - KC ,9.10,Browns DEF ,7.00,134.30,Kevin,111.10
Jackson ,1,J. Allen QB - BUF ,22.50,A. Ekeler RB - WAS ,5.00,D. Swift RB - CHI IA ,16.70,D. Adams WR - LV ,14.20,G. Wilson WR - NYJ Q ,-0.10,T. Hockenson TE - MIN IR ,5.50,D. Moore WR - CHI ,15.60,G. Joseph K - GB ,8.00,Lions DEF ,6.00,T. Bernard LB - BUF ,5.00,C. Kmet TE - CHI Q ,2.00,J. Jefferson WR - MIN ,0.00,K. Herbert RB - CHI ,4.10,R. Stevenson RB - NE IR ,0.00,B. Purdy QB - SF IA ,26.72,Z. Franklin LB - IND ,0.00,98.40,Aaron,86.30
Kevin,6,L. Jackson QB - BAL IA ,23.96,D. Singletary RB - NYG ,17.80,J. Cook RB - BUF ,16.20,C. Lamb WR - DAL ,10.50,B. Aiyuk WR - SF ,21.60,T. Kelce TE - KC IA ,8.40,P. Nacua WR - LA ,13.70,N. Folk K - TEN ,2.00,Commanders DEF ,9.00,C. Bynum DB - MIN ,6.50,D. Prescott QB - DAL ,16.16,J. Jeudy WR - CLE ,5.80,J. Taylor RB - IND ,0.00,D. Pierce RB - HOU ,0.00,K. Williams RB - LA IA ,0.00,J. Reed WR - GB ,15.20,129.66,Oliver,104.14
