Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,DP,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Liam,6,R. Wilson QB - PIT ,17.52,D. Henry RB - BAL ,1.00,N. Harris RB - PIT ,1.30,M. Evans WR - TB ,11.70,D. Metcalf WR - SEA ,7.80,E. Engram TE - JAX ,2.80,A. Brown WR - PHI Q ,5.60,C. Dicker K - LAC ,3.00,49ers DEF ,12.00,R. Blankenship DB - PHI Q ,5.50,D. Hopkins WR - TEN ,3.10,G. Everett TE - CHI Q ,4.10,J. Fields QB - PIT ,9.64,B. Jordan TE - HOU ,1.40,I. Likely TE - BAL ,13.00,J. Addison WR - MIN ,23.10,68.22,Kevin,85.82
Liam WHYTE,5,P. Mahomes QB - KC IA ,17.70,J. Conner RB - ARI ,14.90,A. Kamara RB - NO IA ,11.00,A. Cooper WR - CLE IA ,16.90,D. Smith WR - PHI IA ,5.00,K. Pitts TE - ATL ,3.70,D. Johnson WR - CAR ,13.20,H. Butker K - KC ,11.00,Packers DEF ,6.00,F. Warner LB - SF ,11.50,T. Hill WR - MIA ,0.00,D. Foreman RB - CLE IA ,-0.60,M. Andrews TE - BAL IR ,0.00,A. Mattison RB - LV ,0.00,T. Lawrence QB - JAX ,14.66,Bills DEF ,9.00,110.90,Adam,71.42
Adam,8,J. Goff QB - DET ,31.12,J. Jacobs RB - GB IA ,0.00,T. Etienne RB - JAX ,6.90,S. Diggs WR - HOU ,4.80,C. Ridley WR - TEN ,3.90,D. Kincaid TE - BUF ,0.00,D. Montgomery RB - DET ,8.20,J. Elliott K - PHI ,5.00,Ravens DEF ,9.00,B. Okereke LB - NYG ,2.50,D. Johnson RB - JAX ,0.50,J. Williams RB - DEN ,2.00,P. Freiermuth TE - PIT ,2.10,D. Achane RB - MIA ,6.20,Buccaneers DEF ,5.00,B. Cashman LB - MIN ,0.00,71.42,Liam WHYTE,110.90
Steven,4,J. Love QB - GB ,17.46,R. Mostert RB - MIA IA ,16.30,T. Pollard RB - TEN ,5.70,D. Samuel WR - SF ,17.90,J. Waddle WR - MIA IA ,20.20,G. Kittle TE - SF Q ,5.40,C. Sutton WR - DEN Q ,7.10,B. Aubrey K - DAL ,4.00,Dolphins DEF ,24.00,A. Singleton LB - DEN ,4.00,A. Thielen WR - CAR ,4.30,T. Lockett WR - SEA ,2.10,S. Howell QB - SEA ,8.28,R. Rice WR - KC IA ,17.10,M. Gay K - IND ,12.00,T. Edwards LB - CHI ,6.50,122.06,Kevin,124.54
Oliver,10,J. Browning QB - CIN ,18.96,A. Jones RB - MIN ,6.90,B. Hall RB - NYJ ,2.80,O. Beckham WR - BAL IA ,1.40,C. Kupp WR - LA IA ,17.10,D. Njoku TE - CLE ,16.40,C. Hubbard RB - CAR ,10.30,D. Hopkins K - CLE IA ,8.00,Jets DEF ,2.00,A. Winfield DB - TB ,11.00,K. Allen WR - CHI IA ,0.00,T. Hill TE - NO ,0.50,A. Dillon RB - GB IA ,0.00,J. Warren RB - PIT ,6.80,T. Spears RB - TEN ,3.70,K. Mitchell RB - BAL IR ,8.80,94.86,Jackson ,79.46
Aaron,9,T. Tagovailoa QB - MIA ,12.96,R. White RB - TB ,19.90,J. Gibbs RB - DET ,22.80,J. Chase WR - CIN ,6.40,Z. Flowers WR - BAL IA ,0.70,T. McBride TE - ARI ,10.20,M. Sanders RB - CAR ,1.30,J. Sanders K - MIA ,12.00,Eagles DEF ,3.00,L. Wilson LB - CIN ,5.50,J. Hill RB - BAL ,2.30,T. McLaurin WR - WAS ,21.10,G. Pickens WR - PIT ,5.20,K. Walker RB - SEA ,17.20,C. Otton TE - TB ,4.40,C. Stroud QB - HOU ,0.00,94.76,Todd,162.32
Kevin,7,M. Stafford QB - LA IA ,18.52,S. Barkley RB - PHI ,3.70,Z. Moss RB - CIN ,9.30,B. Cooks WR - DAL ,1.00,M. Pittman WR - IND ,7.80,S. LaPorta TE - DET Q ,23.60,B. Robinson RB - ATL ,-0.60,J. Tucker K - BAL ,11.00,Steelers DEF ,2.00,B. Wagner LB - WAS ,9.50,D. Schultz TE - HOU ,5.80,J. Meyers WR - LV ,13.68,J. Ford RB - CLE ,3.10,C. Olave WR - NO ,0.00,Chiefs DEF ,7.00,Q. Williams LB - NYJ ,6.00,85.82,Liam,68.22
Todd,1,J. Hurts QB - PHI Q ,21.92,J. Mixon RB - HOU ,12.10,C. McCaffrey RB - SF IA ,36.70,T. Higgins WR - CIN IA ,18.10,A. St. Brown WR - DET ,17.20,J. Ferguson TE - DAL ,4.40,G. Edwards RB - LAC ,12.90,K. Fairbairn K - HOU ,17.00,Browns DEF ,13.00,F. Oluokun LB - JAX ,9.00,D. Goedert TE - PHI ,3.10,N. Collins WR - HOU ,0.00,C. Watson WR - GB IA ,0.00,I. Pacheco RB - KC ,0.00,B. Robinson RB - WAS ,0.00,Cowboys DEF ,0.00,162.32,Aaron,94.76
Jackson ,3,J. Allen QB - BUF ,16.16,A. Ekeler RB - WAS ,3.80,D. Swift RB - CHI IA ,7.50,D. Moore WR - CHI ,5.20,J. Jefferson WR - MIN ,8.40,T. Hockenson TE - MIN IR ,6.30,E. Elliott RB - DAL ,4.60,J. Moody K - SF ,9.00,Saints DEF ,14.00,Z. Franklin LB - IND ,4.50,D. Adams WR - LV ,16.10,C. Kmet TE - CHI Q ,8.30,K. Herbert RB - CHI ,1.20,R. Stevenson RB - NE IR ,0.00,G. Wilson WR - NYJ Q ,2.90,B. Purdy QB - SF IA ,25.68,79.46,Oliver,94.86
Kevin,2,L. Jackson QB - BAL IA ,18.54,J. Cook RB - BUF ,34.10,K. Williams RB - LA IA ,19.50,C. Lamb WR - DAL ,11.60,B. Aiyuk WR - SF ,3.70,T. Kelce TE - KC IA ,2.80,P. Nacua WR - LA ,5.30,W. Lutz K - DEN ,5.00,Texans DEF ,13.00,L. David LB - TB ,11.00,D. Prescott QB - DAL ,6.06,D. Singletary RB - NYG ,17.00,J. Jeudy WR - CLE ,7.40,J. Taylor RB - IND ,0.00,D. Pierce RB - HOU ,0.30,J. Reed WR - GB ,11.20,124.54,Steven,122.06
