Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,DP,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Liam,8,D. Watson QB - CLE IR ,18.96,D. Henry RB - BAL ,16.20,N. Harris RB - PIT ,13.60,M. Evans WR - TB ,10.70,A. Brown WR - PHI Q ,12.60,D. Goedert TE - PHI ,5.00,D. Metcalf WR - SEA ,5.00,C. Dicker K - LAC ,11.00,Raiders DEF ,19.00,J. Hicks LB - CLE ,14.00,D. Hopkins WR - TEN ,6.50,E. Engram TE - JAX ,0.00,D. Henderson RB ,3.50,J. Fields QB - PIT ,0.00,J. Addison WR - MIN ,5.20,49ers DEF ,0.00,126.06,Kevin,80.98
Liam WHYTE,3,P. Mahomes QB - KC IA ,15.80,A. Kamara RB - NO IA ,7.00,A. Mattison RB - LV ,15.30,T. Hill WR - MIA ,4.50,D. Smith WR - PHI IA ,11.10,M. Andrews TE - BAL IR ,8.00,A. Cooper WR - CLE IA ,19.90,H. Butker K - KC ,3.00,Giants DEF ,-1.00,C. Mosley LB - NYJ ,8.50,M. Thomas WR - NO IR ,0.00,J. Conner RB - ARI ,0.00,D. Johnson WR - CAR ,15.00,K. Pitts TE - ATL ,5.60,T. Lawrence QB - JAX ,0.00,F. Warner LB - SF ,0.00,92.10,Jackson ,116.32
Adam,4,D. Carr QB - NO ,16.74,R. Freeman RB - DAL ,4.70,J. Jacobs RB - GB IA ,21.80,S. Diggs WR - HOU ,16.60,G. Davis WR - JAX Q ,1.00,D. Kincaid TE - BUF ,6.10,D. Singletary RB - NYG ,2.60,J. Elliott K - PHI ,4.00,Ravens DEF ,15.00,J. Brooks LB - MIA ,10.50,J. Goff QB - DET ,0.00,C. Ridley WR - TEN ,0.00,D. Montgomery RB - DET ,0.00,J. Williams RB - DEN ,0.00,T. Etienne RB - JAX ,0.00,D. Achane RB - MIA ,0.00,99.04,Todd,135.48
Steven,5,J. Burrow QB - CIN IR ,22.32,R. Mostert RB - MIA IA ,14.50,T. Pollard RB - TEN ,6.30,A. Thielen WR - CAR ,2.90,J. Waddle WR - MIA IA ,5.40,T. McBride TE - ARI ,2.70,T. Lockett WR - SEA ,3.20,B. Aubrey K - DAL ,7.00,Dolphins DEF ,5.00,T. Edwards LB - CHI ,14.00,G. Kittle TE - SF Q ,0.00,C. Sutton WR - DEN Q ,0.00,D. Samuel WR - SF ,0.00,A. Dillon RB - GB IA ,4.30,R. Rice WR - KC IA ,7.70,M. Gay K - IND ,11.00,83.32,Kevin,83.94
Oliver,10,W. Levis QB - TEN IA ,8.68,K. Hunt RB - CLE ,9.80,B. Hall RB - NYJ ,9.00,K. Allen WR - CHI IA ,7.70,C. Kupp WR - LA IA ,5.80,T. Hill TE - NO ,16.62,J. Downs WR - IND ,1.00,D. Hopkins K - CLE IA ,9.00,Steelers DEF ,7.00,T. Bernard LB - BUF ,3.00,A. Jones RB - MIN ,13.90,J. Dobbs QB - SF ,26.92,C. Kirk WR - JAX IA ,0.00,T. Allgeier RB - ATL ,9.00,T. Spears RB - TEN ,2.20,T. Dell WR - HOU IR ,23.60,77.60,Aaron,75.12
Aaron,6,T. Tagovailoa QB - MIA ,14.42,K. Walker RB - SEA ,1.70,R. White RB - TB ,23.90,J. Chase WR - CIN ,4.10,Z. Flowers WR - BAL IA ,1.10,J. Smith TE - MIA ,17.00,G. Pickens WR - PIT ,-0.10,J. Sanders K - MIA ,2.00,Eagles DEF ,7.00,R. Smith LB - BAL ,4.00,M. Brown WR - KC IR ,3.40,J. Hill RB - BAL ,4.00,T. McLaurin WR - WAS ,7.30,M. Sanders RB - CAR ,6.10,J. Gibbs RB - DET ,0.00,A. Richardson QB - IND IR ,0.00,75.12,Oliver,77.60
Kevin,7,J. Herbert QB - LAC IR ,9.14,S. Barkley RB - PHI ,11.30,B. Robinson RB - ATL ,3.90,J. Meyers WR - LV ,11.50,M. Pittman WR - IND ,6.40,D. Schultz TE - HOU ,17.00,J. Ford RB - CLE ,7.70,J. Tucker K - BAL ,13.00,Bills DEF ,1.00,Q. Williams LB - NYJ ,3.00,D. Waller TE - NYG ,0.00,Z. Moss RB - CIN ,2.60,D. London WR - ATL ,0.00,C. Olave WR - NO ,10.60,S. LaPorta TE - DET Q ,0.00,B. Wagner LB - WAS ,9.50,83.94,Steven,83.32
Todd,2,J. Hurts QB - PHI Q ,27.88,J. Mixon RB - HOU ,12.80,I. Pacheco RB - KC ,6.60,T. Higgins WR - CIN IA ,11.00,N. Collins WR - HOU ,11.40,D. Njoku TE - CLE ,8.60,G. Edwards RB - LAC ,17.20,T. Bass K - BUF ,4.00,Browns DEF ,23.00,L. David LB - TB ,13.00,C. McCaffrey RB - SF IA ,0.00,A. St. Brown WR - DET ,0.00,J. Ferguson TE - DAL ,15.10,B. Robinson RB - WAS ,10.70,Cowboys DEF ,2.00,F. Oluokun LB - JAX ,0.00,135.48,Adam,99.04
Jackson ,1,J. Allen QB - BUF ,24.72,A. Ekeler RB - WAS ,19.00,D. Swift RB - CHI IA ,9.40,D. Adams WR - LV ,3.40,D. Moore WR - CHI ,3.40,T. Hockenson TE - MIN IR ,6.90,G. Wilson WR - NYJ Q ,6.00,G. Joseph K - GB ,11.00,Chargers DEF ,27.00,B. Okereke LB - NYG ,5.50,C. Godwin WR - TB ,1.60,C. Kmet TE - CHI Q ,19.00,J. Jefferson WR - MIN ,0.00,C. Hubbard RB - CAR ,6.70,K. Herbert RB - CHI ,0.00,R. Stevenson RB - NE IR ,18.90,116.32,Liam WHYTE,92.10
Kevin,9,L. Jackson QB - BAL IA ,13.48,J. Taylor RB - IND ,12.90,J. Cook RB - BUF ,3.90,C. Lamb WR - DAL ,17.10,P. Nacua WR - LA ,3.20,T. Kelce TE - KC IA ,1.40,J. Reed WR - GB ,4.00,Y. Koo K - ATL ,18.00,Commanders DEF ,3.00,C. Bynum DB - MIN ,4.00,D. Prescott QB - DAL ,30.36,J. Williams RB - NO ,1.20,J. Jeudy WR - CLE ,0.00,B. Aiyuk WR - SF ,0.00,D. Pierce RB - HOU ,0.00,K. Williams RB - LA IA ,0.00,80.98,Liam,126.06
