Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,DP,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Liam,4,G. Minshew QB - IND ,25.70,D. Cook RB - MIN ,7.70,D. Montgomery RB - DET ,6.40,D. Adams WR - LV ,1.50,C. Lamb WR - DAL ,24.00,T. Hockenson TE - MIN ,22.90,I. Pacheco RB - KC ,9.00,E. McPherson K - CIN ,4.00,Chargers DEF ,20.00,R. Evans LB - ATL ,4.00,C. Patterson RB - ATL ,3.10,J. Jeudy WR - DEN ,11.70,J. Hurts QB - PHI ,0.00,D. Jackson RB - IND ,0.90,T. Allgeier RB - ATL ,12.70,D. London WR - ATL ,7.60,125.20,Steven,117.50
Liam WHYTE,7,J. Herbert QB - LAC Q ,5.50,C. McCaffrey RB - SF ,11.80,S. Barkley RB - NYG ,19.30,D. Hopkins WR - ARI Q ,0.40,T. Hill WR - MIA ,10.30,P. Freiermuth TE - PIT Q ,6.60,R. Stevenson RB - NE ,1.30,H. Butker K - KC ,6.00,Broncos DEF ,-4.00,L. David LB - TB ,10.00,A. Thielen WR - CAR ,0.60,K. Hunt RB - CLE ,2.20,R. Tonyan TE - CHI ,1.30,C. Akers RB - LA ,32.70,D. Smith WR - PHI ,23.30,C. York K - CLE ,4.00,67.20,Kevin,132.58
Adam,2,K. Cousins QB - MIN ,24.16,A. Jones RB - GB ,3.40,J. Dobbins RB - BAL ,5.90,J. Jefferson WR - MIN ,19.30,C. Watson WR - GB ,4.90,J. Johnson TE - NO ,0.90,M. Sanders RB - CAR ,5.10,J. Tucker K - BAL ,9.00,Buccaneers DEF ,8.00,J. Jewell LB - DEN ,7.50,A. Rodgers QB - NYJ ,13.32,J. Williams RB - NO ,1.40,R. James WR - NYG ,9.00,D. Schultz TE - HOU ,4.30,D. Jones QB - NYG ,20.76,D. Swift RB - PHI ,2.50,88.16,Kevin,106.16
Steven,1,J. Burrow QB - CIN ,23.50,R. Mostert RB - MIA Q ,3.90,D. Henry RB - TEN ,16.60,M. Evans WR - TB ,3.90,J. Waddle WR - MIA ,20.30,C. Kmet TE - CHI ,2.70,E. Elliott RB - DAL ,12.10,B. Maher K - DAL ,16.00,Ravens DEF ,8.00,F. Oluokun LB - JAX ,10.50,G. Smith QB - SEA ,12.20,T. Lockett WR - SEA ,0.00,S. Perine RB - DEN ,3.70,N. Fant TE - SEA ,7.20,D. Peoples-Jones WR - CLE ,0.20,B. Wagner LB - SEA ,12.00,117.50,Liam,125.20
Oliver,5,J. Fields QB - CHI Q ,11.86,J. McKinnon RB - KC ,9.80,K. Walker RB - SEA ,10.50,D. Metcalf WR - SEA ,8.10,A. St. Brown WR - DET ,7.60,G. Kittle TE - SF ,24.00,C. Godwin WR - TB ,6.30,T. Bass K - BUF ,4.00,Bills DEF ,10.00,J. Pitre DB - HOU Q ,11.00,L. Murray RB - BUF ,6.00,D. Watson QB - CLE ,11.80,L. Jackson QB - BAL Q ,0.00,T. Homer RB - CHI IR ,1.00,D. Samuel WR - SF ,0.00,J. Taylor RB - IND IR ,0.00,103.16,Aaron,118.36
Aaron,8,T. Lawrence QB - JAX ,18.26,L. Fournette RB - TB ,16.20,D. Singletary RB - HOU ,18.50,S. Diggs WR - BUF ,2.60,B. Aiyuk WR - SF ,8.10,E. Engram TE - JAX ,11.30,K. Allen WR - LAC ,11.40,G. Gano K - NYG ,12.00,49ers DEF ,7.00,N. Bolton LB - KC ,13.00,D. Carr QB - NO ,6.36,M. Mariota QB - PHI IR ,0.00,J. Wilson RB - MIA ,10.00,T. McLaurin WR - WAS ,13.70,B. Robinson RB - WAS Q ,6.80,Patriots DEF ,14.00,118.36,Oliver,103.16
Kevin,3,P. Mahomes QB - KC ,23.76,J. Conner RB - ARI Q ,18.00,A. Kamara RB - NO ,17.00,D. Moore WR - CHI ,15.10,J. Chase WR - CIN ,6.90,D. Waller TE - NYG ,5.80,C. Kirk WR - JAX Q ,2.60,D. Carlson K - LV ,4.00,Cowboys DEF ,7.00,D. Greenlaw LB - SF ,6.00,D. Prescott QB - DAL ,27.98,D. Njoku TE - CLE ,1.40,T. Pollard RB - DAL Q ,8.00,T. Etienne RB - JAX ,11.20,Eagles DEF ,10.00,J. Hicks LB - MIN ,8.50,106.16,Adam,88.16
Todd,10,B. Purdy QB - SF Q ,15.96,J. Mixon RB - CIN ,10.80,B. Knight RB - NYJ ,1.30,M. Williams WR - LAC Q ,7.60,A. Brown WR - PHI ,10.30,T. Hill TE - NO ,11.60,N. Harris RB - PIT ,10.50,J. Myers K - SEA ,4.00,Chiefs DEF ,8.00,J. Brooks LB - SEA IR ,7.50,T. Brady QB - TB ,11.34,G. Everett TE - LAC ,0.00,J. Smith-Schuster WR - NE ,2.70,D. Johnson WR - PIT ,6.40,A. Dillon RB - GB ,12.80,R. White RB - TB ,11.30,87.56,-,-
Jackson ,9,J. Goff QB - DET ,25.70,N. Chubb RB - CLE ,10.20,J. Jacobs RB - LV ,6.00,A. Cooper WR - CLE ,7.20,T. Higgins WR - CIN ,18.80,M. Andrews TE - BAL ,4.50,C. Olave WR - NO ,0.00,Y. Koo K - ATL ,9.00,Panthers DEF ,4.00,C. Mosley LB - NYJ ,10.50,J. Garoppolo QB - LV Q ,0.00,C. Kupp WR - LA IR ,0.00,J. Robinson RB - NE ,0.00,A. Gibson RB - WAS IR ,3.10,M. Carter RB - NYJ ,5.00,G. Zuerlein K - NYJ ,3.00,95.90,-,-
Kevin,6,J. Allen QB - BUF ,24.98,D. Foreman RB - CHI ,22.50,A. Ekeler RB - LAC ,19.90,D. Slayton WR - NYG ,7.90,M. Pittman WR - IND ,4.90,T. Kelce TE - KC ,11.30,A. Lazard WR - NYJ ,6.10,R. Succop K - TB ,13.00,Packers DEF ,11.00,R. Smith LB - BAL ,11.00,T. Higbee TE - LA ,21.40,T. Boyd WR - CIN Q ,2.10,C. Sutton WR - DEN ,6.40,T. Tagovailoa QB - MIA ,12.40,K. Herbert RB - CHI ,0.30,D. Pierce RB - HOU IR ,0.00,132.58,Liam WHYTE,67.20
