Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,DP,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Liam,4,G. Minshew QB - IND ,16.96,D. Cook RB - MIN ,6.40,D. Montgomery RB - DET ,3.60,D. Adams WR - LV ,27.30,C. Lamb WR - DAL ,10.00,T. Hockenson TE - MIN ,5.90,I. Pacheco RB - KC ,10.90,E. McPherson K - CIN ,0.00,Giants DEF ,14.00,R. Evans LB - ATL ,4.00,C. Patterson RB - ATL ,14.40,I. Hodgins WR - NYG ,10.20,J. Jeudy WR - DEN ,3.80,J. Hurts QB - PHI ,0.00,T. Allgeier RB - ATL ,15.50,Chargers DEF ,9.00,99.06,Kevin,123.92
Liam WHYTE,7,J. Herbert QB - LAC Q ,16.68,C. McCaffrey RB - SF ,25.30,S. Barkley RB - NYG ,5.30,D. Hopkins WR - ARI Q ,0.00,T. Hill WR - MIA ,12.70,P. Freiermuth TE - PIT Q ,3.60,R. Stevenson RB - NE ,5.10,H. Butker K - KC ,3.00,Broncos DEF ,4.00,L. David LB - TB ,7.50,A. Thielen WR - CAR ,1.60,K. Hunt RB - CLE ,-0.10,R. Tonyan TE - CHI ,11.20,C. Akers RB - LA ,13.30,D. Smith WR - PHI ,11.50,C. York K - CLE ,6.00,83.18,Oliver,81.40
Adam,2,D. Jones QB - NYG ,36.18,A. Jones RB - GB ,11.30,D. Swift RB - PHI ,23.70,R. James WR - NYG ,13.60,J. Jefferson WR - MIN ,2.50,D. Schultz TE - HOU ,17.60,M. Sanders RB - CAR ,6.10,J. Tucker K - BAL ,9.00,Jaguars DEF ,17.00,A. Singleton LB - DEN ,8.50,A. Rodgers QB - NYJ ,16.56,K. Cousins QB - MIN ,7.90,J. Williams RB - NO ,21.70,J. Dobbins RB - BAL ,9.30,J. Johnson TE - NO ,6.20,C. Watson WR - GB ,1.10,145.48,Steven,56.00
Steven,1,J. Burrow QB - CIN ,0.00,R. Mostert RB - MIA Q ,15.10,D. Henry RB - TEN ,0.00,T. Lockett WR - SEA ,1.50,J. Waddle WR - MIA ,5.20,D. Goedert TE - PHI ,4.50,E. Elliott RB - DAL ,9.70,B. Maher K - DAL ,9.00,Ravens DEF ,3.00,F. Oluokun LB - JAX ,8.00,G. Smith QB - SEA ,19.12,M. Evans WR - TB ,38.70,S. Perine RB - DEN ,0.00,N. Fant TE - SEA ,4.00,D. Peoples-Jones WR - CLE ,7.30,B. Wagner LB - SEA ,6.00,56.00,Adam,145.48
Oliver,5,J. Fields QB - CHI Q ,16.20,L. Murray RB - BUF ,7.20,K. Walker RB - SEA ,14.20,D. Metcalf WR - SEA ,0.30,A. St. Brown WR - DET ,6.20,G. Kittle TE - SF ,9.30,C. Godwin WR - TB ,13.00,T. Bass K - BUF ,0.00,Bills DEF ,0.00,J. Pitre DB - HOU Q ,15.00,J. McKinnon RB - KC ,17.60,D. Watson QB - CLE ,21.86,L. Jackson QB - BAL Q ,0.00,T. Homer RB - CHI IR ,0.00,D. Samuel WR - SF ,0.00,J. Taylor RB - IND IR ,0.00,81.40,Liam WHYTE,83.18
Aaron,8,T. Lawrence QB - JAX ,4.48,L. Fournette RB - TB ,4.70,D. Singletary RB - HOU ,0.00,S. Diggs WR - BUF ,0.00,B. Aiyuk WR - SF ,17.70,E. Engram TE - JAX ,3.90,K. Allen WR - LAC ,6.80,G. Gano K - NYG ,9.00,49ers DEF ,3.00,N. Bolton LB - KC ,7.50,D. Carr QB - NO ,0.00,M. Mariota QB - PHI IR ,0.00,J. Wilson RB - MIA ,7.60,T. McLaurin WR - WAS ,4.70,B. Robinson RB - WAS Q ,8.70,Patriots DEF ,12.00,57.08,Kevin,85.80
Kevin,3,P. Mahomes QB - KC ,24.52,J. Conner RB - ARI Q ,11.00,T. Etienne RB - JAX ,22.00,D. Moore WR - CHI ,17.70,J. Chase WR - CIN ,0.00,D. Waller TE - NYG ,13.20,A. Kamara RB - NO ,8.00,D. Carlson K - LV ,12.00,Cowboys DEF ,10.00,D. Greenlaw LB - SF ,5.50,D. Prescott QB - DAL ,14.38,D. Njoku TE - CLE ,2.10,C. Kirk WR - JAX Q ,2.10,T. Pollard RB - DAL Q ,0.00,Eagles DEF ,10.00,J. Hicks LB - MIN ,2.50,123.92,Liam,99.06
Todd,10,T. Brady QB - TB ,37.68,J. Mixon RB - CIN ,0.00,N. Harris RB - PIT ,18.30,A. Brown WR - PHI ,15.70,D. Johnson WR - PIT ,3.50,T. Hill TE - NO ,12.56,B. Knight RB - NYJ ,4.40,J. Myers K - SEA ,11.00,Chiefs DEF ,8.00,J. Brooks LB - SEA IR ,3.50,G. Everett TE - LAC ,7.50,J. Smith-Schuster WR - NE ,2.10,M. Williams WR - LAC Q ,9.40,A. Dillon RB - GB ,10.10,B. Purdy QB - SF Q ,17.06,R. White RB - TB ,4.80,114.64,-,-
Jackson ,9,J. Goff QB - DET ,22.40,N. Chubb RB - CLE ,11.60,J. Jacobs RB - LV ,15.50,A. Cooper WR - CLE ,22.50,T. Higgins WR - CIN ,0.00,M. Andrews TE - BAL ,10.00,C. Olave WR - NO ,4.20,Y. Koo K - ATL ,8.00,Panthers DEF ,4.00,C. Mosley LB - NYJ ,9.00,J. Garoppolo QB - LV Q ,0.00,C. Kupp WR - LA IR ,0.00,J. Robinson RB - NE ,0.00,A. Gibson RB - WAS IR ,0.00,M. Carter RB - NYJ ,1.50,G. Zuerlein K - NYJ ,6.00,107.20,-,-
Kevin,6,J. Allen QB - BUF ,0.00,D. Foreman RB - CHI ,3.50,A. Ekeler RB - LAC ,28.10,D. Slayton WR - NYG ,-0.60,M. Pittman WR - IND ,10.10,T. Kelce TE - KC ,4.30,A. Lazard WR - NYJ ,5.90,R. Succop K - TB ,4.00,Packers DEF ,23.00,R. Smith LB - BAL ,7.50,T. Higbee TE - LA ,1.10,T. Boyd WR - CIN Q ,0.00,C. Sutton WR - DEN ,5.40,T. Tagovailoa QB - MIA ,0.00,K. Herbert RB - CHI ,3.10,D. Pierce RB - HOU IR ,0.00,85.80,Aaron,57.08
