Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,DP,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Liam,5,J. Hurts QB - PHI ,30.82,D. Cook RB - MIN ,6.60,D. Montgomery RB - DET ,11.30,D. Adams WR - LV ,7.90,C. Lamb WR - DAL ,12.70,T. Hockenson TE - MIN ,10.30,C. Patterson RB - ATL ,7.10,E. McPherson K - CIN ,8.00,Saints DEF ,5.00,Z. Franklin LB - IND ,8.00,G. Edwards RB - BAL ,9.20,J. Jeudy WR - DEN ,0.00,D. Jackson RB - IND ,0.00,T. Allgeier RB - ATL ,5.40,D. London WR - ATL ,2.90,I. Pacheco RB - KC ,14.60,107.72,Oliver,106.86
Liam WHYTE,7,J. Herbert QB - LAC Q ,28.76,C. McCaffrey RB - SF ,4.90,S. Barkley RB - NYG ,11.20,D. Hopkins WR - ARI Q ,15.70,T. Hill WR - MIA ,9.00,P. Freiermuth TE - PIT Q ,3.90,A. Thielen WR - CAR ,12.10,H. Butker K - KC ,14.00,Broncos DEF ,2.00,L. David LB - TB ,7.00,K. Hunt RB - CLE ,2.10,R. Tonyan TE - CHI ,3.00,C. Akers RB - LA ,3.70,R. Stevenson RB - NE ,11.20,D. Smith WR - PHI ,5.00,C. York K - CLE ,7.00,108.56,Aaron,91.16
Adam,2,K. Murray QB - ARI IR ,25.24,A. Jones RB - GB ,15.90,J. Williams RB - NO ,10.60,G. Davis WR - BUF ,3.80,J. Jefferson WR - MIN ,20.34,D. Schultz TE - HOU ,15.10,M. Sanders RB - CAR ,30.00,J. Tucker K - BAL ,15.00,Dolphins DEF ,18.00,T. Edwards LB - CHI ,5.00,K. Cousins QB - MIN ,21.86,D. Jones QB - NYG ,16.52,D. Mooney WR - CHI IR ,0.00,D. Swift RB - PHI ,6.30,C. Watson WR - GB ,17.00,Jets DEF ,8.00,158.98,Kevin,103.72
Steven,1,J. Burrow QB - CIN ,18.00,D. Henry RB - TEN ,11.70,S. Perine RB - DEN ,15.30,T. Lockett WR - SEA ,12.80,J. Waddle WR - MIA ,8.50,C. Kmet TE - CHI ,4.70,M. Evans WR - TB ,3.10,R. Gould K - SF ,7.00,Ravens DEF ,5.00,F. Oluokun LB - JAX ,17.00,G. Smith QB - SEA ,19.32,A. Robinson WR - PIT IR ,0.00,R. Mostert RB - MIA Q ,0.00,E. Elliott RB - DAL ,15.50,D. Peoples-Jones WR - CLE ,1.60,B. Wagner LB - SEA ,5.00,103.10,Kevin,100.90
Oliver,6,L. Jackson QB - BAL Q ,23.06,J. Taylor RB - IND IR ,15.80,K. Walker RB - SEA ,15.90,C. Samuel WR - WAS ,2.30,A. St. Brown WR - DET ,18.90,G. Kittle TE - SF ,2.60,L. Murray RB - BUF ,9.80,W. Lutz K - NO ,0.00,Bills DEF ,8.00,R. Evans LB - ATL ,10.50,K. Drake RB - BAL ,0.20,C. Godwin WR - TB ,17.00,D. Metcalf WR - SEA ,9.00,D. Samuel WR - SF ,4.30,J. Fields QB - CHI Q ,0.00,K. Toney WR - KC ,0.00,106.86,Liam,107.72
Aaron,8,M. Mariota QB - PHI IR ,13.86,D. Singletary RB - HOU ,9.00,B. Robinson RB - WAS Q ,18.50,S. Diggs WR - BUF ,13.70,B. Aiyuk WR - SF ,6.50,M. Alie-Cox TE - IND ,1.40,J. Wilson RB - MIA ,11.20,G. Gano K - NYG ,10.00,Patriots DEF ,2.00,B. Okereke LB - NYG ,5.00,M. Stafford QB - LA IR ,0.00,K. Allen WR - LAC ,10.90,L. Fournette RB - TB ,0.00,R. Penny RB - PHI IR ,0.00,T. McLaurin WR - WAS ,5.30,49ers DEF ,15.00,91.16,Liam WHYTE,108.56
Kevin,4,P. Mahomes QB - KC ,18.40,J. Conner RB - ARI Q ,18.00,T. Pollard RB - DAL Q ,6.10,C. Kirk WR - JAX Q ,4.10,G. Wilson WR - NYJ ,21.40,D. Njoku TE - CLE ,8.90,A. Kamara RB - NO ,1.00,D. Carlson K - LV ,10.00,Cowboys DEF ,4.00,J. Hicks LB - MIN ,9.00,D. Prescott QB - DAL ,16.84,D. Moore WR - CHI ,16.30,J. Chase WR - CIN ,0.00,T. Etienne RB - JAX ,0.30,Eagles DEF ,6.00,-,-,100.90,Steven,103.10
Todd,10,T. Brady QB - TB ,18.04,N. Harris RB - PIT ,9.90,R. White RB - TB ,11.90,A. Brown WR - PHI ,8.60,J. Meyers WR - LV ,6.20,T. Hill TE - NO ,2.00,J. Smith-Schuster WR - NE ,3.80,J. Myers K - SEA ,10.50,Chiefs DEF ,11.00,J. Brooks LB - SEA IR ,12.50,R. Wilson QB - DEN ,8.48,J. Mixon RB - CIN ,0.00,M. Williams WR - LAC Q ,0.00,D. Johnson WR - PIT ,4.90,A. Dillon RB - GB ,14.80,F. Warner LB - SF ,9.50,94.44,Jackson ,132.78
Jackson ,9,J. Garoppolo QB - LV Q ,13.28,N. Chubb RB - CLE ,19.20,J. Jacobs RB - LV ,43.80,T. Higgins WR - CIN ,17.40,C. Olave WR - NO ,6.20,M. Andrews TE - BAL ,7.00,A. Cooper WR - CLE ,9.40,Y. Koo K - ATL ,7.00,Bears DEF ,0.00,C. Mosley LB - NYJ ,9.50,Z. Ertz TE - ARI IR ,0.00,J. Goff QB - DET ,17.60,C. Kupp WR - LA IR ,0.00,J. Robinson RB - NE ,0.00,A. Gibson RB - WAS IR ,5.40,M. Carter RB - NYJ ,3.60,132.78,Todd,94.44
Kevin,3,J. Allen QB - BUF ,31.92,A. Ekeler RB - LAC ,14.00,D. Pierce RB - HOU IR ,2.60,T. Boyd WR - CIN Q ,1.60,M. Pittman WR - IND ,13.10,T. Kelce TE - KC ,11.70,D. Foreman RB - CHI ,11.30,G. Joseph K - MIN ,9.00,Titans DEF ,2.00,R. Smith LB - BAL ,6.50,T. Higbee TE - LA ,0.00,A. Lazard WR - NYJ ,2.40,C. Sutton WR - DEN ,7.50,T. Tagovailoa QB - MIA ,15.96,K. Herbert RB - CHI ,0.00,R. Succop K - TB ,5.00,103.72,Adam,158.98
