Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,DP,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Liam,8,J. Hurts QB - PHI ,15.96,C. Patterson RB - ATL ,9.80,D. Cook RB - MIN ,8.60,D. Adams WR - LV ,10.50,D. London WR - ATL ,2.70,T. Hockenson TE - MIN ,31.90,C. Lamb WR - DAL ,15.70,D. Hopkins K - LAC IR ,10.50,Giants DEF ,16.00,B. Wagner LB - SEA ,8.50,J. Jones WR - TB ,0.70,M. Brown WR - ARI ,14.80,D. Montgomery RB - DET ,0.00,J. Jeudy WR - DEN ,11.30,T. Tagovailoa QB - MIA ,2.40,K. Gainwell RB - PHI ,7.70,130.16,Adam,133.68
Liam WHYTE,4,J. Herbert QB - LAC Q ,21.10,C. McCaffrey RB - SF ,16.80,S. Barkley RB - NYG ,16.20,T. Hill WR - MIA ,16.90,M. Thomas WR - NO IR ,0.00,P. Freiermuth TE - PIT Q ,9.50,K. Hunt RB - CLE ,6.80,C. York K - CLE ,8.00,Chargers DEF ,8.00,L. David LB - TB ,10.00,D. Hopkins WR - ARI Q ,0.00,A. Thielen WR - CAR ,7.20,N. Hines RB - BUF ,0.30,J. Dobbins RB - BAL ,18.30,R. Stevenson RB - NE ,8.90,D. Smith WR - PHI ,1.70,113.30,Kevin,130.22
Adam,1,K. Murray QB - ARI IR ,24.88,A. Jones RB - GB ,11.50,K. Herbert RB - CHI ,10.10,G. Davis WR - BUF ,1.30,J. Jefferson WR - MIN ,21.00,D. Knox TE - BUF ,4.00,J. Williams RB - NO ,22.90,J. Tucker K - BAL ,11.00,49ers DEF ,21.00,C. Holcomb LB - PIT IR ,6.00,K. Cousins QB - MIN ,12.92,D. Moore WR - CHI ,7.10,A. Mattison RB - MIN ,7.80,M. Sanders RB - CAR ,29.60,D. Duvernay WR - BAL IR ,5.10,D. Swift RB - PHI ,0.00,133.68,Liam,130.16
Steven,3,M. Mariota QB - PHI IR ,5.86,D. Henry RB - TEN ,20.70,C. Edwards-Helaire RB - KC IA ,21.40,M. Evans WR - TB ,22.30,J. Waddle WR - MIA ,3.90,D. Waller TE - NYG ,2.40,E. Elliott RB - DAL ,8.10,J. Sanders K - MIA ,9.00,Rams DEF ,1.00,F. Oluokun LB - JAX ,15.50,R. Woods WR - HOU ,9.00,T. Lockett WR - SEA ,7.10,R. Mostert RB - MIA Q ,8.10,C. Samuel WR - WAS ,3.80,J. Burrow QB - CIN ,20.08,Dolphins DEF ,1.00,110.16,Kevin,91.96
Oliver,6,L. Jackson QB - BAL Q ,14.06,J. Taylor RB - IND IR ,2.30,J. Williams RB - DEN IR ,2.70,D. Samuel WR - SF ,17.70,A. St. Brown WR - DET ,0.00,G. Kittle TE - SF ,2.40,D. Harris RB - BUF ,14.40,T. Bass K - BUF ,11.00,Bills DEF ,7.00,R. Smith LB - BAL ,9.00,L. Thomas TE - WAS ,1.90,C. Godwin WR - TB ,5.90,I. McKenzie WR - IND ,8.10,D. Metcalf WR - SEA ,14.90,C. Akers RB - LA ,1.30,I. Pacheco RB - KC ,6.30,80.56,Todd,88.90
Aaron,9,D. Carr QB - NO ,11.52,L. Fournette RB - TB ,11.40,R. Penny RB - PHI IR ,27.70,S. Diggs WR - BUF ,6.20,T. McLaurin WR - WAS ,2.50,K. Pitts TE - ATL IR ,2.50,J. Wilson RB - MIA ,13.40,M. Prater K - ARI ,8.00,Patriots DEF ,11.00,C. Mosley LB - NYJ ,9.00,M. Stafford QB - LA IR ,6.76,K. Allen WR - LAC ,0.00,H. Renfrow WR - LV ,0.00,D. Singletary RB - HOU ,8.10,B. Aiyuk WR - SF ,3.70,T. Burks WR - TEN ,1.80,103.22,Jackson ,96.64
Kevin,7,P. Mahomes QB - KC ,24.36,J. Conner RB - ARI Q ,7.70,A. Kamara RB - NO ,0.00,C. Kirk WR - JAX Q ,8.30,J. Chase WR - CIN ,8.10,D. Goedert TE - PHI ,7.20,T. Pollard RB - DAL Q ,0.80,D. Carlson K - LV ,14.00,Eagles DEF ,15.00,D. Campbell LB - GB ,6.50,D. Prescott QB - DAL ,0.00,T. Higbee TE - LA ,7.30,D. Schultz TE - HOU ,0.00,M. Hardman WR - NYJ IR ,0.40,T. Etienne RB - JAX ,3.20,J. Dotson WR - WAS ,11.30,91.96,Steven,110.16
Todd,10,C. Wentz QB - WAS ,7.30,J. Mixon RB - CIN ,13.40,N. Harris RB - PIT ,8.40,M. Williams WR - LAC Q ,12.00,A. Brown WR - PHI ,9.50,G. Everett TE - LAC ,12.10,D. Johnson WR - PIT ,2.20,M. Gay K - IND ,9.00,Steelers DEF ,5.00,J. Brooks LB - SEA IR ,10.00,T. Brady QB - TB ,25.40,M. Gordon RB - KC ,-1.20,T. Hill TE - NO ,8.10,J. Meyers WR - LV ,0.00,A. Dillon RB - GB ,8.40,R. Bateman WR - BAL IR ,1.70,88.90,Oliver,80.56
Jackson ,5,A. Rodgers QB - NYJ ,16.14,N. Chubb RB - CLE ,18.70,A. Gibson RB - WAS IR ,6.30,C. Kupp WR - LA IR ,12.20,T. Higgins WR - CIN ,18.40,M. Andrews TE - BAL ,1.50,J. Robinson RB - NE ,2.90,Y. Koo K - ATL ,11.00,Buccaneers DEF ,1.00,P. Werner LB - NO ,8.50,R. Wilson QB - DEN ,26.48,Z. Ertz TE - ARI IR ,10.70,A. Cooper WR - CLE ,0.90,J. Jacobs RB - LV ,29.50,M. Carter RB - NYJ ,2.90,C. Olave WR - NO ,12.70,96.64,Aaron,103.22
Kevin,2,J. Allen QB - BUF ,25.52,A. Ekeler RB - LAC ,30.90,D. Pierce RB - HOU IR ,19.90,M. Pittman WR - IND ,3.10,G. Wilson WR - NYJ ,4.10,T. Kelce TE - KC ,15.20,C. Edmonds RB - TB ,8.00,R. Succop K - TB ,7.00,Cowboys DEF ,10.00,K. Grugier-Hill LB - CAR ,6.50,B. Cooks WR - DAL ,11.70,A. Lazard WR - NYJ ,11.60,C. Sutton WR - DEN ,11.20,T. Lawrence QB - JAX ,5.66,E. Moore WR - CLE ,5.50,B. Hall RB - NYJ IR ,14.80,130.22,Liam WHYTE,113.30
