Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,DP,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Liam,8,J. Hurts QB - PHI ,33.02,C. Patterson RB - ATL ,4.10,D. Montgomery RB - DET ,13.60,D. Adams WR - LV ,7.20,J. Jeudy WR - DEN ,1.20,T. Hockenson TE - MIN ,2.60,D. Cook RB - MIN ,3.60,D. Hopkins K - LAC IR ,6.00,Browns DEF ,3.00,B. Wagner LB - SEA ,7.50,J. Jones WR - TB ,0.00,M. Brown WR - ARI ,7.80,C. Lamb WR - DAL ,8.10,T. Tagovailoa QB - MIA ,38.86,K. Gainwell RB - PHI ,1.80,D. London WR - ATL ,16.60,81.82,Liam WHYTE,111.06
Liam WHYTE,2,J. Herbert QB - LAC Q ,23.46,C. McCaffrey RB - SF ,12.80,S. Barkley RB - NYG ,8.80,T. Hill WR - MIA ,32.00,M. Thomas WR - NO IR ,13.50,D. Schultz TE - HOU ,0.80,A. Thielen WR - CAR ,5.20,C. York K - CLE ,7.00,Chargers DEF ,1.00,L. David LB - TB ,6.50,D. Hopkins WR - ARI Q ,0.00,K. Hunt RB - CLE ,7.40,N. Hines RB - BUF ,6.70,D. Mooney WR - CHI IR ,-0.40,D. Smith WR - PHI ,8.00,K. Walker RB - SEA ,1.50,111.06,Liam,81.82
Adam,3,K. Murray QB - ARI IR ,25.88,A. Jones RB - GB ,29.00,M. Sanders RB - CAR ,10.60,J. Crowder WR - NYG IR ,1.60,J. Jefferson WR - MIN ,4.80,D. Knox TE - BUF ,4.10,J. Williams RB - NO ,6.00,J. Tucker K - BAL ,10.00,49ers DEF ,15.00,C. Holcomb LB - PIT IR ,6.50,K. Cousins QB - MIN ,9.64,S. Shepard WR - NYG IR ,3.40,D. Moore WR - CHI ,10.30,D. Duvernay WR - BAL IR ,10.20,G. Davis WR - BUF ,0.00,D. Swift RB - PHI ,14.70,113.48,Kevin,73.88
Steven,6,J. Burrow QB - CIN ,16.56,D. Henry RB - TEN ,8.50,C. Edwards-Helaire RB - KC IA ,11.80,M. Evans WR - TB ,6.10,J. Waddle WR - MIA ,30.10,D. Waller TE - NYG ,11.00,E. Elliott RB - DAL ,4.90,J. Sanders K - MIA ,6.00,Rams DEF ,10.00,F. Oluokun LB - JAX ,4.50,M. Ryan QB - IND ,1.80,M. Ingram RB - NO IR ,4.30,R. Woods WR - HOU ,3.90,T. Lockett WR - SEA ,10.70,C. Samuel WR - WAS ,15.90,K. Toney WR - KC ,0.00,109.46,Todd,75.00
Oliver,1,L. Jackson QB - BAL Q ,42.62,J. Taylor RB - IND IR ,7.30,J. Williams RB - DEN IR ,8.50,D. Samuel WR - SF ,9.70,A. St. Brown WR - DET ,30.40,L. Thomas TE - WAS ,10.70,D. Harris RB - BUF ,14.70,T. Bass K - BUF ,11.00,Bills DEF ,20.00,R. Smith LB - BAL ,8.00,J. McKissic RB - WAS IR ,6.30,C. Godwin WR - TB ,0.00,I. McKenzie WR - IND ,3.70,G. Kittle TE - SF ,0.00,D. Metcalf WR - SEA ,3.50,C. Akers RB - LA ,6.20,162.92,Aaron,95.58
Aaron,9,M. Stafford QB - LA IR ,18.98,L. Fournette RB - TB ,7.40,R. Penny RB - PHI IR ,1.50,S. Diggs WR - BUF ,32.80,T. McLaurin WR - WAS ,8.20,K. Pitts TE - ATL IR ,1.90,J. Wilson RB - MIA ,10.30,M. Prater K - ARI ,1.00,Patriots DEF ,8.00,C. Mosley LB - NYJ ,5.50,K. Allen WR - LAC ,0.00,D. Carr QB - NO ,18.98,H. Renfrow WR - LV ,3.90,D. Singletary RB - HOU ,2.10,B. Aiyuk WR - SF ,6.30,T. Burks WR - TEN ,4.70,95.58,Oliver,162.92
Kevin,5,P. Mahomes QB - KC ,17.30,J. Conner RB - ARI Q ,5.10,T. Pollard RB - DAL Q ,15.80,M. Hardman WR - NYJ IR ,4.50,J. Chase WR - CIN ,5.80,D. Goedert TE - PHI ,8.20,C. Kirk WR - JAX Q ,19.80,D. Carlson K - LV ,13.00,Packers DEF ,9.00,D. Campbell LB - GB ,3.00,D. Prescott QB - DAL ,0.00,T. Higbee TE - LA ,7.10,A. Kamara RB - NO ,0.00,J. Smith-Schuster WR - NE ,1.00,T. Etienne RB - JAX ,5.30,J. Dotson WR - WAS ,13.90,101.50,Jackson ,128.06
Todd,10,T. Lance QB - SF IR ,2.50,J. Mixon RB - CIN ,10.30,N. Harris RB - PIT ,8.90,M. Williams WR - LAC Q ,17.30,A. Brown WR - PHI ,6.90,T. Hill TE - NO ,1.40,A. Dillon RB - GB ,8.70,M. Gay K - IND ,7.00,Steelers DEF ,3.00,J. Brooks LB - SEA IR ,9.00,T. Brady QB - TB ,9.40,M. Gordon RB - KC ,5.30,G. Everett TE - LAC ,7.10,J. Meyers WR - LV ,10.50,D. Johnson WR - PIT ,7.70,R. Bateman WR - BAL IR ,16.80,75.00,Steven,109.46
Jackson ,4,A. Rodgers QB - NYJ ,16.36,N. Chubb RB - CLE ,29.30,A. Gibson RB - WAS IR ,10.10,A. Cooper WR - CLE ,16.10,C. Kupp WR - LA IR ,21.80,M. Andrews TE - BAL ,16.70,D. Henderson RB ,10.70,Y. Koo K - ATL ,5.00,Colts DEF ,0.00,L. Wilson LB - CIN ,2.00,R. Wilson QB - DEN ,12.06,J. Jacobs RB - LV ,8.10,J. Dobbins RB - BAL ,0.00,T. Higgins WR - CIN ,13.10,J. Robinson RB - NE ,13.80,M. Carter RB - NYJ ,5.00,128.06,Kevin,101.50
Kevin,7,J. Allen QB - BUF ,29.68,A. Ekeler RB - LAC ,9.40,D. Pierce RB - HOU IR ,7.70,B. Cooks WR - DAL ,5.40,E. Moore WR - CLE ,3.50,T. Kelce TE - KC ,5.10,C. Edmonds RB - TB ,5.10,R. Succop K - TB ,8.00,Dolphins DEF ,-4.00,K. Grugier-Hill LB - CAR ,4.00,A. Lazard WR - NYJ ,7.30,C. Sutton WR - DEN ,13.70,M. Pittman WR - IND ,0.00,C. Claypool WR - CHI ,2.60,T. Lawrence QB - JAX ,18.50,B. Hall RB - NYJ IR ,12.00,73.88,Adam,113.48
