Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,DP,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Liam,7,T. Tagovailoa QB - MIA ,15.94,D. Montgomery RB - DET ,14.20,T. Allgeier RB - ATL ,11.00,D. Adams WR - LV ,9.50,C. Lamb WR - DAL ,6.60,T. Hockenson TE - MIN ,4.80,D. London WR - ATL ,0.90,J. Myers K - SEA ,15.00,Ravens DEF ,10.00,Z. Franklin LB - IND ,6.00,C. Patterson RB - ATL ,0.00,D. Cook RB - MIN ,0.00,M. Boone RB - HOU IR ,2.30,J. Jeudy WR - DEN ,9.60,J. Hurts QB - PHI ,0.00,I. Pacheco RB - KC ,4.30,93.94,Kevin,156.22
Liam WHYTE,6,J. Herbert QB - LAC Q ,18.12,C. McCaffrey RB - SF ,6.20,S. Barkley RB - NYG ,13.50,D. Hopkins WR - ARI Q ,12.30,T. Hill WR - MIA ,7.20,P. Freiermuth TE - PIT Q ,7.50,R. Stevenson RB - NE ,17.80,C. York K - CLE ,8.00,Chargers DEF ,4.00,L. David LB - TB ,6.50,A. Thielen WR - CAR ,0.00,M. Thomas WR - NO IR ,0.00,K. Hunt RB - CLE ,6.80,T. Conklin TE - NYJ ,2.20,J. Dobbins RB - BAL ,0.00,D. Smith WR - PHI ,0.00,101.12,Todd,92.92
Adam,1,K. Murray QB - ARI IR ,19.16,A. Jones RB - GB ,19.60,J. Williams RB - NO ,6.30,D. Duvernay WR - BAL IR ,4.20,A. Pierce WR - IND ,3.70,D. Njoku TE - CLE ,7.10,K. Drake RB - BAL ,0.50,J. Tucker K - BAL ,13.00,Jets DEF ,7.00,C. Holcomb LB - PIT IR ,7.00,K. Cousins QB - MIN ,0.00,D. Henderson RB ,0.00,M. Sanders RB - CAR ,0.00,G. Davis WR - BUF ,0.00,D. Swift RB - PHI ,0.00,J. Jefferson WR - MIN ,0.00,87.56,Aaron,65.54
Steven,2,J. Burrow QB - CIN ,39.24,E. Elliott RB - DAL ,17.70,D. Henry RB - TEN ,13.80,M. Evans WR - TB ,9.60,J. Waddle WR - MIA ,8.80,M. Gesicki TE - NE ,2.70,T. Lockett WR - SEA ,4.50,J. Sanders K - MIA ,10.00,Dolphins DEF ,12.00,F. Oluokun LB - JAX ,9.50,G. Smith QB - SEA ,13.10,R. Woods WR - HOU ,2.60,R. Mostert RB - MIA Q ,16.90,D. Goedert TE - PHI ,0.00,C. Edwards-Helaire RB - KC IA ,9.20,Rams DEF ,0.00,127.84,Jackson ,107.22
Oliver,5,L. Jackson QB - BAL Q ,10.70,J. Taylor RB - IND IR ,8.50,K. Walker RB - SEA ,28.70,D. Metcalf WR - SEA ,1.20,D. Samuel WR - SF ,4.40,G. Kittle TE - SF ,15.80,E. Benjamin RB - NO ,19.30,B. McManus K - DEN ,3.00,Broncos DEF ,4.00,R. Smith LB - BAL ,15.50,C. Godwin WR - TB ,4.50,I. McKenzie WR - IND ,0.00,D. Harris RB - BUF ,1.00,C. Akers RB - LA ,0.00,A. St. Brown WR - DET ,0.40,Bills DEF ,0.00,111.10,Kevin,105.46
Aaron,8,D. Carr QB - NO ,15.54,L. Fournette RB - TB ,2.60,B. Robinson RB - WAS Q ,8.60,T. McLaurin WR - WAS ,13.30,B. Aiyuk WR - SF ,9.20,K. Pitts TE - ATL IR ,0.90,J. Wilson RB - MIA ,5.40,M. Prater K - ARI ,0.00,Patriots DEF ,5.00,C. Mosley LB - NYJ ,5.00,M. Stafford QB - LA IR ,0.00,K. Allen WR - LAC ,1.10,S. Diggs WR - BUF ,0.00,C. Davis WR - NYJ ,0.00,R. Penny RB - PHI IR ,0.00,D. Singletary RB - HOU ,0.00,65.54,Adam,87.56
Kevin,4,P. Mahomes QB - KC ,28.92,A. Kamara RB - NO ,10.50,T. Etienne RB - JAX ,17.90,C. Kirk WR - JAX Q ,10.10,J. Chase WR - CIN ,25.00,D. Schultz TE - HOU ,4.90,T. Pollard RB - DAL Q ,10.90,B. Maher K - DAL ,6.00,Cowboys DEF ,22.00,D. Campbell LB - GB ,20.00,D. Waller TE - NYG ,0.00,D. Prescott QB - DAL ,12.28,J. Conner RB - ARI Q ,0.00,M. Hardman WR - NYJ IR ,24.00,D. Carlson K - LV ,10.00,Eagles DEF ,0.00,156.22,Liam,93.94
Todd,10,T. Brady QB - TB ,13.70,J. Mixon RB - CIN ,15.10,N. Harris RB - PIT ,8.00,M. Williams WR - LAC Q ,14.60,J. Meyers WR - LV ,9.40,T. Hill TE - NO ,9.12,A. Dillon RB - GB ,1.50,M. Crosby K - GB ,3.00,Packers DEF ,9.00,J. Brooks LB - SEA IR ,9.50,M. Mariota QB - PHI IR ,14.06,M. Gordon RB - KC ,5.00,G. Everett TE - LAC ,6.30,A. Brown WR - PHI ,0.00,D. Johnson WR - PIT ,4.50,M. Gay K - IND ,0.00,92.92,Liam WHYTE,101.12
Jackson ,9,J. Garoppolo QB - LV Q ,16.32,N. Chubb RB - CLE ,16.70,J. Jacobs RB - LV ,33.50,T. Higgins WR - CIN ,9.30,C. Olave WR - NO ,10.60,M. Andrews TE - BAL ,0.40,A. Cooper WR - CLE ,7.40,Y. Koo K - ATL ,5.00,Buccaneers DEF ,1.00,P. Werner LB - NO ,7.00,Z. Ertz TE - ARI IR ,4.10,J. Goff QB - DET ,3.52,C. Kupp WR - LA IR ,0.00,J. Robinson RB - NE ,0.00,A. Gibson RB - WAS IR ,13.70,M. Carter RB - NYJ ,7.40,107.22,Steven,127.84
Kevin,3,A. Rodgers QB - NYJ ,15.76,A. Ekeler RB - LAC ,24.70,B. Hall RB - NYJ IR ,13.20,A. Lazard WR - NYJ ,5.50,M. Pittman WR - IND ,4.80,T. Kelce TE - KC ,9.80,D. Pierce RB - HOU IR ,11.70,R. Succop K - TB ,3.00,Colts DEF ,8.00,N. Bolton LB - KC ,9.00,B. Cooks WR - DAL ,4.60,C. Edmonds RB - TB ,1.70,C. Sutton WR - DEN ,2.30,J. Allen QB - BUF ,0.00,E. Moore WR - CLE ,0.00,G. Wilson WR - NYJ ,2.40,105.46,Oliver,111.10
