Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,DP,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Liam,4,J. Hurts QB - PHI Q ,20.54,J. Mixon RB - CIN ,9.40,C. McCaffrey RB - CAR IR ,4.00,S. Shepard WR - NYG IR ,1.60,D. Metcalf WR - SEA ,16.70,M. Andrews TE - BAL ,10.90,M. Davis RB - ATL Q ,7.00,M. Crosby K - GB ,17.00,Steelers DEF ,2.00,D. Leonard LB - IND ,9.50,M. Stafford QB - LA ,29.52,J. Smith-Schuster WR - KC ,2.50,C. Kirk WR - JAX ,10.40,M. Gesicki TE - MIA ,8.60,M. Sanders RB - PHI ,5.50,B. Aiyuk WR - SF ,10.50,98.64,Steven,81.10
Liam WHYTE,8,R. Wilson QB - DEN ,16.62,C. Carson RB - SEA IR ,14.20,M. Gaskin RB - MIA ,7.40,M. Evans WR - TB ,10.60,S. Diggs WR - BUF ,6.20,T. Kelce TE - KC ,10.40,D. Smith WR - PHI ,2.80,H. Butker K - KC ,6.00,Ravens DEF ,3.00,R. Evans LB - ATL ,6.50,Z. Ertz TE - ARI ,11.30,J. Conner RB - ARI ,17.30,P. Lindsay RB - MIA ,0.50,C. Sutton WR - DEN ,3.70,D. Mooney WR - CHI ,0.90,J. Waddle WR - MIA ,5.80,83.72,Aaron,100.08
Adam,1,K. Murray QB - ARI ,18.54,A. Kamara RB - NO ,17.80,N. Harris RB - PIT ,15.20,M. Williams WR - LAC ,26.20,J. Jefferson WR - MIN ,17.80,T. Hockenson TE - DET IR ,1.00,M. Jones WR - JAX ,6.20,J. Tucker K - BAL ,17.00,Patriots DEF ,3.00,J. Schobert LB - PIT ,4.50,R. Woods WR - TEN IR ,3.80,J. Smith TE - NE ,0.40,Z. Pascal WR - PHI ,3.10,N. Hines RB - IND ,13.90,T. Pollard RB - DAL ,6.50,C. Claypool WR - PIT ,9.60,127.24,Oliver,103.74
Steven,5,P. Mahomes QB - KC ,22.90,N. Chubb RB - CLE ,8.40,J. Robinson RB - JAX IR ,19.40,A. Thielen WR - MIN IR ,11.00,T. Hill WR - MIA ,4.70,R. Tonyan TE - GB IR ,0.60,T. Lockett WR - SEA ,3.10,J. Sanders K - MIA ,10.00,Buccaneers DEF ,0.00,B. Martinez LB - NYG IR ,1.00,C. Hyde RB - JAX IR ,4.40,D. Parker WR - NE ,4.20,D. Johnson RB - HOU ,1.10,W. Fuller WR - MIA IR ,4.00,K. Golladay WR - NYG ,7.40,J. Burrow QB - CIN ,17.58,81.10,Liam,98.64
Oliver,7,A. Rodgers QB - GB ,18.04,D. Henry RB - TEN ,16.40,C. Edwards-Helaire RB - KC ,14.90,K. Allen WR - LAC ,11.00,C. Godwin WR - TB IR ,13.60,L. Thomas TE - WAS IR ,8.20,A. Cooper WR - CLE ,2.60,R. Blankenship K - IND IR ,10.00,Rams DEF ,3.00,N. Vigil LB - ARI ,6.00,M. Ingram RB - NO Q ,2.00,R. Anderson WR - CAR ,0.80,C. Samuel WR - WAS Q ,0.00,J. Williams RB - DET ,12.70,A. Mattison RB - MIN ,17.10,T. Lawrence QB - JAX ,7.46,103.74,Adam,127.24
Aaron,2,L. Jackson QB - BAL Q ,21.28,M. Gordon RB - DEN ,14.10,A. Ekeler RB - LAC ,16.70,D. Hopkins WR - ARI IR ,2.10,A. Robinson WR - LA ,2.70,K. Pitts TE - ATL ,3.50,B. Cooks WR - HOU Q ,11.70,T. Bass K - BUF ,13.00,Dolphins DEF ,10.00,B. Baker DB - ARI Q ,5.00,O. Beckham WR - LA O ,8.70,J. Winston QB - NO IR ,13.52,K. Drake RB - LV Q ,5.70,C. Davis WR - NYJ IR ,4.10,J. Jacobs RB - LV ,0.00,D. Singletary RB - BUF ,2.60,100.08,Liam WHYTE,83.72
Kevin,3,T. Brady QB - TB ,28.68,A. Jones RB - GB ,15.60,D. Swift RB - DET ,16.70,D. Adams WR - LV ,19.20,C. Kupp WR - LA ,21.60,R. Gronkowski TE - TB ,5.50,D. Moore WR - CAR ,12.50,G. Zuerlein K - NYJ ,5.00,Panthers DEF ,8.00,B. Wagner LB - LA Q ,7.50,J. Cook TE - LAC ,2.70,K. Hunt RB - CLE Q ,21.50,D. Chark WR - DET IR ,10.90,R. Gage WR - TB ,0.00,T. McLaurin WR - WAS ,7.20,49ers DEF ,0.00,140.28,Kevin,111.54
Todd,6,J. Allen QB - BUF ,37.22,A. Gibson RB - WAS ,16.40,T. Williams RB - BAL ,2.20,A. Brown WR - PHI ,0.30,C. Lamb WR - DAL ,6.50,N. Fant TE - SEA ,1.50,E. Elliott RB - DAL Q ,23.60,R. Succop K - TB ,6.00,Bills DEF ,7.00,D. White LB - TB ,5.50,D. Goedert TE - PHI ,6.60,D. Harris RB - NE ,1.10,D. Samuel WR - SF ,5.20,L. Shenault WR - JAX ,6.80,J. Chase WR - CIN ,19.00,T. Sermon RB - SF ,9.40,106.22,Jackson ,97.22
Jackson ,10,D. Prescott QB - DAL ,22.12,D. Montgomery RB - CHI ,5.50,J. Taylor RB - IND ,7.20,J. Jones WR - TEN ,5.70,R. Moore WR - ARI ,0.40,D. Waller TE - LV ,5.40,S. Barkley RB - NYG ,15.40,Y. Koo K - ATL ,5.00,Broncos DEF ,19.00,E. Kendricks LB - MIN ,11.50,R. Tannehill QB - TEN ,22.48,L. Murray RB - BAL ,2.80,M. Thomas WR - NO PUP ,0.00,L. Fournette RB - TB ,3.40,C. Edmonds RB - MIA ,7.50,T. Higgins WR - CIN ,0.00,97.22,Todd,106.22
Kevin,9,J. Herbert QB - LAC ,30.84,S. Michel RB - LA ,7.90,T. Johnson RB - NYJ ,2.30,C. Ridley WR - ATL NFI-R ,6.10,M. Brown WR - ARI ,6.30,G. Kittle TE - SF ,11.10,H. Ruggs WR ,8.50,D. Carlson K - LV ,13.00,Cardinals DEF ,18.00,R. Smith LB - CHI ,7.50,A. Brown WR Q ,0.00,D. Cook RB - MIN ,0.00,D. Henderson RB - LA ,0.00,D. Johnson WR - PIT ,0.00,J. Williams RB - DEN ,10.20,E. Mitchell RB - SF ,0.00,111.54,Kevin,140.28
