Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,DP,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Liam,4,J. Hurts QB - PHI Q ,27.64,J. Mixon RB - CIN ,6.00,S. Michel RB - LA ,11.50,H. Renfrow WR - LV ,10.20,J. Jefferson WR - MIN ,10.70,M. Gesicki TE - MIA ,4.30,M. Sanders RB - PHI ,14.60,R. Succop K - TB ,0.00,Rams DEF ,9.00,J. Hicks LB - MIN ,5.00,M. Stafford QB - LA ,15.46,T. Hill QB - NO Q ,9.46,D. Williams RB - KC ,1.20,T. Conklin TE - NYJ ,0.70,D. Metcalf WR - SEA ,5.20,J. Hasty RB - SF ,-0.40,98.94,Kevin,103.86
Liam WHYTE,10,R. Wilson QB - DEN ,4.24,C. Patterson RB - ATL ,2.30,J. Conner RB - ARI ,8.00,M. Evans WR - TB ,1.40,S. Diggs WR - BUF ,10.50,T. Kelce TE - KC ,31.10,J. Williams RB - DEN ,8.10,Y. Koo K - ATL ,7.00,Bengals DEF ,9.00,L. Collins DB - WAS IR ,10.50,Z. Ertz TE - ARI ,7.40,E. Engram TE - JAX ,3.30,M. Gaskin RB - MIA ,5.40,J. Waddle WR - MIA ,0.00,D. Smith WR - PHI ,4.00,H. Butker K - KC ,8.00,92.14,Adam,82.18
Adam,6,K. Murray QB - ARI ,14.58,D. Foreman RB - CAR ,13.50,N. Harris RB - PIT ,2.60,M. Williams WR - LAC ,4.90,C. Claypool WR - PIT ,1.90,M. Andrews TE - BAL ,25.60,A. Kamara RB - NO ,3.10,B. McManus K - DEN ,6.00,Patriots DEF ,3.00,D. White LB - TB ,7.00,V. Jefferson WR - LA ,3.30,C. Hubbard RB - CAR ,6.10,R. Stevenson RB - NE ,4.00,E. Moore WR - NYJ COV ,0.00,P. Freiermuth TE - PIT ,3.70,Panthers DEF ,5.00,82.18,Liam WHYTE,92.14
Steven,5,P. Mahomes QB - KC ,30.60,N. Chubb RB - CLE ,15.30,J. Robinson RB - JAX IR ,14.80,A. Thielen WR - MIN IR ,0.00,T. Hill WR - MIA ,20.80,N. Fant TE - SEA ,5.70,D. Freeman RB - BAL Q ,2.40,J. Sanders K - MIA ,7.00,Dolphins DEF ,9.00,F. Oluokun LB - JAX ,8.50,J. Landry WR - CLE ,0.00,T. Lockett WR - SEA ,0.00,T. Heinicke QB - WAS ,0.00,A. Collins RB - SEA IR ,0.00,C. Boswell K - PIT ,13.00,Broncos DEF ,4.00,114.10,Kevin,74.64
Oliver,9,A. Rodgers QB - GB ,23.82,D. Johnson RB - HOU ,2.70,M. Breida RB - NYG ,0.10,K. Allen WR - LAC ,13.80,C. Godwin WR - TB IR ,4.90,D. Schultz TE - DAL ,12.70,A. Cooper WR - CLE ,0.80,M. Crosby K - GB ,7.00,Packers DEF ,0.00,J. Brooks LB - SEA ,11.00,A. Green WR - ARI ,6.40,C. Wentz QB - WAS ,5.98,A. Mattison RB - MIN ,0.00,D. Mooney WR - CHI ,7.60,N. Folk K - NE ,5.00,J. Simmons DL - TEN ,2.00,76.82,Jackson ,80.58
Aaron,2,C. Newton QB - CAR ,23.34,A. Ekeler RB - LAC ,14.20,J. Jacobs RB - LV ,9.40,O. Beckham WR - LA O ,0.70,B. Cooks WR - HOU Q ,22.20,K. Pitts TE - ATL ,7.70,M. Gordon RB - DEN ,6.10,T. Bass K - BUF ,7.00,Cowboys DEF ,16.00,D. James DB - LAC ,2.50,D. Hopkins WR - ARI IR ,0.00,J. Howard RB - PHI ,8.90,L. Jackson QB - BAL Q ,0.00,D. Singletary RB - BUF ,15.60,K. Osborn WR - MIN ,2.10,Colts DEF ,12.00,109.14,Todd,105.40
Kevin,3,T. Brady QB - TB ,4.76,J. Wilson RB - SF Q ,19.90,C. Reynolds RB - DET ,11.70,D. Adams WR - LV ,10.40,C. Kupp WR - LA ,25.70,R. Gronkowski TE - TB ,2.90,A. Jones RB - GB ,13.00,J. Tucker K - BAL ,6.00,Cardinals DEF ,3.00,B. Wagner LB - LA Q ,6.50,K. Hunt RB - CLE Q ,0.00,K. Bourne WR - NE ,6.30,D. Moore WR - CAR ,8.80,T. Johnson RB - NYJ ,0.00,T. McLaurin WR - WAS ,5.10,D. Swift RB - DET ,0.00,103.86,Liam,98.94
Todd,1,J. Allen QB - BUF ,20.80,E. Elliott RB - DAL Q ,13.20,A. Gibson RB - WAS ,12.50,D. Samuel WR - SF ,14.90,C. Lamb WR - DAL ,5.00,D. Goedert TE - PHI ,13.50,C. Edwards-Helaire RB - KC ,7.00,M. Gay K - LA ,10.00,Bills DEF ,7.00,M. Parsons LB - DAL ,1.50,K. Cousins QB - MIN ,10.48,A. Brown WR - PHI ,0.00,D. Harris RB - NE ,0.00,D. Knox TE - BUF ,3.80,T. Pollard RB - DAL ,10.70,J. Chase WR - CIN ,0.30,105.40,Aaron,109.14
Jackson ,8,D. Prescott QB - DAL ,12.58,S. Barkley RB - NYG ,5.40,J. Taylor RB - IND ,23.00,T. Higgins WR - CIN ,2.30,M. Pittman WR - IND ,0.70,D. Njoku TE - CLE ,2.90,L. Fournette RB - TB ,6.70,G. Joseph K - MIN ,5.00,Steelers DEF ,16.00,E. Kendricks LB - MIN ,6.00,D. Waller TE - LV ,0.00,J. Williams RB - DET ,0.00,C. Kirk WR - JAX ,15.40,D. Montgomery RB - CHI ,6.30,A. Dillon RB - GB Q ,9.50,T. Edwards LB - PHI Q ,6.50,80.58,Oliver,76.82
Kevin,7,J. Herbert QB - LAC ,23.04,D. Cook RB - MIN ,9.10,M. Carter RB - NYJ ,2.00,D. Johnson WR - PIT ,4.80,B. Aiyuk WR - SF ,3.60,G. Kittle TE - SF ,9.30,M. Brown WR - ARI ,4.30,D. Carlson K - LV ,10.00,Ravens DEF ,2.00,R. Smith LB - CHI ,6.50,R. Burkhead RB - HOU ,4.70,T. Coleman RB - NYJ ,5.00,G. Igwebuike RB - DET ,-0.90,D. Henderson RB - LA ,2.70,J. Jeudy WR - DEN ,0.00,E. Mitchell RB - SF ,0.00,74.64,Steven,114.10
