Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,DP,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Liam,2,M. Stafford QB - LA ,25.48,J. Mixon RB - CIN ,6.80,S. Michel RB - LA ,7.90,H. Renfrow WR - LV ,16.70,J. Jefferson WR - MIN ,13.50,T. Conklin TE - NYJ ,2.00,D. Metcalf WR - SEA ,4.30,R. Succop K - TB ,9.00,Rams DEF ,8.00,J. Hicks LB - MIN ,6.50,T. Hill QB - NO Q ,30.30,D. Williams RB - KC ,9.90,M. Gesicki TE - MIA ,0.00,M. Sanders RB - PHI ,0.00,J. Hurts QB - PHI Q ,0.00,J. Hasty RB - SF ,1.00,100.18,Aaron,95.28
Liam WHYTE,10,R. Wilson QB - DEN ,21.20,C. Patterson RB - ATL ,11.90,M. Gaskin RB - MIA ,0.00,M. Evans WR - TB ,15.10,S. Diggs WR - BUF ,7.40,E. Engram TE - JAX ,0.80,D. Smith WR - PHI ,0.00,Y. Koo K - ATL ,11.50,Bengals DEF ,5.00,D. Perryman LB - LV Q ,0.00,Z. Ertz TE - ARI ,4.20,T. Kelce TE - KC ,2.70,J. Conner RB - ARI ,24.50,J. Williams RB - DEN ,20.30,J. Waddle WR - MIA ,0.00,H. Butker K - KC ,14.00,72.90,Kevin,92.60
Adam,5,K. Murray QB - ARI ,17.42,C. Hubbard RB - CAR ,9.30,N. Harris RB - PIT ,23.40,M. Williams WR - LAC ,6.10,C. Claypool WR - PIT ,9.50,M. Andrews TE - BAL ,17.50,A. Kamara RB - NO ,20.50,B. McManus K - DEN ,10.00,Panthers DEF ,2.00,D. White LB - TB ,12.00,D. Foreman RB - CAR ,12.20,V. Jefferson WR - LA ,12.80,R. Stevenson RB - NE ,0.00,E. Moore WR - NYJ COV ,0.00,P. Freiermuth TE - PIT ,9.20,Patriots DEF ,0.00,127.72,Jackson ,99.74
Steven,6,P. Mahomes QB - KC ,20.32,N. Chubb RB - CLE ,6.50,J. Robinson RB - JAX IR ,0.90,T. Lockett WR - SEA ,22.20,T. Hill WR - MIA ,7.60,N. Fant TE - SEA ,5.10,D. Freeman RB - BAL Q ,7.20,C. Boswell K - PIT ,2.00,Broncos DEF ,10.00,F. Oluokun LB - JAX ,6.00,A. Thielen WR - MIN IR ,0.00,J. Landry WR - CLE ,10.10,T. Heinicke QB - WAS ,7.68,A. Collins RB - SEA IR ,1.70,J. Sanders K - MIA ,0.00,Dolphins DEF ,0.00,87.82,Todd,129.52
Oliver,8,A. Rodgers QB - GB ,29.64,D. Johnson RB - HOU ,0.00,A. Mattison RB - MIN ,2.70,C. Godwin WR - TB IR ,10.50,D. Mooney WR - CHI ,2.90,D. Schultz TE - DAL ,0.40,A. Cooper WR - CLE ,11.10,M. Crosby K - GB ,9.00,Packers DEF ,13.00,J. Brooks LB - SEA ,7.00,A. Green WR - ARI ,10.20,K. Allen WR - LAC ,0.00,C. Wentz QB - WAS ,0.00,M. Breida RB - NYG ,1.20,N. Folk K - NE ,0.00,J. Simmons DL - TEN ,4.50,86.24,Kevin,136.42
Aaron,3,L. Jackson QB - BAL Q ,1.18,A. Ekeler RB - LAC ,14.40,J. Jacobs RB - LV ,5.00,D. Hopkins WR - ARI IR ,5.40,B. Cooks WR - HOU Q ,10.10,K. Pitts TE - ATL ,6.10,M. Gordon RB - DEN ,23.10,T. Bass K - BUF ,10.00,Cowboys DEF ,20.00,D. James DB - LAC ,0.00,C. Newton QB - CAR ,15.82,O. Beckham WR - LA O ,13.70,J. Howard RB - PHI ,0.00,C. Davis WR - NYJ IR ,0.00,D. Singletary RB - BUF ,8.90,Colts DEF ,0.00,95.28,Liam,100.18
Kevin,4,T. Brady QB - TB ,32.12,K. Hunt RB - CLE Q ,1.80,A. Jones RB - GB ,18.50,D. Adams WR - LV ,24.10,C. Kupp WR - LA ,18.30,R. Gronkowski TE - TB ,6.20,D. Moore WR - CAR ,8.40,J. Tucker K - BAL ,14.00,Cardinals DEF ,2.00,B. Wagner LB - LA Q ,11.00,J. Cook TE - LAC ,6.80,K. Drake RB - LV Q ,0.00,K. Bourne WR - NE ,0.00,T. Johnson RB - NYJ ,5.70,T. McLaurin WR - WAS ,0.00,D. Swift RB - DET ,0.00,136.42,Oliver,86.24
Todd,1,J. Allen QB - BUF ,35.22,E. Elliott RB - DAL Q ,10.00,A. Gibson RB - WAS ,2.10,D. Samuel WR - SF ,11.90,C. Lamb WR - DAL ,8.60,D. Knox TE - BUF ,13.00,C. Edwards-Helaire RB - KC ,18.20,M. Gay K - LA ,14.00,Saints DEF ,7.00,M. Parsons LB - DAL ,9.50,D. Goedert TE - PHI ,0.00,A. Brown WR - PHI ,0.00,D. Harris RB - NE ,0.00,T. Pollard RB - DAL ,0.00,J. Chase WR - CIN ,20.30,Bills DEF ,1.00,129.52,Steven,87.82
Jackson ,9,D. Prescott QB - DAL ,11.94,L. Fournette RB - TB ,19.20,S. Barkley RB - NYG ,15.50,C. Kirk WR - JAX ,10.60,T. Higgins WR - CIN ,11.40,T. Higbee TE - LA IR ,0.00,D. Montgomery RB - CHI ,8.10,G. Joseph K - MIN ,12.00,Steelers DEF ,0.00,E. Kendricks LB - MIN ,11.00,D. Waller TE - LV ,0.00,J. Williams RB - DET ,0.00,D. Hilliard RB - TEN ,1.30,A. Dillon RB - GB Q ,9.10,M. Pittman WR - IND ,0.00,J. Taylor RB - IND ,0.00,99.74,Adam,127.72
Kevin,7,J. Herbert QB - LAC ,24.90,R. Burkhead RB - HOU ,6.60,G. Igwebuike RB - DET ,0.50,M. Brown WR - ARI ,4.10,D. Johnson WR - PIT ,10.30,G. Kittle TE - SF ,21.10,B. Aiyuk WR - SF ,12.60,D. Carlson K - LV ,3.00,Ravens DEF ,3.00,R. Smith LB - CHI ,6.50,T. Coleman RB - NYJ ,0.00,D. Cook RB - MIN ,34.20,D. Henderson RB - LA ,0.00,J. Jeudy WR - DEN ,4.70,M. Carter RB - NYJ ,0.00,E. Mitchell RB - SF ,0.00,92.60,Liam WHYTE,72.90
