Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,DP,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Liam,5,M. Stafford QB - LA ,27.16,J. Mixon RB - CIN ,11.90,D. Williams RB - KC ,5.00,D. Metcalf WR - SEA ,15.60,D. Slayton WR - NYG ,6.30,M. Andrews TE - BAL ,6.80,M. Davis RB - ATL Q ,1.00,M. Crosby K - GB ,6.00,Dolphins DEF ,4.00,D. Leonard LB - IND ,6.50,S. Shepard WR - NYG IR ,0.00,C. McCaffrey RB - CAR IR ,0.00,M. Gesicki TE - MIA ,14.50,M. Sanders RB - PHI ,2.70,J. Hurts QB - PHI Q ,23.54,K. Herbert RB - CHI ,15.30,90.26,Todd,143.10
Liam WHYTE,10,J. Burrow QB - CIN ,26.64,J. Conner RB - ARI ,12.40,M. Gaskin RB - MIA ,13.70,M. Evans WR - TB ,25.60,C. Sutton WR - DEN ,6.80,T. Kelce TE - KC ,6.50,J. Waddle WR - MIA ,9.30,H. Butker K - KC ,3.00,Bengals DEF ,6.00,D. Perryman LB - LV Q ,7.50,C. Patterson RB - ATL ,12.10,Z. Ertz TE - ARI ,13.00,S. Diggs WR - BUF ,0.00,J. McKissic RB - WAS IR ,5.60,C. Carson RB - SEA IR ,0.00,D. Smith WR - PHI ,6.10,117.44,Oliver,118.84
Adam,4,K. Murray QB - ARI ,23.44,D. Booker RB - NYG ,12.60,A. Kamara RB - NO ,23.90,R. Woods WR - TEN IR ,9.00,J. Crowder WR - BUF Q ,3.40,T. Higbee TE - LA IR ,4.60,L. Bell RB ,0.40,J. Tucker K - BAL ,5.00,Packers DEF ,12.00,T. Crowder LB - NYG ,5.00,M. Jones WR - JAX ,0.00,M. Williams WR - LAC ,0.00,T. Hockenson TE - DET IR ,4.80,J. Jefferson WR - MIN ,0.00,C. Claypool WR - PIT ,0.00,N. Harris RB - PIT ,0.00,99.34,Steven,61.14
Steven,6,P. Mahomes QB - KC ,7.74,M. Ingram RB - NO Q ,2.70,A. Collins RB - SEA IR ,4.40,T. Lockett WR - SEA ,1.20,T. Hill WR - MIA ,6.70,M. Alie-Cox TE - IND ,8.50,J. Meyers WR - NE ,4.40,J. Sanders K - MIA ,4.00,Buccaneers DEF ,21.00,J. Baker LB - MIA ,0.50,A. Thielen WR - MIN IR ,0.00,D. Parker WR - NE ,0.00,N. Chubb RB - CLE ,0.00,J. Robinson RB - JAX IR ,0.00,Cowboys DEF ,0.00,F. Oluokun LB - JAX ,13.50,61.14,Adam,99.34
Oliver,8,T. Tagovailoa QB - MIA ,26.54,D. Henry RB - TEN ,14.40,J. Williams RB - DET ,5.70,A. Green WR - ARI ,6.60,C. Godwin WR - TB IR ,17.10,C. Uzomah TE - NYJ ,21.10,R. Anderson WR - CAR ,1.40,N. Folk K - NE ,14.00,Rams DEF ,7.00,C. Holcomb LB - WAS ,5.00,A. Rodgers QB - GB ,24.66,K. Allen WR - LAC ,0.00,A. Cooper WR - CLE ,0.00,D. Schultz TE - DAL ,0.00,A. Mattison RB - MIN ,0.00,Z. Moss RB - BUF ,0.00,118.84,Liam WHYTE,117.44
Aaron,2,L. Jackson QB - BAL Q ,23.08,M. Gordon RB - DEN ,9.20,J. Jacobs RB - LV ,12.80,D. Hopkins WR - ARI IR ,11.30,B. Cooks WR - HOU Q ,2.10,K. Pitts TE - ATL ,16.30,C. Davis WR - NYJ IR ,10.70,M. Gay K - LA ,8.00,Colts DEF ,11.00,B. Baker DB - ARI Q ,1.50,O. Beckham WR - LA O ,2.30,A. Robinson WR - LA ,2.60,A. Ekeler RB - LAC ,0.00,D. Knox TE - BUF ,0.00,D. Singletary RB - BUF ,0.00,T. Bass K - BUF ,0.00,105.98,Kevin,100.84
Kevin,3,T. Brady QB - TB ,24.44,A. Jones RB - GB ,3.90,D. Swift RB - DET ,20.40,D. Adams WR - LV ,13.60,C. Kupp WR - LA ,27.60,R. Gronkowski TE - TB ,0.00,D. Moore WR - CAR ,7.30,M. Prater K - ARI ,7.00,Cardinals DEF ,11.00,B. Wagner LB - LA Q ,6.00,J. Cook TE - LAC ,0.00,D. Carr QB - LV ,19.02,K. Hunt RB - CLE Q ,0.00,T. McLaurin WR - WAS ,18.20,G. Zuerlein K - NYJ ,0.00,Saints DEF ,9.00,121.24,Jackson ,93.98
Todd,1,R. Tannehill QB - TEN ,19.40,D. Harris RB - NE ,23.30,A. Gibson RB - WAS ,5.60,D. Samuel WR - SF ,14.00,J. Chase WR - CIN ,26.10,N. Fant TE - SEA ,3.90,A. Brown WR - PHI ,19.30,R. Succop K - TB ,8.00,Patriots DEF ,12.00,D. White LB - TB ,11.50,E. Sanders WR - BUF ,0.00,E. Elliott RB - DAL Q ,0.00,J. Allen QB - BUF ,0.00,D. Goedert TE - PHI ,9.00,C. Lamb WR - DAL ,0.00,Bills DEF ,0.00,143.10,Liam,90.26
Jackson ,7,J. Winston QB - NO IR ,18.88,L. Fournette RB - TB ,15.00,J. Taylor RB - IND ,15.00,J. Jones WR - TEN ,3.80,T. Higgins WR - CIN ,6.20,D. Waller TE - LV ,0.00,C. Hubbard RB - CAR ,5.60,R. Bullock K - TEN ,11.00,Broncos DEF ,2.00,D. Campbell LB - GB ,16.50,D. Prescott QB - DAL ,0.00,M. Thomas WR - NO PUP ,0.00,C. Edmonds RB - MIA ,10.00,S. Barkley RB - NYG ,0.00,D. Montgomery RB - CHI ,0.00,E. Kendricks LB - MIN ,0.00,93.98,Kevin,121.24
Kevin,9,M. Ryan QB - IND ,17.44,D. Henderson RB - LA ,6.40,M. Carter RB - NYJ ,8.40,C. Ridley WR - ATL NFI-R ,9.60,M. Brown WR - ARI ,14.00,H. Henry TE - NE ,8.30,E. Mitchell RB - SF ,16.70,D. Carlson K - LV ,9.00,Ravens DEF ,-1.00,R. Smith LB - CHI ,12.00,A. Brown WR Q ,0.00,D. Williams RB - ATL ,0.80,D. Cook RB - MIN ,0.00,G. Kittle TE - SF ,0.00,D. Johnson WR - PIT ,0.00,J. Herbert QB - LAC ,0.00,100.84,Aaron,105.98
