Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,DP,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Liam,3,J. Hurts QB - PHI Q ,30.78,C. McCaffrey RB - CAR IR ,19.90,J. Wilson RB - SF Q ,5.80,D. Metcalf WR - SEA ,3.10,J. Jefferson WR - MIN ,29.20,M. Gesicki TE - MIA ,5.00,J. Mixon RB - CIN ,24.30,M. Crosby K - GB ,9.00,Dolphins DEF ,5.00,D. Leonard LB - IND ,3.50,M. Stafford QB - LA ,0.00,S. Shepard WR - NYG IR ,0.00,D. Williams RB - KC ,2.60,H. Renfrow WR - LV ,3.50,M. Sanders RB - PHI ,7.40,D. Harris WR - NO ,3.10,135.58,Adam,116.62
Liam WHYTE,10,R. Wilson QB - DEN ,12.48,M. Gaskin RB - MIA ,15.60,J. Williams RB - DEN ,0.00,M. Evans WR - TB ,14.30,S. Diggs WR - BUF ,14.30,T. Kelce TE - KC ,13.80,J. Conner RB - ARI ,15.90,H. Butker K - KC ,9.00,Bengals DEF ,10.00,D. Perryman LB - LV Q ,13.50,C. Patterson RB - ATL ,0.00,Z. Ertz TE - ARI ,20.80,C. Sutton WR - DEN ,0.00,J. Burrow QB - CIN ,9.02,J. Waddle WR - MIA ,13.60,D. Smith WR - PHI ,6.10,118.88,Steven,87.70
Adam,5,T. Tagovailoa QB - MIA ,17.52,D. Johnson RB - CLE ,2.60,N. Harris RB - PIT ,11.90,M. Jones WR - JAX ,5.20,E. Moore WR - NYJ COV ,21.60,M. Andrews TE - BAL ,8.30,R. Stevenson RB - NE ,7.50,J. Tucker K - BAL ,10.00,Patriots DEF ,28.00,D. Jones LB - ATL ,4.00,A. Kamara RB - NO ,0.00,M. Williams WR - LAC ,15.70,T. Hockenson TE - DET IR ,5.10,K. Murray QB - ARI ,0.00,C. Claypool WR - PIT ,9.40,P. Freiermuth TE - PIT ,7.10,116.62,Liam,135.58
Steven,6,P. Mahomes QB - KC ,7.50,N. Chubb RB - CLE ,20.40,J. Robinson RB - JAX IR ,9.80,A. Thielen WR - MIN IR ,14.20,T. Hill WR - MIA ,11.00,D. Arnold TE - JAX IR ,0.00,M. Ingram RB - NO Q ,9.30,J. Sanders K - MIA ,6.00,Titans DEF ,0.00,F. Oluokun LB - JAX ,9.50,J. Landry WR - CLE ,11.20,D. Freeman RB - BAL Q ,14.00,T. Lockett WR - SEA ,11.50,A. Collins RB - SEA IR ,3.60,N. Fant TE - SEA ,0.00,K. Toney WR - NYG Q ,4.00,87.70,Liam WHYTE,118.88
Oliver,9,A. Rodgers QB - GB ,35.50,D. Johnson RB - HOU ,3.40,Z. Moss RB - BUF ,0.50,K. Allen WR - LAC ,11.20,C. Godwin WR - TB IR ,13.20,D. Schultz TE - DAL ,5.30,A. Green WR - ARI ,7.80,N. Folk K - NE ,15.00,Panthers DEF ,5.00,J. Simmons DL - TEN ,6.00,L. Murray RB - BAL ,3.30,A. Cooper WR - CLE ,0.00,C. Wentz QB - WAS ,10.04,D. Henry RB - TEN ,0.00,T. Johnson RB - NYJ ,1.30,A. Mattison RB - MIN ,0.50,102.90,Kevin,136.58
Aaron,1,C. Newton QB - CAR ,26.16,A. Ekeler RB - LAC ,35.50,J. Jacobs RB - LV ,6.10,B. Cooks WR - HOU Q ,1.80,C. Davis WR - NYJ IR ,3.50,K. Pitts TE - ATL ,2.90,D. Singletary RB - BUF ,6.30,T. Bass K - BUF ,1.00,Colts DEF ,10.00,B. Baker DB - ARI Q ,3.00,D. Hopkins WR - ARI IR ,0.00,O. Beckham WR - LA O ,0.00,A. Robinson WR - LA ,0.00,M. Gordon RB - DEN ,0.00,L. Jackson QB - BAL Q ,0.00,J. Jeudy WR - DEN ,0.00,96.26,Jackson ,95.04
Kevin,4,T. Brady QB - TB ,19.28,K. Drake RB - LV Q ,4.90,D. Swift RB - DET ,19.60,D. Adams WR - LV ,23.50,D. Moore WR - CAR ,11.00,J. Cook TE - LAC ,2.80,T. McLaurin WR - WAS ,16.30,M. Prater K - ARI ,7.00,Cardinals DEF ,8.00,B. Wagner LB - LA Q ,11.00,R. Gronkowski TE - TB ,7.10,D. Carr QB - LV ,8.60,C. Kupp WR - LA ,0.00,K. Hunt RB - CLE Q ,0.00,A. Jones RB - GB ,0.00,Saints DEF ,4.00,123.38,Todd,71.76
Todd,2,J. Allen QB - BUF ,16.16,E. Elliott RB - DAL Q ,6.80,D. Harris RB - NE ,6.50,A. Brown WR - PHI ,4.80,C. Lamb WR - DAL ,1.40,D. Goedert TE - PHI ,6.20,D. Samuel WR - SF ,15.40,R. Succop K - TB ,12.00,Bills DEF ,-4.00,D. White LB - TB ,6.50,E. Sanders WR - BUF ,2.60,D. Knox TE - BUF ,8.00,T. Pollard RB - DAL ,7.00,C. Edwards-Helaire RB - KC ,13.60,A. Gibson RB - WAS ,7.50,J. Chase WR - CIN ,10.00,71.76,Kevin,123.38
Jackson ,7,D. Prescott QB - DAL ,2.64,L. Fournette RB - TB ,7.40,J. Taylor RB - IND ,50.40,T. Higgins WR - CIN ,2.50,M. Pittman WR - IND ,2.30,D. Waller TE - LV ,11.60,A. Dillon RB - GB Q ,9.70,R. Bullock K - TEN ,1.00,Steelers DEF ,0.00,E. Kendricks LB - MIN ,7.50,A. Peterson RB - SEA O ,6.40,R. Tannehill QB - TEN ,10.22,C. Edmonds RB - MIA ,0.00,C. Kirk WR - JAX ,2.50,S. Barkley RB - NYG ,5.60,D. Montgomery RB - CHI ,6.70,95.04,Aaron,96.26
Kevin,8,J. Herbert QB - LAC ,34.28,D. Cook RB - MIN ,19.50,M. Carter RB - NYJ ,6.50,C. Beasley WR - BUF ,2.30,D. Johnson WR - PIT ,16.10,G. Kittle TE - SF ,9.40,B. Aiyuk WR - SF ,14.50,D. Carlson K - LV ,7.00,49ers DEF ,11.00,R. Smith LB - CHI ,16.00,A. Brown WR Q ,0.00,H. Henry TE - NE ,2.50,C. Ridley WR - ATL NFI-R ,0.00,M. Brown WR - ARI ,0.00,D. Henderson RB - LA ,0.00,E. Mitchell RB - SF ,0.00,136.58,Oliver,102.90
