Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,DP,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Liam,2,J. Hurts QB - PHI Q ,32.76,J. Mixon RB - CIN ,21.00,C. McCaffrey RB - CAR IR ,18.70,S. Shepard WR - NYG IR ,17.30,D. Metcalf WR - SEA ,12.00,M. Andrews TE - BAL ,2.00,M. Davis RB - ATL Q ,7.20,M. Crosby K - GB ,3.00,Steelers DEF ,12.00,D. Leonard LB - IND ,7.00,M. Stafford QB - LA ,24.34,R. Mostert RB - MIA IR ,2.00,J. Smith-Schuster WR - KC ,5.20,M. Gesicki TE - MIA ,1.00,M. Sanders RB - PHI ,13.30,B. Aiyuk WR - SF ,0.00,132.96,Liam WHYTE,106.36
Liam WHYTE,7,R. Wilson QB - DEN ,27.06,C. Carson RB - SEA IR ,9.70,M. Gaskin RB - MIA ,7.60,M. Evans WR - TB ,3.40,S. Diggs WR - BUF ,6.90,T. Kelce TE - KC ,19.60,D. Smith WR - PHI ,13.10,H. Butker K - KC ,9.00,Ravens DEF ,4.00,R. Evans LB - ATL ,6.00,Z. Ertz TE - ARI ,3.40,J. Conner RB - ARI ,5.30,P. Lindsay RB - MIA ,8.50,C. Sutton WR - DEN ,1.40,D. Mooney WR - CHI ,2.60,J. Waddle WR - MIA ,12.10,106.36,Liam,132.96
Adam,3,K. Murray QB - ARI ,35.56,A. Kamara RB - NO ,15.10,N. Harris RB - PIT ,4.90,R. Woods WR - TEN IR ,9.40,J. Jefferson WR - MIN ,7.54,T. Hockenson TE - DET IR ,17.70,M. Jones WR - JAX ,13.70,J. Tucker K - BAL ,9.00,Patriots DEF ,5.00,J. Schobert LB - PIT ,4.00,J. Smith TE - NE ,6.80,M. Williams WR - LAC ,14.20,M. Gallup WR - DAL Q ,3.60,T. Pollard RB - DAL ,4.30,T. Tagovailoa QB - MIA ,16.18,C. Claypool WR - PIT ,7.00,121.90,Kevin,91.88
Steven,1,P. Mahomes QB - KC ,33.28,N. Chubb RB - CLE ,20.10,J. Robinson RB - JAX IR ,7.40,A. Thielen WR - MIN IR ,21.20,T. Hill WR - MIA ,26.10,R. Tonyan TE - GB IR ,0.80,T. Lockett WR - SEA ,22.00,J. Sanders K - MIA ,5.00,Buccaneers DEF ,2.00,B. Martinez LB - NYG IR ,8.00,C. Hyde RB - JAX IR ,5.80,D. Parker WR - NE ,8.10,D. Johnson RB - HOU ,8.80,W. Fuller WR - MIA IR ,0.00,K. Golladay WR - NYG ,6.40,J. Burrow QB - CIN ,18.64,145.88,Jackson ,112.72
Oliver,9,A. Rodgers QB - GB ,1.32,D. Henry RB - TEN ,7.70,C. Edwards-Helaire RB - KC ,7.20,K. Allen WR - LAC ,10.00,R. Anderson WR - CAR ,11.70,L. Thomas TE - WAS IR ,11.00,A. Cooper WR - CLE ,25.90,R. Blankenship K - IND IR ,4.00,Rams DEF ,8.00,M. Garrett DL - CLE ,5.50,J. McKissic RB - WAS IR ,0.80,L. Fournette RB - TB ,6.40,C. Samuel WR - WAS Q ,0.00,C. Godwin WR - TB IR ,15.50,A. Mattison RB - MIN ,0.60,T. Lawrence QB - JAX ,19.08,92.32,Todd,98.10
Aaron,4,L. Jackson QB - BAL Q ,21.00,A. Ekeler RB - LAC ,11.70,J. Jacobs RB - LV ,16.00,D. Hopkins WR - ARI IR ,20.30,A. Robinson WR - LA ,3.50,K. Pitts TE - ATL ,3.10,M. Gordon RB - DEN ,17.80,T. Bass K - BUF ,10.00,Dolphins DEF ,6.00,B. Baker DB - ARI Q ,7.50,C. Beasley WR - BUF ,6.00,O. Beckham WR - LA O ,0.00,B. Cooks WR - HOU Q ,13.20,K. Drake RB - LV Q ,7.00,D. Singletary RB - BUF ,8.00,J. Fields QB - CHI ,6.70,116.90,Kevin,93.36
Kevin,8,T. Brady QB - TB ,27.16,A. Jones RB - GB ,2.20,D. Swift RB - DET ,16.40,D. Adams WR - LV ,5.60,R. Gage WR - TB ,0.00,J. Cook TE - LAC ,5.60,D. Moore WR - CAR ,9.40,G. Zuerlein K - NYJ ,11.00,Chiefs DEF ,5.00,B. Wagner LB - LA Q ,11.00,C. Kupp WR - LA ,16.80,K. Hunt RB - CLE Q ,14.10,D. Chark WR - DET IR ,14.60,T. McLaurin WR - WAS ,6.20,J. Jeudy WR - DEN ,7.20,Football Team DEF ,7.00,93.36,Aaron,116.90
Todd,5,J. Allen QB - BUF ,19.20,E. Elliott RB - DAL Q ,3.90,A. Gibson RB - WAS ,8.80,A. Brown WR - PHI ,13.90,C. Lamb WR - DAL ,16.40,N. Fant TE - SEA ,6.20,D. Harris RB - NE ,9.70,R. Succop K - TB ,7.00,Colts DEF ,4.00,D. White LB - TB ,9.00,D. Samuel WR - SF ,22.90,L. Shenault WR - JAX ,5.90,M. Callaway WR - NO ,1.40,T. Williams RB - BAL ,15.40,J. Chase WR - CIN ,15.90,T. Sermon RB - SF ,0.00,98.10,Oliver,92.32
Jackson ,6,D. Prescott QB - DAL ,29.42,D. Montgomery RB - CHI ,17.80,J. Taylor RB - IND ,11.60,J. Jones WR - TEN ,2.90,T. Higgins WR - CIN ,11.80,D. Waller TE - LV ,16.50,S. Barkley RB - NYG ,2.70,Y. Koo K - ATL ,6.00,Broncos DEF ,8.00,Z. Cunningham LB - TEN ,6.00,R. Tannehill QB - TEN ,14.18,L. Murray RB - BAL ,8.80,T. Boyd WR - CIN ,3.20,M. Thomas WR - NO PUP ,0.00,C. Edmonds RB - MIA ,11.10,Z. Moss RB - BUF ,0.00,112.72,Steven,145.88
Kevin,10,J. Herbert QB - LAC ,13.38,D. Cook RB - MIN ,14.40,D. Henderson RB - LA ,14.70,C. Ridley WR - ATL NFI-R ,5.10,D. Johnson WR - PIT ,9.60,G. Kittle TE - SF ,7.80,J. Landry WR - CLE ,14.40,D. Carlson K - LV ,11.00,Packers DEF ,-4.00,A. Singleton LB - DEN ,5.50,A. Brown WR Q ,18.70,M. Mack RB - HOU ,0.00,S. Michel RB - LA ,0.20,M. Brown WR - ARI ,13.40,J. Williams RB - DEN ,4.10,M. Carter RB - NYJ ,2.00,91.88,Adam,121.90
