Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,DP,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Liam,2,D. Brees QB - NO ,21.60,D. Martin RB - TB ,4.40,A. Kamara RB - NO ,19.60,A. Green WR - CIN ,11.00,J. Jones WR - ATL ,7.10,T. Kelce TE - KC ,8.90,J. Mixon RB - CIN ,4.90,G. Zuerlein K - LA ,1.00,Dolphins DEF ,1.00,D. Campbell LB - ATL ,3.50,M. Stafford QB - DET ,18.26,C. Anderson RB - DEN ,9.60,D. Adams WR - GB ,12.60,D. Henry RB - TEN ,3.20,L. Fournette RB - JAX ,11.80,L. Kuechly LB - CAR ,0.00,83.00,Jackson ,144.46
Liam WHYTE,3,C. Wentz QB - PHI ,20.02,M. Gordon RB - LAC ,14.00,T. Gurley RB - LA ,11.60,A. Jeffery WR - PHI ,14.70,D. Hopkins WR - HOU ,13.60,C. Brate TE - TB ,1.20,D. Lewis RB - NE ,14.80,R. Succop K - TEN ,5.00,Lions DEF ,9.00,Z. Brown LB - WAS ,6.00,B. Powell RB - NYJ ,0.00,C. Hogan WR - NE ,0.00,D. Funchess WR - CAR ,0.00,M. Mariota QB - TEN ,15.74,J. Allen RB - BAL ,1.70,-,-,109.92,Adam,145.10
Adam,1,T. Brady QB - NE ,25.60,J. Howard RB - CHI ,18.50,K. Hunt RB - KC ,8.70,L. Fitzgerald WR - ARI ,15.10,A. Thielen WR - MIN ,18.30,E. Engram TE - NYG ,0.90,J. Williams RB - GB ,9.50,S. Gostkowski K - NE ,19.00,Jaguars DEF ,25.00,L. David LB - TB ,4.50,J. Nelson WR - GB ,2.40,J. McCown QB - NYJ ,0.00,M. Sanu WR - ATL ,9.70,J. McKinnon RB - MIN ,6.00,C. Hyde RB - SF ,0.00,S. Shepard WR - NYG ,0.00,145.10,Liam WHYTE,109.92
Steven,6,D. Prescott QB - DAL ,-1.20,M. Lynch RB - LV ,7.70,A. Abdullah RB - DET ,9.50,T. Ginn WR - NO ,7.50,J. Landry WR - MIA ,17.50,J. Graham TE - SEA ,13.80,R. Woods WR - LA ,8.10,J. Lambo K - JAX ,7.00,Rams DEF ,0.00,R. Jones DB - MIA ,5.50,M. Forte RB - NYJ ,0.00,A. Morris RB - DAL ,9.10,D. Parker WR - MIA ,2.60,D. Johnson RB - ARI ,0.00,E. Elliott RB - DAL ,0.00,J. Tucker K - BAL ,11.00,75.40,Aaron,72.94
Oliver,8,J. Goff QB - LA ,9.80,L. Bell RB - PIT ,10.30,T. Coleman RB - ATL ,11.80,D. Bryant WR - DAL ,7.30,R. Matthews WR - TEN ,17.30,R. Gronkowski TE - NE ,3.70,D. Jackson WR - TB ,8.80,B. Walsh K - SEA ,11.00,Seahawks DEF ,2.00,C. Jordan DL - NO ,6.00,F. Gore RB - IND ,0.00,K. Juszczyk RB - SF ,0.00,D. Carr QB - LV ,13.48,A. Jones RB - GB ,0.00,J. Bostic LB - IND ,0.00,-,-,88.00,Kevin,120.68
Aaron,9,P. Rivers QB - LAC ,18.04,I. Crowell RB - CLE ,1.80,J. Richard RB - LV ,2.80,D. Thomas WR - DEN ,12.40,J. Smith-Schuster WR - PIT ,4.70,D. Walker TE - TEN ,10.20,D. Freeman RB - ATL ,0.00,K. Forbath K - MIN ,6.00,Texans DEF ,6.00,C. Mosley LB - BAL ,11.00,J. Stewart RB - CAR ,0.00,C. Newton QB - CAR ,0.00,T. Hilton WR - IND ,0.00,N. Agholor WR - PHI ,-0.20,R. Anderson WR - NYJ ,0.00,M. Prater K - DET ,11.00,72.94,Steven,75.40
Kevin,10,R. Wilson QB - SEA ,34.92,M. Ingram RB - NO ,21.50,A. Peterson RB - ARI ,3.90,D. Baldwin WR - SEA ,10.00,S. Diggs WR - MIN ,3.20,J. Cook TE - LV ,4.60,C. Thompson RB - WAS ,9.30,H. Butker K - KC ,9.00,Chiefs DEF ,6.00,D. Jones LB - ATL ,7.50,J. Witten TE - DAL ,0.70,M. Jones WR - DET ,14.50,D. Johnson RB - CLE ,12.60,A. Cooper WR - LV ,8.80,-,-,-,-,109.92,Todd,113.60
Todd,4,A. Smith QB - KC ,8.90,D. Murray RB - TEN ,4.70,L. Miller RB - HOU ,16.30,A. Brown WR - PIT ,32.40,M. Thomas WR - NO ,9.10,K. Rudolph TE - MIN ,5.80,K. Drake RB - MIA ,1.40,J. Elliott K - PHI ,2.00,Ravens DEF ,26.00,B. Wagner LB - SEA ,7.00,M. Ryan QB - ATL ,17.00,L. Blount RB - PHI ,5.70,R. Burkhead RB - NE ,3.70,K. Allen WR - LAC ,28.20,C. Coleman WR - CLE ,9.00,A. Ekeler RB - LAC ,11.80,113.60,Kevin,109.92
Jackson ,5,B. Roethlisberger QB - PIT ,28.96,L. McCoy RB - BUF ,24.60,J. Ajayi RB - PHI ,10.10,M. Evans WR - TB ,9.20,B. Cooks WR - NE ,20.90,V. Davis TE - WAS ,6.70,O. Darkwa RB - NYG ,15.00,M. Bryant K - ATL ,10.00,Cardinals DEF ,4.00,T. Smith LB - JAX ,15.00,M. Crabtree WR - LV ,7.10,G. Olsen TE - CAR ,0.00,J. Reed TE - WAS ,0.00,K. Benjamin WR - BUF ,2.00,T. Montgomery RB - GB ,0.00,A. Collins RB - BAL ,15.10,144.46,Liam,83.00
Kevin,7,K. Cousins QB - WAS ,25.98,L. Murray RB - MIN ,21.60,S. Perine RB - WAS ,18.60,G. Tate WR - DET ,3.20,T. Hill WR - KC ,8.40,Z. Ertz TE - PHI ,0.80,P. Richardson WR - SEA ,5.60,W. Lutz K - NO ,16.00,Bears DEF ,5.00,V. Burfict LB - CIN ,15.50,E. Sanders WR - DEN ,3.50,M. Lee WR - JAX ,4.50,J. Crowder WR - WAS ,7.60,P. Perkins RB - NYG ,0.00,R. Kelley RB - WAS ,0.00,C. McCaffrey RB - CAR ,0.00,120.68,Oliver,88.00
