Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,DP,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Liam,6,M. Stafford QB - DET ,10.06,F. Gore RB - IND ,8.00,L. Fournette RB - JAX ,20.50,A. Green WR - CIN ,12.30,J. Jones WR - ATL ,3.00,T. Kelce TE - KC ,17.40,D. Adams WR - GB ,7.30,G. Zuerlein K - LA ,23.00,Steelers DEF ,14.00,L. Kuechly LB - CAR ,13.00,K. Britt WR - NE ,5.20,D. Martin RB - TB ,0.00,D. Moncrief WR - IND ,9.00,D. Henry RB - TEN ,0.70,R. Kelley RB - WAS ,2.30,J. Mixon RB - CIN ,4.80,128.56,Aaron,65.26
Liam WHYTE,2,M. Mariota QB - TEN ,15.74,M. Gordon RB - LAC ,2.90,T. Gurley RB - LA ,27.50,A. Jeffery WR - PHI ,8.90,D. Hopkins WR - HOU ,17.70,C. Clay TE - BUF ,11.20,C. Carson RB - SEA ,6.60,R. Succop K - TEN ,2.00,Lions DEF ,12.00,R. Shazier LB - PIT ,16.50,J. Maclin WR - BAL ,2.10,B. Powell RB - NYJ ,26.00,R. Cobb WR - GB ,10.40,C. Hogan WR - NE ,12.00,J. Matthews WR - BUF ,7.00,C. Kupp WR - LA ,12.00,121.04,Kevin,82.76
Adam,1,T. Brady QB - NE ,20.48,J. Howard RB - CHI ,12.30,K. Hunt RB - KC ,12.10,J. Nelson WR - GB ,19.50,L. Fitzgerald WR - ARI ,9.20,J. Witten TE - DAL ,0.90,J. Allen RB - BAL ,4.40,S. Gostkowski K - NE ,14.00,Jaguars DEF ,15.00,J. Brown LB - LAC ,4.50,E. Sanders WR - DEN ,2.70,A. Thielen WR - MIN ,3.90,T. West RB - BAL ,-0.70,C. Hyde RB - SF ,9.50,T. Rawls RB - SEA ,0.00,K. Golladay WR - DET ,0.00,112.38,Steven,82.18
Steven,10,D. Prescott QB - DAL ,22.58,M. Lynch RB - LV ,1.20,E. Elliott RB - DAL ,25.90,J. Landry WR - MIA ,4.00,D. Parker WR - MIA ,6.90,E. Ebron TE - DET ,2.70,T. Ginn WR - NO ,3.40,J. Tucker K - BAL ,3.00,Raiders DEF ,5.00,P. Brown LB - BUF ,7.50,J. Cutler QB - MIA ,5.06,P. Rivers QB - LAC ,19.88,A. Luck QB - IND ,0.00,J. Crowder WR - WAS ,-0.70,D. Johnson RB - ARI ,0.00,T. Williams WR - LAC ,18.50,82.18,Adam,112.38
Oliver,7,D. Brees QB - NO ,23.02,L. Bell RB - PIT ,30.60,C. Anderson RB - DEN ,11.20,D. Bryant WR - DAL ,9.80,R. Matthews WR - TEN ,5.90,R. Gronkowski TE - NE ,8.00,S. Shepard WR - NYG ,5.40,B. Walsh K - SEA ,8.00,Seahawks DEF ,20.00,J. Watt DL - HOU ,1.00,J. Charles RB - DEN ,4.70,M. Lee WR - JAX ,1.80,A. Abdullah RB - DET ,16.90,D. Johnson RB - CLE ,13.00,D. Watson QB - HOU ,33.72,-,-,122.92,Kevin,69.38
Aaron,8,T. Siemian QB - DEN ,11.26,D. Freeman RB - ATL ,13.80,I. Crowell RB - CLE ,2.70,T. Hilton WR - IND ,3.00,M. Bryant WR - PIT ,4.80,D. Walker TE - TEN ,6.10,D. Thomas WR - DEN ,1.10,G. Gano K - CAR ,9.00,Vikings DEF ,7.00,A. Ogletree LB - LA ,6.50,J. Stewart RB - CAR ,5.80,C. Newton QB - CAR ,33.04,B. Roethlisberger QB - PIT ,10.54,K. Benjamin WR - BUF ,10.40,N. Agholor WR - PHI ,5.80,J. Richard RB - LV ,2.70,65.26,Liam,128.56
Kevin,9,A. Rodgers QB - GB ,23.06,L. McCoy RB - BUF ,10.80,M. Ingram RB - NO ,6.20,T. Gabriel WR - ATL ,1.00,S. Diggs WR - MIN ,9.80,J. Cook TE - LV ,4.60,C. Johnson RB ,6.30,D. Bailey K - DAL ,6.00,Chiefs DEF ,9.00,J. Bethel DB - ARI ,6.00,M. Crabtree WR - LV ,0.00,M. Jones WR - DET ,4.20,D. Carr QB - LV ,9.72,J. Winston QB - TB ,28.48,A. Cooper WR - LV ,1.90,K. Mack DL - LV ,11.00,82.76,Liam WHYTE,121.04
Todd,5,M. Ryan QB - ATL ,8.48,C. Thompson RB - WAS ,0.70,D. Cook RB - MIN ,12.40,A. Brown WR - PIT ,3.40,M. Thomas WR - NO ,14.90,K. Rudolph TE - MIN ,3.40,K. Allen WR - LAC ,13.80,M. Prater K - DET ,6.00,Packers DEF ,10.00,B. Wagner LB - SEA ,14.00,L. Blount RB - PHI ,15.60,A. Smith QB - KC ,29.32,T. Pryor WR - WAS ,13.00,L. Miller RB - HOU ,25.10,T. Cohen RB - CHI ,4.80,Broncos DEF ,9.00,87.08,Jackson ,83.30
Jackson ,3,R. Wilson QB - SEA ,27.60,T. Montgomery RB - GB ,2.80,J. Ajayi RB - PHI ,5.40,D. Baldwin WR - SEA ,5.50,M. Evans WR - TB ,12.70,J. Reed TE - WAS ,4.10,B. Cooks WR - NE ,4.20,M. Bryant K - ATL ,5.00,Bengals DEF ,8.00,L. Collins DB - NYG ,8.00,D. Jackson WR - TB ,2.00,P. Garcon WR - SF ,3.60,G. Olsen TE - CAR ,0.00,C. Palmer QB - ARI ,16.38,W. Snead WR - NO ,0.00,T. Coleman RB - ATL ,14.20,83.30,Todd,87.08
Kevin,4,T. Taylor QB - BUF ,12.48,D. Murray RB - TEN ,3.50,C. McCaffrey RB - CAR ,4.90,O. Beckham WR - NYG ,9.00,T. Hill WR - KC ,5.50,Z. Ertz TE - PHI ,8.10,M. Gillislee RB - NE ,4.90,P. Dawson K - ARI ,14.00,Titans DEF ,0.00,N. Bowman LB - LV ,7.00,D. McFadden RB ,0.00,S. Bradford QB - MIN ,0.00,G. Tate WR - DET ,3.10,K. Cousins QB - WAS ,20.60,S. Watkins WR - LA ,1.70,J. Hill RB - CIN ,2.60,69.38,Oliver,122.92
