Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,DP,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Liam,2,M. Stafford QB - DET ,21.66,D. Martin RB - TB ,5.10,L. Fournette RB - JAX ,4.60,A. Green WR - CIN ,17.50,J. Jones WR - ATL ,5.70,J. Thomas TE - MIA ,6.80,A. Kamara RB - NO ,19.80,G. Zuerlein K - LA ,17.00,Buccaneers DEF ,14.00,L. Kuechly LB - CAR ,7.50,D. Brees QB - NO ,13.96,T. Kelce TE - KC ,0.00,C. Anderson RB - DEN ,5.50,D. Adams WR - GB ,15.00,D. Henry RB - TEN ,5.20,J. Mixon RB - CIN ,10.00,119.66,Kevin,101.12
Liam WHYTE,3,M. Mariota QB - TEN ,18.66,M. Gordon RB - LAC ,4.20,T. Gurley RB - LA ,13.60,D. Hopkins WR - HOU ,11.10,D. Funchess WR - CAR ,21.20,C. Brate TE - TB ,1.00,B. Powell RB - NYJ ,1.60,R. Succop K - TEN ,6.00,Lions DEF ,14.00,Z. Brown LB - WAS ,7.50,C. Hogan WR - NE ,0.00,A. Jeffery WR - PHI ,0.00,J. Allen RB - BAL ,0.00,C. Wentz QB - PHI ,0.00,-,-,-,-,98.86,Steven,110.84
Adam,1,T. Brady QB - NE ,22.64,C. Hyde RB - SF ,11.40,J. Howard RB - CHI ,5.40,M. Sanu WR - ATL ,3.90,A. Thielen WR - MIN ,22.60,E. Engram TE - NYG ,9.10,J. McKinnon RB - MIN ,4.70,S. Gostkowski K - NE ,11.00,Jaguars DEF ,5.00,K. Alexander LB - TB ,6.50,J. Nelson WR - GB ,2.00,J. McCown QB - NYJ ,14.48,L. Fitzgerald WR - ARI ,11.30,S. Shepard WR - NYG ,14.20,W. Fuller WR - HOU ,1.50,K. Hunt RB - KC ,0.00,102.24,Kevin,89.98
Steven,6,D. Prescott QB - DAL ,13.24,A. Morris RB - DAL ,5.30,A. Abdullah RB - DET ,11.50,T. Ginn WR - NO ,0.30,J. Landry WR - MIA ,10.20,J. Graham TE - SEA ,14.70,R. Woods WR - LA ,29.10,J. Lambo K - JAX ,6.00,Rams DEF ,15.00,R. Jones DB - MIA ,5.50,M. Forte RB - NYJ ,0.00,M. Lynch RB - LV ,0.00,D. Parker WR - MIA ,6.60,D. Johnson RB - ARI ,0.00,E. Elliott RB - DAL ,0.00,J. Tucker K - BAL ,0.00,110.84,Liam WHYTE,98.86
Oliver,8,J. Goff QB - LA ,26.50,L. Bell RB - PIT ,11.20,A. Jones RB - GB ,1.20,D. Bryant WR - DAL ,3.90,R. Matthews WR - TEN ,5.00,R. Gronkowski TE - NE ,7.40,T. Coleman RB - ATL ,14.80,B. Walsh K - SEA ,8.00,Seahawks DEF ,7.00,C. Jordan DL - NO ,0.00,D. Jackson WR - TB ,8.20,F. Gore RB - IND ,6.10,K. Juszczyk RB - SF ,0.70,D. Carr QB - LV ,0.00,J. Bostic LB - IND ,6.50,-,-,85.00,Aaron,92.66
Aaron,9,C. Newton QB - CAR ,35.66,J. Stewart RB - CAR ,11.00,D. Freeman RB - ATL ,0.30,D. Thomas WR - DEN ,10.40,T. Hilton WR - IND ,2.30,D. Walker TE - TEN ,6.30,J. Smith-Schuster WR - PIT ,15.70,G. Gano K - CAR ,9.00,Texans DEF ,2.00,C. Mosley LB - BAL ,0.00,P. Rivers QB - LAC ,18.30,I. Crowell RB - CLE ,15.50,N. Agholor WR - PHI ,0.00,H. Henry TE - LAC ,0.70,R. Anderson WR - NYJ ,15.50,J. Richard RB - LV ,0.00,92.66,Oliver,85.00
Kevin,10,R. Wilson QB - SEA ,19.42,M. Ingram RB - NO ,31.10,A. Peterson RB - ARI ,2.20,D. Baldwin WR - SEA ,9.50,S. Diggs WR - MIN ,13.80,J. Witten TE - DAL ,5.90,M. Jones WR - DET ,2.20,C. Boswell K - PIT ,6.00,Steelers DEF ,6.00,D. Jones LB - ATL ,5.00,J. Cook TE - LV ,0.00,C. Thompson RB - WAS ,6.70,D. Johnson RB - CLE ,8.80,A. Cooper WR - LV ,0.00,H. Butker K - KC ,0.00,Chiefs DEF ,0.00,101.12,Liam,119.66
Todd,4,M. Ryan QB - ATL ,14.60,D. Murray RB - TEN ,25.20,L. Miller RB - HOU ,7.40,A. Brown WR - PIT ,4.70,M. Thomas WR - NO ,12.70,K. Rudolph TE - MIN ,4.70,K. Drake RB - MIA ,15.20,M. Prater K - DET ,8.00,Saints DEF ,8.00,B. Wagner LB - SEA ,10.50,L. Blount RB - PHI ,0.00,A. Smith QB - KC ,0.00,T. Pryor WR - WAS ,0.00,K. Allen WR - LAC ,5.40,J. Elliott K - PHI ,0.00,Ravens DEF ,0.00,111.00,Jackson ,60.34
Jackson ,5,T. Taylor QB - BUF ,2.94,L. McCoy RB - BUF ,6.00,O. Darkwa RB - NYG ,10.80,K. Benjamin WR - BUF ,4.20,B. Cooks WR - NE ,7.40,V. Davis TE - WAS ,7.60,T. Rawls RB - SEA ,3.90,M. Bryant K - ATL ,11.00,Panthers DEF ,2.00,L. Collins DB - NYG ,4.50,M. Crabtree WR - LV ,0.00,G. Olsen TE - CAR ,0.00,J. Reed TE - WAS ,0.00,M. Evans WR - TB ,0.00,J. Ajayi RB - PHI ,0.00,A. Collins RB - BAL ,0.00,60.34,Todd,111.00
Kevin,7,K. Cousins QB - WAS ,27.58,R. Kelley RB - WAS ,1.40,C. McCaffrey RB - CAR ,17.00,G. Tate WR - DET ,15.70,C. Kupp WR - LA ,4.70,C. Clay TE - BUF ,1.30,P. Richardson WR - SEA ,4.30,W. Lutz K - NO ,13.00,Bears DEF ,3.00,V. Burfict LB - CIN ,2.00,S. Bradford QB - MIN ,0.00,Z. Ertz TE - PHI ,0.00,K. Stills WR - MIA ,6.70,M. Lee WR - JAX ,13.50,T. Hill WR - KC ,0.00,M. Mack RB - IND ,2.60,89.98,Adam,102.24
