Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,DP,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Liam,2,D. Brees QB - NO ,14.46,L. Fournette RB - JAX ,13.90,A. Kamara RB - NO ,24.60,A. Green WR - CIN ,19.70,J. Jones WR - ATL ,2.40,T. Kelce TE - KC ,21.40,J. Mixon RB - CIN ,4.20,G. Zuerlein K - LA ,16.00,Chargers DEF ,11.00,L. Kuechly LB - CAR ,10.50,M. Stafford QB - DET ,13.88,D. Martin RB - TB ,0.00,K. Stills WR - MIA ,14.80,C. Anderson RB - DEN ,11.00,D. Adams WR - GB ,4.20,D. Henry RB - TEN ,16.90,138.16,Liam WHYTE,100.42
Liam WHYTE,4,C. Wentz QB - PHI ,18.92,M. Gordon RB - LAC ,10.60,T. Gurley RB - LA ,15.80,D. Hopkins WR - HOU ,8.00,D. Funchess WR - CAR ,12.00,C. Brate TE - TB ,15.90,D. Lewis RB - NE ,9.20,R. Succop K - TEN ,6.00,Lions DEF ,-4.00,C. Kirksey LB - CLE ,8.00,B. Powell RB - NYJ ,11.00,C. Hogan WR - NE ,0.00,A. Jeffery WR - PHI ,6.10,S. Watkins WR - LA ,9.80,M. Mariota QB - TEN ,18.30,J. Allen RB - BAL ,3.60,100.42,Liam,138.16
Adam,1,T. Brady QB - NE ,8.32,J. Howard RB - CHI ,3.30,J. Williams RB - GB ,18.30,A. Thielen WR - MIN ,5.10,S. Shepard WR - NYG ,5.60,E. Engram TE - NYG ,15.90,C. Hyde RB - SF ,6.60,S. Gostkowski K - NE ,13.00,Jaguars DEF ,12.00,N. Bowman LB - LV ,10.50,J. Nelson WR - GB ,1.70,L. Fitzgerald WR - ARI ,15.80,M. Sanu WR - ATL ,4.30,J. McKinnon RB - MIN ,11.20,K. Hunt RB - KC ,6.30,L. David LB - TB ,6.00,98.62,Oliver,103.40
Steven,5,A. Dalton QB - CIN ,19.26,M. Lynch RB - LV ,18.10,A. Morris RB - DAL ,18.70,T. Ginn WR - NO ,3.30,J. Landry WR - MIA ,6.20,J. Graham TE - SEA ,8.60,C. Kupp WR - LA ,6.80,J. Tucker K - BAL ,16.00,Steelers DEF ,3.00,R. Jones DB - MIA ,3.50,M. Forte RB - NYJ ,15.10,R. Woods WR - LA ,0.00,A. Abdullah RB - DET ,0.00,D. Parker WR - MIA ,0.50,D. Johnson RB - ARI ,0.00,E. Elliott RB - DAL ,0.00,103.46,Kevin,68.58
Oliver,8,J. Goff QB - LA ,15.00,F. Gore RB - IND ,8.10,L. Bell RB - PIT ,24.20,D. Jackson WR - TB ,2.40,D. Bryant WR - DAL ,12.10,R. Gronkowski TE - NE ,14.70,T. Coleman RB - ATL ,4.90,B. Walsh K - SEA ,6.00,Seahawks DEF ,11.00,J. Bostic LB - IND ,5.00,R. Matthews WR - TEN ,0.00,K. Juszczyk RB - SF ,2.30,D. Carr QB - LV ,15.38,C. Jordan DL - NO ,6.50,-,-,-,-,103.40,Adam,98.62
Aaron,9,P. Rivers QB - LAC ,17.56,D. Freeman RB - ATL ,8.10,I. Crowell RB - CLE ,4.40,T. Hilton WR - IND ,12.10,R. Anderson WR - NYJ ,11.40,D. Walker TE - TEN ,12.30,D. Thomas WR - DEN ,3.70,M. Prater K - DET ,2.00,Texans DEF ,4.00,C. Mosley LB - BAL ,4.50,J. Stewart RB - CAR ,10.50,C. Newton QB - CAR ,20.42,M. Bryant WR - PIT ,4.00,N. Agholor WR - PHI ,20.10,J. Richard RB - LV ,2.90,K. Forbath K - MIN ,2.00,80.06,Todd,124.92
Kevin,10,R. Wilson QB - SEA ,24.18,M. Ingram RB - NO ,18.20,D. Johnson RB - CLE ,1.20,D. Baldwin WR - SEA ,8.40,M. Jones WR - DET ,9.00,J. Cook TE - LV ,0.90,S. Diggs WR - MIN ,3.70,H. Butker K - KC ,7.00,Chiefs DEF ,-4.00,J. Brown LB - LAC ,0.00,J. Witten TE - DAL ,6.80,A. Peterson RB - ARI ,0.00,A. Cooper WR - LV ,0.00,Raiders DEF ,8.00,D. Jones LB - ATL ,7.00,-,-,68.58,Steven,103.46
Todd,3,M. Ryan QB - ATL ,7.02,L. Miller RB - HOU ,9.40,R. Burkhead RB - NE ,23.30,K. Allen WR - LAC ,16.50,M. Thomas WR - NO ,13.00,K. Rudolph TE - MIN ,9.60,A. Brown WR - PIT ,16.10,J. Elliott K - PHI ,4.00,Ravens DEF ,16.00,B. Wagner LB - SEA ,10.00,D. Murray RB - TEN ,7.90,A. Smith QB - KC ,37.64,K. Drake RB - MIA ,21.10,C. Coleman WR - CLE ,0.00,R. Shazier LB - PIT ,1.50,L. Collins DB - NYG ,11.00,124.92,Aaron,80.06
Jackson ,6,B. Roethlisberger QB - PIT ,18.00,L. McCoy RB - BUF ,10.20,O. Darkwa RB - NYG ,9.10,M. Evans WR - TB ,3.30,J. Smith-Schuster WR - PIT ,1.70,G. Olsen TE - CAR ,0.00,J. Ajayi RB - PHI ,4.60,M. Bryant K - ATL ,9.00,Broncos DEF ,14.00,Z. Brown LB - WAS ,6.50,M. Crabtree WR - LV ,0.00,J. Reed TE - WAS ,0.00,B. Cooks WR - NE ,2.20,T. Montgomery RB - GB ,0.00,A. Hooper TE - ATL ,2.10,A. Collins RB - BAL ,21.80,76.40,Kevin,86.54
Kevin,7,K. Cousins QB - WAS ,12.64,L. Murray RB - MIN ,9.70,C. McCaffrey RB - CAR ,10.90,G. Tate WR - DET ,6.90,T. Hill WR - KC ,30.50,Z. Ertz TE - PHI ,2.40,D. Williams RB - MIA ,0.00,W. Lutz K - NO ,7.00,Eagles DEF ,2.00,V. Burfict LB - CIN ,4.50,E. Sanders WR - DEN ,1.10,M. Lee WR - JAX ,14.60,P. Richardson WR - SEA ,0.80,J. Crowder WR - WAS ,4.70,R. Kelley RB - WAS ,0.00,S. Perine RB - WAS ,8.90,86.54,Jackson ,76.40
