Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,DP,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Liam,8,K. Murray QB - ARI Q ,29.90,D. Johnson RB - HOU Q ,5.40,S. Ahmed RB - MIA ,15.00,D. Hopkins WR - ARI ,19.70,D. Metcalf WR - SEA ,2.80,N. Fant TE - DEN ,1.80,D. Dallas RB - SEA ,3.10,R. Blankenship K - IND ,10.00,Eagles DEF ,3.00,T. Edmunds LB - BUF ,8.50,L. Bell RB - KC ,0.00,J. McKissic RB - WAS ,10.90,J. Mixon RB - CIN IR ,0.00,H. Hurst TE - ATL ,0.00,M. Gaskin RB - MIA ,0.00,B. Aiyuk WR - SF Q ,12.70,99.20,Adam,83.46
Liam WHYTE,6,R. Wilson QB - SEA ,9.92,L. Fournette RB - TB ,3.00,D. Swift RB - DET ,20.90,A. Thielen WR - MIN ,16.30,T. Higgins WR - CIN Q ,15.50,J. Graham TE - CHI ,0.00,T. Fulgham WR - PHI ,0.80,D. Carlson K - LV ,15.00,Bears DEF ,12.00,L. David LB - TB ,6.00,J. Jones WR - ATL Q ,0.00,T. Kelce TE - KC ,0.00,T. Bridgewater QB - CAR Q ,19.04,D. Johnson RB - HOU ,0.00,T. Boyd WR - CIN ,4.10,D. Singletary RB - BUF ,1.00,99.42,Kevin,109.94
Adam,4,D. Carr QB - LV ,7.16,D. Cook RB - MIN ,13.20,J. Williams RB - GB ,5.50,A. Robinson WR - CHI ,4.30,J. Smith-Schuster WR - PIT ,13.70,E. Engram TE - NYG ,1.50,D. Chark WR - JAX Q ,5.60,B. McManus K - DEN ,8.00,Rams DEF ,13.00,Z. Cunningham LB - HOU ,11.50,C. Newton QB - NE ,16.82,J. Brown WR - BUF ,7.20,J. Smith TE - TEN ,7.50,A. Ekeler RB - LAC Q ,0.00,P. Lindsay RB - DEN IR ,1.20,D. Mooney WR - CHI Q ,0.30,83.46,Liam,99.20
Steven,3,L. Jackson QB - BAL Q ,25.46,D. Henry RB - TEN ,10.90,D. Henderson RB - LA IR ,9.30,W. Fuller WR - HOU ,3.80,C. Kupp WR - LA Q ,5.00,J. Cook TE - NO ,0.00,D. Parker WR - MIA ,3.10,J. Tucker K - BAL ,5.00,Saints DEF ,14.00,B. Martinez LB - NYG ,3.00,M. Stafford QB - DET ,23.04,M. Jones WR - DET ,15.60,T. Gurley RB - ATL ,0.00,T. Hill WR - KC ,0.00,W. Gallman RB - NYG ,18.00,Colts DEF ,8.00,79.56,Jackson ,111.78
Oliver,9,J. Goff QB - LA ,10.48,R. Jones RB - TB ,23.80,Z. Moss RB - BUF IR ,1.70,R. Woods WR - LA ,3.60,T. Lockett WR - SEA ,7.60,E. Ebron TE - PIT Q ,3.80,C. Samuel WR - CAR ,1.20,W. Lutz K - NO ,9.00,Buccaneers DEF ,5.00,F. Warner LB - SF ,3.00,E. Elliott RB - DAL ,0.00,R. Anderson WR - CAR ,2.10,C. Carson RB - SEA ,0.00,C. Edmonds RB - ARI ,7.70,C. Kirk WR - ARI ,2.70,J. Meyers WR - NE ,10.86,69.18,Todd,91.62
Aaron,5,J. Allen QB - BUF ,26.36,J. Conner RB - PIT ,4.80,J. Robinson RB - JAX Q ,11.20,K. Allen WR - LAC ,9.90,S. Diggs WR - BUF ,15.30,R. Gronkowski TE - TB ,11.10,J. Jacobs RB - LV ,25.60,R. Succop K - TB ,16.00,Steelers DEF ,12.00,E. Kendricks LB - MIN Q ,2.50,M. Ryan QB - ATL ,0.00,J. Crowder WR - NYJ ,0.00,M. Thomas WR - NO Q ,2.70,C. Davis WR - TEN ,6.70,K. Golladay WR - DET Q ,0.00,A. Gibson RB - WAS ,18.50,134.76,Kevin,71.40
Kevin,1,D. Brees QB - NO ,8.94,A. Kamara RB - NO ,27.80,N. Chubb RB - CLE ,18.60,T. Patrick WR - DEN Q ,6.10,T. McLaurin WR - WAS ,10.20,D. Waller TE - LV ,3.70,D. Harris RB - NE IR ,12.10,J. Sanders K - MIA ,13.00,Ravens DEF ,1.00,B. Wagner LB - SEA ,8.50,P. Mahomes QB - KC Q ,0.00,C. Ridley WR - ATL ,0.00,D. Montgomery RB - CHI ,0.00,C. Lamb WR - DAL ,0.00,Y. Koo K - ATL ,0.00,Chiefs DEF ,0.00,109.94,Liam WHYTE,99.42
Todd,7,D. Watson QB - HOU ,14.12,M. Gordon RB - DEN ,4.60,A. Jones RB - GB Q ,9.50,M. Evans WR - TB ,13.70,M. Brown WR - BAL ,2.40,H. Henry TE - LAC ,9.00,C. Claypool WR - PIT ,17.30,M. Crosby K - GB ,6.00,Bills DEF ,6.00,B. Baker DB - ARI ,9.00,L. Murray RB - NO Q ,5.70,M. Gallup WR - DAL ,0.00,R. Nall RB - CHI ,1.80,T. Hockenson TE - DET ,1.30,J. Burrow QB - CIN IR ,12.52,C. Edwards-Helaire RB - KC ,0.00,91.62,Oliver,69.18
Jackson ,2,J. Herbert QB - LAC ,21.48,M. Davis RB - CAR Q ,4.40,M. Sanders RB - PHI Q ,13.50,D. Adams WR - GB ,10.60,J. Jefferson WR - MIN ,13.50,M. Andrews TE - BAL ,6.10,G. Bernard RB - CIN ,4.70,T. Bass K - BUF ,18.00,Patriots DEF ,5.00,R. Smith LB - CHI Q ,14.50,A. Cooper WR - DAL Q ,0.00,R. Mostert RB - SF IR ,0.00,C. Godwin WR - TB ,9.20,M. Breida RB - MIA ,0.00,D. Moore WR - CAR ,16.60,J. Kelley RB - LAC ,2.10,111.78,Steven,79.56
Kevin,10,A. Rodgers QB - GB ,25.40,K. Hunt RB - CLE ,13.20,J. Taylor RB - IND ,3.70,A. Brown WR - TB ,6.60,A. Brown WR - TEN Q ,2.10,D. Goedert TE - PHI Q ,3.30,J. McKinnon RB - SF ,4.60,M. Badgley K - LAC ,3.00,Packers DEF ,6.00,A. Walker LB - IND ,3.50,J. Landry WR - CLE ,2.90,B. Cooks WR - HOU ,3.90,C. Hyde RB - SEA ,0.00,K. Drake RB - ARI ,8.90,C. McCaffrey RB - CAR Q ,0.00,G. Kittle TE - SF ,0.00,71.40,Aaron,134.76
