Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,DP,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Liam,5,K. Murray QB - ARI Q ,26.30,J. Mixon RB - CIN IR ,9.40,M. Gaskin RB - MIA ,15.10,D. Hopkins WR - ARI ,19.10,D. Metcalf WR - SEA ,22.30,H. Hurst TE - ATL ,0.80,O. Beckham WR - CLE IR ,7.42,J. Myers K - SEA ,3.00,Rams DEF ,12.00,P. Queen LB - BAL ,21.50,A. Green WR - CIN ,0.00,P. Lindsay RB - DEN IR ,0.00,J. Jackson RB - LAC ,10.40,N. Fant TE - DEN ,0.00,D. Johnson RB - CLE ,4.10,C. Akers RB - LA ,6.10,136.92,Aaron,113.60
Liam WHYTE,4,R. Wilson QB - SEA ,24.48,D. Johnson RB - HOU ,10.30,D. Singletary RB - BUF ,3.30,A. Thielen WR - MIN ,20.30,T. Boyd WR - CIN ,4.20,T. Kelce TE - KC ,16.80,T. Hilton WR - IND ,6.90,D. Carlson K - LV ,10.00,49ers DEF ,-2.00,J. Schobert LB - JAX ,3.50,J. Jones WR - ATL Q ,0.00,T. Bridgewater QB - CAR Q ,20.82,A. Abdullah RB - MIN ,0.00,L. Fournette RB - TB ,0.00,S. Michel RB - NE ,0.00,J. Jeudy WR - DEN ,0.00,97.78,Jackson ,128.06
Adam,3,D. Prescott QB - DAL IR ,12.44,D. Freeman RB ,14.70,D. Cook RB - MIN ,14.90,A. Robinson WR - CHI ,9.00,J. Smith-Schuster WR - PIT ,2.80,J. Smith TE - TEN ,16.00,D. Chark WR - JAX Q ,1.60,S. Gostkowski K - TEN ,6.00,Cardinals DEF ,7.00,Z. Cunningham LB - HOU ,11.50,J. Edelman WR - NE IR ,0.00,R. Tannehill QB - TEN ,30.00,J. Brown WR - BUF ,0.00,E. Engram TE - NYG ,8.50,A. Ekeler RB - LAC Q ,0.00,Patriots DEF ,0.00,95.94,Kevin,92.34
Steven,9,L. Jackson QB - BAL Q ,13.50,T. Gurley RB - ATL ,21.00,D. Henry RB - TEN ,18.30,D. Parker WR - MIA ,11.00,C. Kupp WR - LA Q ,7.60,M. Gesicki TE - MIA ,9.10,T. Hill WR - KC ,15.30,J. Tucker K - BAL ,9.00,Colts DEF ,11.00,B. Martinez LB - NYG ,7.50,G. Tate WR - NYG Q ,4.20,M. Jones WR - DET ,0.00,W. Fuller WR - HOU ,12.80,D. Henderson RB - LA IR ,18.80,H. Renfrow WR - LV ,4.20,J. Burrow QB - CIN IR ,4.32,123.30,Kevin,135.40
Oliver,8,J. Garoppolo QB - SF IR ,-0.92,E. Elliott RB - DAL ,22.50,C. Carson RB - SEA ,13.90,T. Lockett WR - SEA ,4.40,R. Anderson WR - CAR ,11.50,Z. Ertz TE - PHI ,1.60,J. Kelley RB - LAC ,4.80,R. Blankenship K - IND ,11.00,Buccaneers DEF ,6.00,M. Hilton DB - PIT ,10.50,T. Brady QB - TB ,16.12,R. Woods WR - LA ,13.10,R. Tonyan TE - GB ,0.00,R. Jones RB - TB ,12.50,R. Gage WR - ATL ,1.60,T. Pollard RB - DAL ,3.20,85.28,Todd,88.06
Aaron,2,R. Fitzpatrick QB - MIA ,27.60,J. Conner RB - PIT ,13.30,J. Robinson RB - JAX Q ,5.00,K. Allen WR - LAC ,8.90,S. Diggs WR - BUF ,10.60,T. Higbee TE - LA ,1.20,J. Jacobs RB - LV ,20.50,J. Slye K - CAR ,11.00,Steelers DEF ,8.00,E. Kendricks LB - MIN Q ,7.50,L. Bell RB - KC ,6.70,J. Crowder WR - NYJ ,17.60,M. Thomas WR - NO Q ,0.00,K. Golladay WR - DET Q ,0.00,J. Allen QB - BUF ,17.32,A. Gibson RB - WAS ,5.10,113.60,Liam,136.92
Kevin,1,P. Mahomes QB - KC Q ,30.70,A. Kamara RB - NO ,11.90,D. Montgomery RB - CHI ,11.90,C. Ridley WR - ATL ,13.60,T. McLaurin WR - WAS ,2.60,D. Waller TE - LV ,10.80,C. Lamb WR - DAL ,12.40,H. Butker K - KC ,6.00,Ravens DEF ,26.00,B. Wagner LB - SEA ,9.50,J. Graham TE - CHI ,9.30,D. Brees QB - NO ,21.10,B. Perriman WR - NYJ ,0.00,T. Patrick WR - DEN Q ,0.00,A. Miller WR - CHI ,2.80,N. Chubb RB - CLE ,0.00,135.40,Steven,123.30
Todd,6,D. Watson QB - HOU ,25.86,L. Murray RB - NO Q ,5.70,C. Edwards-Helaire RB - KC ,8.00,M. Evans WR - TB ,10.10,M. Gallup WR - DAL ,7.30,H. Henry TE - LAC ,8.30,M. Brown WR - BAL ,13.80,Z. Gonzalez K - ARI IR ,6.00,Chiefs DEF ,-1.00,L. David LB - TB ,4.00,M. Gordon RB - DEN ,0.00,J. Goff QB - LA ,24.36,A. Jones RB - GB Q ,0.00,T. Hockenson TE - DET ,0.00,Bills DEF ,-4.00,B. Baker DB - ARI ,11.50,88.06,Oliver,85.28
Jackson ,7,J. Herbert QB - LAC ,29.36,M. Davis RB - CAR Q ,20.90,M. Sanders RB - PHI Q ,21.90,A. Cooper WR - DAL Q ,2.10,J. Jefferson WR - MIN ,3.30,M. Andrews TE - BAL ,11.60,R. Mostert RB - SF IR ,11.90,W. Lutz K - NO ,14.00,Bears DEF ,6.00,T. Edmunds LB - BUF ,7.00,M. Ingram RB - BAL ,5.70,A. Peterson RB - DET ,0.00,D. Adams WR - GB ,0.00,D. Moore WR - CAR ,15.30,D. Slayton WR - NYG ,12.90,R. Smith LB - CHI Q ,9.00,128.06,Liam WHYTE,97.78
Kevin,10,M. Ryan QB - ATL ,6.94,K. Drake RB - ARI ,13.20,J. Taylor RB - IND ,13.40,A. Brown WR - TEN Q ,14.20,L. Shenault WR - JAX ,7.90,G. Kittle TE - SF ,4.40,K. Hunt RB - CLE ,15.30,R. Gould K - SF ,5.00,Saints DEF ,3.00,J. Hicks LB - ARI Q ,9.00,C. Newton QB - NE ,0.00,A. Rodgers QB - GB ,0.00,S. Watkins WR - KC ,8.40,J. Landry WR - CLE ,8.80,C. McCaffrey RB - CAR Q ,0.00,D. Samuel WR - SF Q ,2.20,92.34,Adam,95.94
