Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,DP,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Liam,7,K. Murray QB - ARI Q ,26.30,J. Mixon RB - CIN IR ,6.10,S. Barkley RB - NYG IR ,6.60,D. Hopkins WR - ARI ,16.10,D. Metcalf WR - SEA ,15.50,N. Fant TE - DEN ,14.10,A. Green WR - CIN ,5.10,J. Myers K - SEA ,8.00,Colts DEF ,4.00,D. Leonard LB - IND ,7.50,O. Beckham WR - CLE IR ,2.20,P. Lindsay RB - DEN IR ,3.50,H. Hurst TE - ATL ,3.80,C. Kirk WR - ARI ,0.00,C. Akers RB - LA ,4.30,J. Jefferson WR - MIN ,2.60,109.30,Liam WHYTE,128.98
Liam WHYTE,1,R. Wilson QB - SEA ,31.78,D. Johnson RB - HOU ,16.90,D. Singletary RB - BUF ,6.30,J. Jones WR - ATL Q ,15.70,A. Thielen WR - MIN ,26.00,T. Kelce TE - KC ,11.00,T. Hilton WR - IND ,6.30,S. Gostkowski K - TEN ,4.00,49ers DEF ,4.00,J. Schobert LB - JAX ,7.00,T. Boyd WR - CIN ,3.30,L. Fournette RB - TB ,1.90,T. Cohen RB - CHI IR ,4.70,S. Michel RB - NE ,9.70,P. Williams WR - MIA IR ,4.10,J. Jeudy WR - DEN ,5.60,128.98,Liam,109.30
Adam,8,D. Prescott QB - DAL IR ,17.64,D. Cook RB - MIN ,20.80,A. Ekeler RB - LAC Q ,8.70,A. Robinson WR - CHI ,7.30,J. Smith-Schuster WR - PIT ,20.90,E. Engram TE - NYG ,0.90,D. Chark WR - JAX Q ,8.50,R. Gould K - SF ,10.00,Packers DEF ,5.00,Z. Cunningham LB - HOU ,6.00,M. Stafford QB - DET ,16.18,J. Edelman WR - NE IR ,8.00,R. Gronkowski TE - TB ,1.10,J. Brown WR - BUF ,13.00,J. Howard RB ,6.70,K. Johnson RB - DET ,1.40,105.74,Kevin,118.64
Steven,10,L. Jackson QB - BAL Q ,28.50,T. Gurley RB - ATL ,11.70,D. Henry RB - TEN ,13.10,T. Hill WR - KC ,10.60,C. Kupp WR - LA Q ,4.00,A. Hooper TE - CLE ,2.50,D. Parker WR - MIA ,4.70,J. Tucker K - BAL ,8.00,Vikings DEF ,-4.00,B. Martinez LB - NYG ,11.00,G. Tate WR - NYG Q ,0.00,L. Fitzgerald WR - ARI Q ,3.40,T. Coleman RB - SF ,2.40,W. Fuller WR - HOU ,11.20,H. Renfrow WR - LV ,2.10,J. Burrow QB - CIN IR ,16.32,90.10,Todd,118.42
Oliver,2,M. Ryan QB - ATL ,23.90,E. Elliott RB - DAL ,24.70,C. Carson RB - SEA ,18.60,R. Woods WR - LA ,11.90,C. Godwin WR - TB ,8.90,Z. Ertz TE - PHI ,7.80,T. Lockett WR - SEA ,9.20,G. Zuerlein K - DAL ,5.00,Patriots DEF ,11.00,C. Littleton LB - LV ,4.50,T. Brady QB - TB ,22.46,M. Jones WR - DET ,5.50,L. Murray RB - NO Q ,4.80,M. Williams WR - LAC ,6.90,M. Breida RB - MIA ,2.20,R. Jones RB - TB ,8.20,125.50,Kevin,111.90
Aaron,9,J. Allen QB - BUF ,28.18,J. Conner RB - PIT ,3.70,J. Jacobs RB - LV ,31.90,K. Allen WR - LAC ,3.70,M. Thomas WR - NO Q ,1.70,T. Higbee TE - LA ,4.00,B. Scott RB - PHI ,5.40,J. Slye K - CAR ,10.00,Steelers DEF ,8.00,J. Hicks LB - ARI Q ,5.50,L. Bell RB - KC ,4.60,J. Crowder WR - NYJ ,18.50,D. Johnson RB - HOU Q ,1.40,S. Diggs WR - BUF ,8.60,K. Golladay WR - DET Q ,0.00,A. Gibson RB - WAS ,4.40,102.08,Jackson ,103.90
Kevin,3,P. Mahomes QB - KC Q ,20.44,A. Kamara RB - NO ,18.70,N. Chubb RB - CLE ,4.60,C. Ridley WR - ATL ,24.90,T. McLaurin WR - WAS ,6.10,D. Waller TE - LV ,4.50,D. Montgomery RB - CHI ,7.40,H. Butker K - KC ,10.00,Ravens DEF ,15.00,B. Wagner LB - SEA ,7.00,D. Brees QB - NO ,14.40,B. Perriman WR - NYJ ,1.70,J. Goff QB - LA ,10.50,A. Miller WR - CHI ,13.60,C. Sutton WR - DEN IR ,0.00,B. Edwards WR - LV ,0.90,118.64,Adam,105.74
Todd,4,D. Watson QB - HOU ,20.82,A. Jones RB - GB Q ,13.60,C. Edwards-Helaire RB - KC ,19.80,M. Gallup WR - DAL ,5.00,M. Brown WR - BAL ,10.10,J. Cook TE - NO ,8.00,M. Gordon RB - DEN ,12.60,Z. Gonzalez K - ARI IR ,8.00,Bills DEF ,8.00,B. Baker DB - ARI ,12.50,M. Evans WR - TB ,6.20,S. Shepard WR - NYG ,4.70,H. Henry TE - LAC ,7.30,D. Jones QB - NYG ,17.36,C. Lamb WR - DAL ,5.90,H. Ruggs WR - LV Q ,6.60,118.42,Steven,90.10
Jackson ,5,C. Wentz QB - PHI ,13.00,M. Ingram RB - BAL ,4.90,M. Mack RB - IND IR ,5.60,D. Adams WR - GB ,27.60,D. Moore WR - CAR ,5.40,M. Andrews TE - BAL ,17.80,A. Cooper WR - DAL Q ,8.10,W. Lutz K - NO ,10.00,Eagles DEF ,3.00,J. Smith LB - DAL Q ,8.50,A. Peterson RB - DET ,11.40,D. Freeman RB ,0.00,R. Mostert RB - SF IR ,21.10,R. Armstead RB - JAX COV ,0.00,M. Sanders RB - PHI Q ,0.00,D. Slayton WR - NYG ,22.20,103.90,Aaron,102.08
Kevin,6,C. Newton QB - NE ,25.70,K. Drake RB - ARI ,12.50,C. McCaffrey RB - CAR Q ,25.50,D. Jackson WR - PHI Q ,5.60,A. Brown WR - TEN Q ,3.90,G. Kittle TE - SF ,5.30,J. Taylor RB - IND ,8.90,J. Lambo K - JAX IR ,11.00,Chiefs DEF ,7.00,R. Smith LB - CHI Q ,6.50,A. Rodgers QB - GB ,30.76,J. Landry WR - CLE ,6.10,B. Cooks WR - HOU ,2.00,K. Hunt RB - CLE ,10.10,D. Johnson WR - PIT ,3.70,D. Swift RB - DET ,8.30,111.90,Oliver,125.50
