Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,DP,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Liam,9,K. Murray QB - ARI Q ,39.10,P. Lindsay RB - DEN IR ,7.90,J. Jackson RB - LAC ,5.50,D. Hopkins WR - ARI ,14.30,D. Metcalf WR - SEA ,4.30,N. Fant TE - DEN ,3.80,O. Beckham WR - CLE IR ,0.00,Y. Koo K - ATL ,2.00,Eagles DEF ,9.00,T. Edmunds LB - BUF ,5.00,A. Green WR - CIN ,8.20,L. Bell RB - KC ,3.90,J. Mixon RB - CIN IR ,0.00,H. Hurst TE - ATL ,6.80,M. Gaskin RB - MIA ,0.00,J. Hasty RB - SF IR ,7.30,90.90,Todd,102.86
Liam WHYTE,4,R. Wilson QB - SEA ,29.92,D. Johnson RB - HOU ,12.40,D. Singletary RB - BUF ,4.70,J. Jones WR - ATL Q ,9.70,T. Boyd WR - CIN ,17.74,T. Kelce TE - KC ,3.10,T. Higgins WR - CIN Q ,13.80,M. Crosby K - GB ,5.00,49ers DEF ,17.00,J. Schobert LB - JAX ,6.50,A. Thielen WR - MIN ,0.00,T. Bridgewater QB - CAR Q ,19.16,L. Fournette RB - TB ,9.70,T. Fulgham WR - PHI ,7.30,D. Swift RB - DET ,10.80,D. Carlson K - LV ,8.00,119.86,Steven,121.00
Adam,8,R. Tannehill QB - TEN ,17.30,F. Gore RB - NYJ IR ,6.00,D. Freeman RB ,0.80,A. Robinson WR - CHI ,7.00,D. Chark WR - JAX Q ,2.60,E. Engram TE - NYG ,4.90,C. Beasley WR - BUF Q ,11.20,S. Gostkowski K - TEN ,8.00,Patriots DEF ,4.00,Z. Cunningham LB - HOU ,7.50,J. Brown WR - BUF ,0.00,D. Cook RB - MIN ,0.00,J. Smith-Schuster WR - PIT ,8.50,J. Smith TE - TEN ,0.90,A. Ekeler RB - LAC Q ,0.00,N. Hines RB - IND ,0.00,69.30,Oliver,130.26
Steven,6,M. Stafford QB - DET ,18.40,D. Henry RB - TEN ,13.20,D. Henderson RB - LA IR ,7.60,T. Hill WR - KC ,11.50,C. Kupp WR - LA Q ,5.90,J. Cook TE - NO ,9.20,T. Gurley RB - ATL ,22.20,C. Boswell K - PIT ,9.00,Rams DEF ,15.00,B. Martinez LB - NYG ,9.00,M. Jones WR - DET ,8.00,D. Parker WR - MIA ,0.00,W. Fuller WR - HOU ,9.50,L. Jackson QB - BAL Q ,0.00,J. Tucker K - BAL ,0.00,Colts DEF ,0.00,121.00,Liam WHYTE,119.86
Oliver,7,T. Brady QB - TB ,36.86,E. Elliott RB - DAL ,8.10,R. Jones RB - TB ,9.60,T. Lockett WR - SEA ,38.00,R. Anderson WR - CAR ,7.40,R. Tonyan TE - GB ,3.20,C. Carson RB - SEA ,4.10,W. Lutz K - NO ,9.00,Buccaneers DEF ,6.00,F. Warner LB - SF ,8.00,Z. Ertz TE - PHI ,0.00,R. Woods WR - LA ,2.50,C. Edmonds RB - ARI ,14.50,T. Pollard RB - DAL ,2.20,J. Kelley RB - LAC ,5.30,R. Blankenship K - IND ,0.00,130.26,Adam,69.30
Aaron,5,J. Allen QB - BUF ,16.38,J. Conner RB - PIT ,13.60,J. Robinson RB - JAX Q ,27.70,S. Diggs WR - BUF ,4.80,K. Golladay WR - DET Q ,11.40,T. Higbee TE - LA ,0.00,J. Jacobs RB - LV ,3.10,R. Succop K - TB ,9.00,Steelers DEF ,2.00,L. David LB - TB ,7.50,K. Allen WR - LAC ,12.50,J. Crowder WR - NYJ ,0.00,M. Thomas WR - NO Q ,0.00,C. Akers RB - LA ,0.00,A. Gibson RB - WAS ,18.80,E. Kendricks LB - MIN Q ,0.00,95.48,Kevin,120.70
Kevin,1,P. Mahomes QB - KC Q ,12.00,A. Kamara RB - NO ,14.80,D. Montgomery RB - CHI ,6.90,C. Ridley WR - ATL ,14.90,T. McLaurin WR - WAS ,15.00,D. Waller TE - LV ,11.00,C. Lamb WR - DAL ,0.10,H. Butker K - KC ,13.00,Chiefs DEF ,24.00,B. Wagner LB - SEA ,9.00,D. Brees QB - NO ,23.68,T. Patrick WR - DEN Q ,5.40,N. Chubb RB - CLE ,0.00,D. Harris RB - NE IR ,7.00,Ravens DEF ,0.00,J. Smith LB - DAL Q ,9.00,120.70,Aaron,95.48
Todd,2,D. Watson QB - HOU ,24.16,M. Gordon RB - DEN ,10.00,C. Edwards-Helaire RB - KC ,12.30,M. Evans WR - TB ,3.70,C. Claypool WR - PIT ,1.80,H. Henry TE - LAC ,2.30,L. Murray RB - NO Q ,5.60,Z. Gonzalez K - ARI IR ,13.00,Bills DEF ,14.00,B. Baker DB - ARI ,16.00,J. Goff QB - LA ,16.90,A. Jones RB - GB Q ,0.00,M. Gallup WR - DAL ,0.00,T. Hockenson TE - DET ,11.90,M. Brown WR - BAL ,0.00,Dolphins DEF ,0.00,102.86,Liam,90.90
Jackson ,3,J. Herbert QB - LAC ,38.48,M. Davis RB - CAR Q ,3.60,B. Scott RB - PHI ,15.20,D. Adams WR - GB ,31.60,A. Cooper WR - DAL Q ,8.50,J. Graham TE - CHI ,3.10,C. Godwin WR - TB ,14.80,R. Bullock K - CIN ,10.00,Cowboys DEF ,2.00,R. Smith LB - CHI Q ,8.00,A. Peterson RB - DET ,3.00,R. Mostert RB - SF IR ,0.00,D. Moore WR - CAR ,21.30,M. Andrews TE - BAL ,0.00,M. Sanders RB - PHI Q ,0.00,J. Jefferson WR - MIN ,0.00,135.28,Kevin,84.88
Kevin,10,A. Rodgers QB - GB ,27.32,J. McKinnon RB - SF ,0.90,K. Hunt RB - CLE ,16.20,J. Landry WR - CLE ,5.96,L. Shenault WR - JAX ,4.40,G. Kittle TE - SF ,5.50,K. Drake RB - ARI ,4.10,M. Badgley K - LAC ,9.00,Packers DEF ,6.00,J. Hicks LB - ARI Q ,5.50,C. Newton QB - NE ,-0.18,A. Brown WR - TB ,0.00,C. McCaffrey RB - CAR Q ,0.00,A. Brown WR - TEN Q ,21.30,D. Samuel WR - SF Q ,7.20,J. Taylor RB - IND ,0.00,84.88,Jackson ,135.28
