Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,DP,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Liam,9,K. Murray QB - ARI Q ,15.38,L. Bell RB - KC ,3.90,M. Gaskin RB - MIA ,28.90,D. Hopkins WR - ARI ,4.80,D. Metcalf WR - SEA ,5.90,N. Fant TE - DEN ,6.50,B. Aiyuk WR - SF Q ,3.10,R. Blankenship K - IND ,6.00,Browns DEF ,2.00,A. Singleton LB - PHI ,6.50,C. Kaepernick QB ,0.00,T. Hilton WR - IND ,6.00,D. Johnson RB - HOU Q ,0.00,J. McKissic RB - WAS ,15.20,J. Mixon RB - CIN IR ,0.00,C. Akers RB - LA ,0.00,82.98,-,-
Liam WHYTE,3,R. Wilson QB - SEA ,19.90,D. Johnson RB - HOU ,25.90,M. Sanders RB - PHI Q ,15.40,A. Thielen WR - MIN ,15.70,D. Moore WR - CAR ,5.70,M. Andrews TE - BAL ,7.60,T. Higgins WR - CIN Q ,15.90,D. Carlson K - LV ,13.00,Vikings DEF ,0.00,J. Smith LB - DAL Q ,10.50,T. Boyd WR - CIN ,0.00,C. Godwin WR - TB ,14.40,R. Tonyan TE - GB ,1.70,T. Fulgham WR - PHI ,2.70,D. Singletary RB - BUF ,5.20,L. David LB - TB ,5.50,129.60,Jackson ,144.22
Adam,8,T. Brady QB - TB ,29.92,D. Cook RB - MIN ,14.50,A. Ekeler RB - LAC Q ,12.80,A. Robinson WR - CHI ,10.30,D. Johnson WR - PIT ,15.60,E. Engram TE - NYG ,7.00,J. Dobbins RB - BAL ,13.70,C. Santos K - CHI ,11.00,Rams DEF ,6.00,T. Adams LB - HOU ,8.50,K. Cousins QB - MIN ,23.64,J. Smith-Schuster WR - PIT ,15.60,J. Smith TE - TEN ,10.00,N. Hines RB - IND ,6.40,D. Chark WR - JAX Q ,12.20,J. Hurts QB - PHI ,18.58,129.32,Kevin,126.84
Steven,2,L. Jackson QB - BAL Q ,21.32,D. Henry RB - TEN ,9.80,W. Gallman RB - NYG ,5.30,T. Hill WR - KC ,9.50,C. Kupp WR - LA Q ,6.60,L. Thomas TE - WAS ,7.30,M. Jones WR - DET ,1.90,J. Tucker K - BAL ,9.00,Colts DEF ,0.00,B. Martinez LB - NYG ,9.50,D. Parker WR - MIA ,0.00,T. Gurley RB - ATL ,5.00,B. Mayfield QB - CLE ,8.00,M. Gesicki TE - MIA ,5.40,Saints DEF ,1.00,J. Baker LB - MIA ,11.00,80.22,Kevin,165.52
Oliver,10,J. Goff QB - LA ,9.66,C. Carson RB - SEA ,7.90,S. Ahmed RB - MIA ,0.30,R. Woods WR - LA ,4.90,M. Gallup WR - DAL ,24.10,E. Ebron TE - PIT Q ,10.70,Z. Moss RB - BUF IR ,11.70,M. Nugent K - ARI ,6.00,Bears DEF ,6.00,J. Schobert LB - JAX ,14.00,T. Lockett WR - SEA ,4.40,C. Samuel WR - CAR ,15.80,C. Edmonds RB - ARI ,0.80,R. Jones RB - TB ,0.00,C. Kirk WR - ARI ,7.60,J. Meyers WR - NE ,4.50,95.26,-,-
Aaron,5,J. Allen QB - BUF ,32.30,J. Conner RB - PIT ,12.60,A. Gibson RB - WAS ,6.90,S. Diggs WR - BUF ,32.50,R. Anderson WR - CAR ,9.90,R. Gronkowski TE - TB ,17.80,J. Jacobs RB - LV ,6.90,R. Succop K - TB ,5.00,Steelers DEF ,9.00,D. White LB - TB ,13.00,B. Roethlisberger QB - PIT ,25.54,K. Allen WR - LAC ,0.00,M. Thomas WR - NO Q ,0.00,K. Golladay WR - DET Q ,0.00,H. Hurst TE - ATL ,10.70,J. Robinson RB - JAX Q ,0.00,145.90,Todd,117.96
Kevin,1,P. Mahomes QB - KC Q ,20.22,A. Kamara RB - NO ,53.20,D. Montgomery RB - CHI ,18.10,C. Ridley WR - ATL ,12.30,C. Lamb WR - DAL ,20.40,D. Waller TE - LV ,11.20,N. Chubb RB - CLE ,12.60,Y. Koo K - ATL ,2.00,Ravens DEF ,10.00,B. Wagner LB - SEA ,5.50,D. Brees QB - NO ,8.14,T. Patrick WR - DEN Q ,3.90,D. Harris RB - NE IR ,0.00,T. McLaurin WR - WAS ,0.00,J. Sanders K - MIA ,14.00,Chiefs DEF ,7.00,165.52,Steven,80.22
Todd,6,D. Watson QB - HOU ,26.76,M. Gordon RB - DEN ,7.90,A. Jones RB - GB Q ,10.80,C. Beasley WR - BUF Q ,1.70,M. Evans WR - TB ,30.10,T. Hockenson TE - DET ,2.30,E. Elliott RB - DAL ,13.90,M. Crosby K - GB ,4.00,Buccaneers DEF ,12.00,B. Baker DB - ARI ,8.50,R. Tannehill QB - TEN ,18.34,L. Murray RB - NO Q ,9.60,C. Edwards-Helaire RB - KC ,0.00,C. Claypool WR - PIT ,5.40,A. McFarland RB - PIT ,0.00,Dolphins DEF ,5.00,117.96,Aaron,145.90
Jackson ,4,J. Herbert QB - LAC ,16.72,L. Fournette RB - TB ,12.60,D. Swift RB - DET ,5.00,D. Adams WR - GB ,32.20,J. Jefferson WR - MIN ,8.50,T. Kelce TE - KC ,15.80,J. Wilson RB - SF ,26.40,J. Slye K - CAR ,2.00,Seahawks DEF ,9.00,R. Smith LB - CHI Q ,16.00,J. Jones WR - ATL Q ,0.00,A. Cooper WR - DAL Q ,12.10,M. Davis RB - CAR Q ,8.80,R. Mostert RB - SF IR ,0.00,C. Davis WR - TEN ,0.00,K. Ballage RB - LAC ,2.60,144.22,Liam WHYTE,129.60
Kevin,7,A. Rodgers QB - GB ,27.14,K. Drake RB - ARI ,11.00,J. Taylor RB - IND ,20.40,B. Cooks WR - HOU ,20.10,A. Brown WR - TEN Q ,4.30,G. Kittle TE - SF ,9.20,K. Hunt RB - CLE ,13.20,H. Butker K - KC ,7.00,Packers DEF ,7.00,F. Oluokun LB - ATL ,7.50,A. Brown WR - TB ,9.50,J. Reed TE - SF ,0.00,J. Landry WR - CLE ,0.00,C. McCaffrey RB - CAR Q ,0.00,D. Goedert TE - PHI Q ,3.80,D. Samuel WR - SF Q ,0.00,126.84,Adam,129.32
