Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,DP,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Liam,9,K. Murray QB - ARI Q ,33.14,D. Washington RB - MIA ,0.00,C. Akers RB - LA ,6.20,D. Hopkins WR - ARI ,21.00,D. Metcalf WR - SEA ,4.30,N. Fant TE - DEN ,12.80,B. Aiyuk WR - SF Q ,13.30,R. Blankenship K - IND ,11.00,Browns DEF ,8.00,A. Singleton LB - PHI ,11.50,T. Hilton WR - IND ,7.10,L. Bell RB - KC ,13.60,D. Johnson RB - HOU Q ,0.00,J. McKissic RB - WAS ,16.70,J. Mixon RB - CIN IR ,0.00,M. Gaskin RB - MIA ,0.00,121.24,-,-
Liam WHYTE,3,R. Wilson QB - SEA ,12.04,M. Sanders RB - PHI Q ,9.00,D. Singletary RB - BUF ,14.40,A. Thielen WR - MIN ,7.10,T. Boyd WR - CIN ,0.00,M. Andrews TE - BAL ,12.60,D. Johnson RB - HOU ,13.30,D. Carlson K - LV ,9.00,Vikings DEF ,2.00,J. Smith LB - DAL Q ,7.50,C. Godwin WR - TB ,9.60,R. Tonyan TE - GB ,7.80,D. Moore WR - CAR ,14.20,T. Fulgham WR - PHI ,5.00,T. Higgins WR - CIN Q ,3.10,L. David LB - TB ,4.50,86.94,Steven,128.42
Adam,8,T. Brady QB - TB ,23.40,D. Cook RB - MIN ,21.90,A. Ekeler RB - LAC Q ,7.90,A. Robinson WR - CHI ,8.30,D. Johnson WR - PIT ,12.90,E. Engram TE - NYG ,4.60,J. Dobbins RB - BAL ,16.10,C. Boswell K - PIT ,5.00,Rams DEF ,2.00,T. Adams LB - HOU ,10.00,K. Cousins QB - MIN ,19.34,J. Smith-Schuster WR - PIT ,-0.50,J. Smith TE - TEN ,5.20,N. Hines RB - IND ,5.40,D. Chark WR - JAX Q ,5.30,J. Hurts QB - PHI ,39.82,112.10,Aaron,117.56
Steven,2,L. Jackson QB - BAL Q ,32.22,D. Henry RB - TEN ,23.20,W. Gallman RB - NYG ,2.90,T. Hill WR - KC ,11.40,C. Kupp WR - LA Q ,3.90,L. Thomas TE - WAS ,11.10,M. Jones WR - DET ,17.20,J. Tucker K - BAL ,8.00,Colts DEF ,10.00,B. Martinez LB - NYG ,8.50,D. Parker WR - MIA ,0.00,T. Gurley RB - ATL ,1.40,B. Mayfield QB - CLE ,20.98,M. Gesicki TE - MIA ,0.00,Saints DEF ,7.00,J. Baker LB - MIA ,12.00,128.42,Liam WHYTE,86.94
Oliver,10,J. Goff QB - LA ,15.26,E. Elliott RB - DAL ,0.00,C. Carson RB - SEA ,6.90,R. Woods WR - LA ,15.60,T. Lockett WR - SEA ,3.40,E. Ebron TE - PIT Q ,0.00,R. Jones RB - TB ,0.00,W. Lutz K - NO ,3.00,Bears DEF ,5.00,A. Klein LB - BUF ,3.00,R. Anderson WR - CAR ,2.00,C. Samuel WR - CAR ,6.80,C. Edmonds RB - ARI ,12.60,C. Kirk WR - ARI ,3.30,J. Meyers WR - NE ,9.10,Z. Moss RB - BUF IR ,8.10,52.16,-,-
Aaron,5,J. Allen QB - BUF ,39.66,J. Conner RB - PIT ,0.00,J. Robinson RB - JAX Q ,11.30,K. Allen WR - LAC ,1.60,S. Diggs WR - BUF ,14.70,R. Gronkowski TE - TB ,2.90,J. Jacobs RB - LV ,17.40,R. Succop K - TB ,7.00,Steelers DEF ,2.00,D. White LB - TB ,21.00,B. Roethlisberger QB - PIT ,6.70,M. Thomas WR - NO Q ,0.00,K. Golladay WR - DET Q ,0.00,H. Hurst TE - ATL ,8.10,A. Gibson RB - WAS ,0.00,T. Bass K - BUF ,12.00,117.56,Adam,112.10
Kevin,1,P. Mahomes QB - KC Q ,25.86,A. Kamara RB - NO ,15.40,D. Montgomery RB - CHI ,28.20,C. Ridley WR - ATL ,22.30,T. McLaurin WR - WAS ,7.70,D. Waller TE - LV ,21.00,N. Chubb RB - CLE ,12.60,Y. Koo K - ATL ,11.00,Ravens DEF ,10.00,B. Wagner LB - SEA ,11.00,D. Brees QB - NO ,19.36,T. Patrick WR - DEN Q ,1.40,D. Harris RB - NE IR ,0.00,C. Lamb WR - DAL ,14.50,J. Sanders K - MIA ,2.00,Chiefs DEF ,3.00,165.06,Jackson ,112.46
Todd,6,R. Tannehill QB - TEN ,37.02,M. Gordon RB - DEN ,20.10,C. Edwards-Helaire RB - KC ,8.30,C. Beasley WR - BUF Q ,11.20,M. Evans WR - TB ,11.00,T. Hockenson TE - DET ,-0.20,A. Jones RB - GB Q ,21.80,M. Crosby K - GB ,8.00,Buccaneers DEF ,3.00,B. Baker DB - ARI ,4.00,L. Murray RB - NO Q ,8.90,H. Henry TE - LAC ,12.50,D. Watson QB - HOU ,23.42,C. Claypool WR - PIT ,4.80,A. McFarland RB - PIT ,1.40,Dolphins DEF ,9.00,124.22,Kevin,87.62
Jackson ,4,J. Herbert QB - LAC ,27.96,M. Davis RB - CAR Q ,6.10,D. Swift RB - DET ,18.20,D. Adams WR - GB ,4.20,J. Jefferson WR - MIN ,10.40,T. Kelce TE - KC ,14.80,R. Mostert RB - SF IR ,6.80,J. Slye K - CAR ,10.00,Seahawks DEF ,9.00,R. Smith LB - CHI Q ,5.00,J. Jones WR - ATL Q ,0.00,A. Cooper WR - DAL Q ,0.30,C. Davis WR - TEN ,17.00,L. Fournette RB - TB ,18.50,J. Wilson RB - SF ,13.00,K. Ballage RB - LAC ,7.10,112.46,Kevin,165.06
Kevin,7,A. Rodgers QB - GB ,18.32,K. Drake RB - ARI ,4.00,J. Taylor RB - IND ,15.50,B. Cooks WR - HOU ,5.90,A. Brown WR - TEN Q ,10.40,D. Goedert TE - PHI Q ,3.90,J. Landry WR - CLE ,12.10,H. Butker K - KC ,6.00,Packers DEF ,6.00,F. Oluokun LB - ATL ,5.50,A. Brown WR - TB ,15.30,J. Reed TE - SF ,8.80,K. Hunt RB - CLE ,4.80,C. McCaffrey RB - CAR Q ,0.00,G. Kittle TE - SF ,0.00,D. Samuel WR - SF Q ,0.00,87.62,Todd,124.22
